#Structure_of_the_file:	#Structure_of_the_file:
#English-compound-word	Hindi-meaning
,_in_short_,	safkRipwa_meM#safkRipwa_meM#noun#2#RM
hatchet_job	kisI_ke_mAna_sammAna_ko_XakkA_pahuzcAnA#kisI_ke_mAna_sammAna_ko_XakkA_pahuzcAnA#noun#2#RM
haulage_charges	DulAWa_Karca#DulAWa_Karca#noun#2#RM
haute_couture	unnawa_PESanavAle_kapade#unnawa_PESanavAle_kapade#noun#2#RM
haute_cuisine	kOSalapUrvaka_pAka_vixyA#kOSalapUrvaka_pAka_vixyA#noun#2#RM
hav_ebeen_directed_to_ask_you	muJe_nixeSa_huA_hE_ki_mE_Apako_sUciwa_karUz_zpase_nivexana_karUz_zpase_pUCUz#muJe_nixeSa_huA_hE_ki_mE_Apako_sUciwa_karUz_zpase_nivexana_karUz_zpase_pUCUz#noun#6#RM
have_been_directed_to_inform_you	muJe_nixeSa_huA_hE_ki_mE_Apako_sUciwa_karUz_zpase_nivexana_karUz_zpase_pUCUz#muJe_nixeSa_huA_hE_ki_mE_Apako_sUciwa_karUz_zpase_nivexana_karUz_zpase_pUCUz#noun#6#RM
have_been_directed_to_request_you	muJe_nixeSa_huA_hE_ki_mE_Apako_sUciwa_karUz_zpase_nivexana_karUz_zpase_pUCUz#muJe_nixeSa_huA_hE_ki_mE_Apako_sUciwa_karUz_zpase_nivexana_karUz_zpase_pUCUz#noun#6#RM
have_the_honour_to_say	sAxara_nivexana_hE#sAxara_nivexana_hE#noun#5#RM
have_to	sambanXa_raKanA#sambanXa_raKanA#noun#2#RM
haves_and_have_nots	sampa_ana_Ora_vipa_ana#sampa_ana_Ora_vipa_ana#noun#4#RM
havildar_major	havalaxAra_mejara#havalaxAra_mejara#noun#2#RM
having_regard_to	XyAna_meM_raKawe_hue#XyAna_meM_raKawe_hue#noun#3#RM
hawk_eyed	wIkRNaxqRti_vAlA#wIkRNaxqRti_vAlA#noun#2#RM
hawser_bend	jahAja_ko_KIMcane_kA_motA_rassA#jahAja_ko_KIMcane_kA_motA_rassA#noun#2#RM
hay_bale	sUKI_GAsa_kA_gaTTA#sUKI_GAsa_kA_gaTTA#noun#2#RM
hay_fever	parAgaja_jvara#parAgaja_jvara#noun#2#RM
hay_making	katI_GAsa_ko_suKAne_ke_lie_PElAne_kA_warIkA#katI_GAsa_ko_suKAne_ke_lie_PElAne_kA_warIkA#noun#2#RM
haying_time	cAre_ke_lie_GAsa_kAtane_suKAne_Axi_kA_mOsama#cAre_ke_lie_GAsa_kAtane_suKAne_Axi_kA_mOsama#noun#2#RM
he_man	eka_baliRTa_vyakwi#eka_baliRTa_vyakwi#noun#2#RM
head_accountant	praXAna_leKAkAra#praXAna_leKAkAra#noun#2#RM
head_ache	siraxarxa#siraxarxa#noun#2#RM
head_and_shoulder	pUrI_waraha#pUrI_waraha#noun#3#RM
head_and_shoulders_above	aXika_acCA#aXika_acCA#noun#4#RM
head_artificer	praXAna_kArIgara#praXAna_kArIgara#noun#2#RM
head_assistant	praXAna_sahAyaka#praXAna_sahAyaka#noun#2#RM
head_band	sirabanXa#sirabanXa#noun#2#RM
head_barman	praXAna_bAramEna#praXAna_bAramEna#noun#2#RM
head_block_instrument_mistry	praXAna_blAka_yanwra_mi_iwrI#praXAna_blAka_yanwra_mi_iwrI#noun#4#RM
head_board	palafga_kA_sirahAne_kI_waKwA#palafga_kA_sirahAne_kI_waKwA#noun#2#RM
head_book_binder	praXAna_jilxasAja#praXAna_jilxasAja#noun#3#RM
head_booking_clerk	praXAna_tikata_bAbU#praXAna_tikata_bAbU#noun#3#RM
head_bromide_printer	praXAna_bromAida_muxraka#praXAna_bromAida_muxraka#noun#3#RM
head_butt	sira_se_jora_se_mAranA#sira_se_jora_se_mAranA#noun#2#RM
head_cash_counter	praXAna_rokada_safgapraka#praXAna_rokada_safgapraka#noun#3#RM
head_cash_witness	praXAna_rokada_sAkRI#praXAna_rokada_sAkRI#noun#3#RM
head_clerk	praXAna_lipika#praXAna_lipika#noun#2#RM
head_constable	hEda_kAMstebala#hEda_kAMstebala#noun#2#RM
head_control	SIRar_niyanwraNa#SIRar_niyanwraNa#noun#2#RM
head_count	ginane_kA_Dafga#ginane_kA_Dafga#noun#2#RM
head_crane_inspector	praXAna_krena_nirIkRaka#praXAna_krena_nirIkRaka#noun#3#RM
head_design_assistant	praXAna_aiBakalpa_sahAyaka#praXAna_aiBakalpa_sahAyaka#noun#3#RM
head_despatcher	praXAna_preRaka#praXAna_preRaka#noun#2#RM
head_draftsman	praXAna_prArUpakAra#praXAna_prArUpakAra#noun#2#RM
head_dress	Sirovaswra#Sirovaswra#noun#2#RM
head_end_traffic	agrasWAna_mAla#agrasWAna_mAla#noun#3#RM
head_engraver	praXAna_ukeraka#praXAna_ukeraka#noun#2#RM
head_estimator	praXAna_prAkkalaka#praXAna_prAkkalaka#noun#2#RM
head_ferro_printer	praXAna_Pero_muxraka#praXAna_Pero_muxraka#noun#3#RM
head_finger_print_examiner	praXAna_afgulI_CApa_parIkRaka#praXAna_afgulI_CApa_parIkRaka#noun#4#RM
head_fitter	praXAna_Pitara#praXAna_Pitara#noun#2#RM
head_game	bahakAne_kI_kriyA#bahakAne_kI_kriyA#noun#2#RM
head_gap	SIrRa_anwarAla#SIrRa_anwarAla#noun#2#RM
head_gunner	praXAna_ganara#praXAna_ganara#noun#2#RM
head_hunter	BarwI_karAne_vAlA_kAryakarwA#BarwI_karAne_vAlA_kAryakarwA#noun#2#RM
head_lineman	praXAna_lAinamEna#praXAna_lAinamEna#noun#2#RM
head_luggage_clerk	praXAna_sAmAna_klarka#praXAna_sAmAna_klarka#noun#3#RM
head_machine_operator	praXAna_maSIna_pracAlaka#praXAna_maSIna_pracAlaka#noun#3#RM
head_master	praXAna_aXyApaka#praXAna_aXyApaka#noun#2#RM
head_mate	praXAna_meta#praXAna_meta#noun#2#RM
head_mistress	praXAna_aXyApikA#praXAna_aXyApikA#noun#2#RM
head_motor_mechanic	heda_motara_mekEnika#heda_motara_mekEnika#noun#3#RM
head_note	SIrRa_tippaNI#SIrRa_tippaNI#noun#2#RM
head_of_account	leKA-SIrRa#leKA-SIrRa#noun#1#RM
head_of_accounts	leKA_SIRar#leKA_SIRar#noun#1#RM
head_of_department	viBAgAXyakRa#viBAgAXyakRa#noun#1#RM
head_of_government	SAsanAXyakRa#SAsanAXyakRa#noun#1#RM
head_of_income	Aya_SIRar#Aya_SIRar#noun#1#RM
head_of_office	praXAna-kAryAlaya#praXAna-kAryAlaya#noun#1#RM
head_of_revenue	rAjasva_SIrRa#rAjasva_SIrRa#noun#1#RM
head_of_state	rAja_pramuKa#rAja_pramuKa#noun#1#RM
head_of_the_department	viBAgAXyakRa#viBAgAXyakRa#noun#1#RM
head_of_the_household	parivAra_kA_praXAna#parivAra_kA_praXAna#noun#1#RM
head_of_the_office	kAryAlaya_aXyakRa#kAryAlaya_aXyakRa#noun#1#RM
head_office	praXAna_kAryAlaya#praXAna_kAryAlaya#noun#2#RM
head_office_account	praXAna_kAryAlaya_leKA#praXAna_kAryAlaya_leKA#noun#3#RM
head_parcel_clerk	praXAna_pArsala_klarka#praXAna_pArsala_klarka#noun#3#RM
head_passenger_attendant	praXAna_yAwrI_paricara#praXAna_yAwrI_paricara#noun#3#RM
head_pilot	praXAna_pAilata#praXAna_pAilata#noun#2#RM
head_planner_and_estimator	praXAna_yojanAkAra_Ora_prAkkalaka#praXAna_yojanAkAra_Ora_prAkkalaka#noun#4#RM
head_principal	praXAna_SIRar#praXAna_SIRar#noun#2#RM
head_procurement_clerk	praWAna_prApaNa_klarka#praWAna_prApaNa_klarka#noun#3#RM
head_punch_operator	praXAna_paFciwra_pracAlaka#praXAna_paFciwra_pracAlaka#noun#3#RM
head_quarters	muKyAlaya#muKyAlaya#noun#2#RM
head_quarters_paymaster	muKyAlaya_vewanamAstara#muKyAlaya_vewanamAstara#noun#3#RM
head_quarters_personnel_office	muKyAlaya_kArmika_aXikArI#muKyAlaya_kArmika_aXikArI#noun#4#RM
head_reader	praXAna_vAcaka#praXAna_vAcaka#noun#2#RM
head_shroff	praXAna_sarrAPa#praXAna_sarrAPa#noun#2#RM
head_signal_fitter	praXAna_siganala_Pi_itara#praXAna_siganala_Pi_itara#noun#3#RM
head_signaller	praXAna_siganalara#praXAna_siganalara#noun#2#RM
head_stereo_typer	praXAna_stIriyo_tAipakarwA#praXAna_stIriyo_tAipakarwA#noun#3#RM
head_storekeeper	praXAna_BaNdArI#praXAna_BaNdArI#noun#2#RM
head_sweeper	praXAna_saPAIvAlA#praXAna_saPAIvAlA#noun#2#RM
head_tax	vyikwa_kara#vyikwa_kara#noun#2#RM
head_telephone_operator	praXAna_telIPuna_pracAlaka#praXAna_telIPuna_pracAlaka#noun#3#RM
head_ticket_collector	praXAna_tikata_kalaktara#praXAna_tikata_kalaktara#noun#3#RM
head_timekeeper	praXAna_tAimakIpara#praXAna_tAimakIpara#noun#2#RM
head_to_head	vivAxiwa_viRaya_kA_mukAbalA#vivAxiwa_viRaya_kA_mukAbalA#noun#3#RM
head_track_recorder	praXAna_paWa-aBileKaka#praXAna_paWa-aBileKaka#noun#3#RM
head_train_clerk	praXAna_gAdI-bAbU#praXAna_gAdI-bAbU#noun#3#RM
head_train_examiner	praXAna_gAdI_parIkRaka#praXAna_gAdI_parIkRaka#noun#3#RM
head_transhipment_clerk	praXAna_yAnAnwaraNa_klarka#praXAna_yAnAnwaraNa_klarka#noun#3#RM
head_transit_clerk	praXAna_pAravahana_klarka#praXAna_pAravahana_klarka#noun#3#RM
head_translator	praXAna_anuvAxaka#praXAna_anuvAxaka#noun#2#RM
head_verifier_operator	praXAna_sawyApaka_pracAlaka#praXAna_sawyApaka_pracAlaka#noun#3#RM
head_watchman	praXAna_cOkIxAra#praXAna_cOkIxAra#noun#2#RM
head_wear	sira_kA_pahanAvA#sira_kA_pahanAvA#noun#2#RM
head_weighbridge_clerk	praXAna_wulAcOkI_klarka#praXAna_wulAcOkI_klarka#noun#3#RM
head_weighing_clerk	praXAna_wulAI_klarka#praXAna_wulAI_klarka#noun#3#RM
head_wind	anukUla_havA#anukUla_havA#noun#2#RM
header_label	praveSikA_lebala#praveSikA_lebala#noun#2#RM
header_prediction	praveSikA_anumAna#praveSikA_anumAna#noun#2#RM
heading_of_form	prapawra_SIRar#prapawra_SIRar#noun#1#RM
headquarter_allowance	muKyAlaya_BawwA#muKyAlaya_BawwA#noun#2#RM
heads_of_income	Aya_SIRar_raxeM#Aya_SIRar_raxeM#noun#1#RM
heads_of_revenue	rAjasva_SIRar_raxeM#rAjasva_SIRar_raxeM#noun#1#RM
health_care	svAsWya_surakRA#svAsWya_surakRA#noun#2#RM
health_certificate	svAsWya_pramANapawra#svAsWya_pramANapawra#noun#2#RM
health_check	svAsWya_nirIkRaNa#svAsWya_nirIkRaNa#noun#2#RM
health_code	svAsWya_viXi#svAsWya_viXi#noun#2#RM
health_declaration	svAsWya_xoRaprA#svAsWya_xoRaprA#noun#2#RM
health_educator	svAsWya_SikRaka#svAsWya_SikRaka#noun#2#RM
health_food	svAsWyapraxa_Bojana#svAsWyapraxa_Bojana#noun#2#RM
health_insurance	svAsWya_bImA#svAsWya_bImA#noun#1#RM
health_message	svAsWya_sanxeSa#svAsWya_sanxeSa#noun#2#RM
health_officer	svAsWya_aXikArI#svAsWya_aXikArI#noun#2#RM
health_resort	ArogyASrama#ArogyASrama#noun#2#RM
health_service	svAsWya_sevA#svAsWya_sevA#noun#2#RM
health_tutor	svAsWya_anuSikRaka#svAsWya_anuSikRaka#noun#2#RM
health_visitor	rogiyoM_ko_unake_Gara_jAkara_xeKane_vAlA#rogiyoM_ko_unake_Gara_jAkara_xeKane_vAlA#noun#2#RM
heap_sort	pulina_CEYNtAI#pulina_CEYNtAI#noun#2#RM
hearing_aid	SravaNa_yanwra#SravaNa_yanwra#noun#2#RM
hearse_van	SavavAhana#SavavAhana#noun#2#RM
heart_attack	xila_kA_xOrA#xila_kA_xOrA#noun#2#RM
heart_block	hqxaya_avaroXa#hqxaya_avaroXa#noun#2#RM
heart_cherry	hArta_cerI#hArta_cerI#noun#2#RM
heart_condition	hqxaya_kI_xaSA#hqxaya_kI_xaSA#noun#2#RM
heart_disease	hqxaya_roga#hqxaya_roga#noun#2#RM
heart_failure	hraxayagawi_kA_rukanA#hraxayagawi_kA_rukanA#noun#2#RM
heart_rending	hraxayavixAraka#hraxayavixAraka#noun#2#RM
heart_stopping	xila_WAmane_vAlA#xila_WAmane_vAlA#noun#2#RM
heart_to_heart	xila_hI_xila_meM#xila_hI_xila_meM#noun#3#RM
heart_warming	suKaxa#suKaxa#noun#2#RM
heat_barrier	uRmA_avaroXaka#uRmA_avaroXaka#noun#2#RM
heat_content	URma_paxArWa#URma_paxArWa#noun#2#RM
heat_energy	URmA_UrjA#URmA_UrjA#noun#2#RM
heat_engine	wApa_iMjana#wApa_iMjana#noun#2#RM
heath_Robinson	binA_kAma_karane_vAle_pecIxA_maSIna#binA_kAma_karane_vAle_pecIxA_maSIna#noun#2#RM
heather_bell	hIxara_bEla#hIxara_bEla#noun#2#RM
heavenly_body	KapiMda#KapiMda#noun#2#RM
heavy_duty	tikAU#tikAU#noun#2#RM
heavy_duty_vehicles	BArI_gAdi_iyAM#BArI_gAdi_iyAM#noun#3#RM
heavy_engineering_division	BArI_iMjIniyarI_praBAga#BArI_iMjIniyarI_praBAga#noun#3#RM
heavy_equipment	BArI_upaskara#BArI_upaskara#noun#2#RM
heavy_handed	nirxaya#nirxaya#noun#2#RM
heavy_hearted	xuKI#xuKI#noun#2#RM
heavy_industry	BArI_uxyoga#BArI_uxyoga#noun#2#RM
heavy_lifting	kaTina_kArya#kaTina_kArya#noun#2#RM
heavy_machinery_operator	BArI_maSInarI_oYparetara#BArI_maSInarI_oYparetara#noun#3#RM
heavy_market	patAna_bAjAra#patAna_bAjAra#noun#2#RM
heavy_metal	majabUwa_XAwu#majabUwa_XAwu#noun#2#RM
heavy_rains	bahuwa_varRA#bahuwa_varRA#noun#2#RM
heavy_vehicle	BArI_vAhana#BArI_vAhana#noun#2#RM
heavy_vehicle_driver	BArI_vAhana_drAivara#BArI_vAhana_drAivara#noun#3#RM
hedgehog_cactus	kAzte_vAlI_nAgaPanI#kAzte_vAlI_nAgaPanI#noun#2#RM
hee_haw	reMkanA#reMkanA#noun#2#RM
heeble_jeebies	GabarAhata_Ora_viRAxa#GabarAhata_Ora_viRAxa#noun#2#RM
heel_bone	edI_kI_haddI#edI_kI_haddI#noun#2#RM
heir_apparent	uwwarAXikArI#uwwarAXikArI#noun#2#RM
held_in_abeyance	roka_raKI_gaI#roka_raKI_gaI#noun#3#RM
held_over	rokA_huA#rokA_huA#noun#2#RM
hell_bent	kqwasafkalpa#kqwasafkalpa#noun#2#RM
hell_hole	burA_sWAna#burA_sWAna#noun#2#RM
hello_world	namaskAra_viSva#namaskAra_viSva#noun#2#RM
help_net	hElpa_jAla#hElpa_jAla#noun#2#RM
help_screen	sahAyawA_prapata#sahAyawA_prapata#noun#2#RM
hemp_cord	sana_kI_rassI#sana_kI_rassI#noun#2#RM
hen_coop	murgiyoM_ko_Dakane_kA_tokarA#murgiyoM_ko_Dakane_kA_tokarA#noun#2#RM
hen_house	murgiyoM_kA_xadabA#murgiyoM_kA_xadabA#noun#2#RM
hen_party	mahilAoM_kI_jalapAna_goRTI#mahilAoM_kI_jalapAna_goRTI#noun#2#RM
hepatitis_B	hepetAitisa_bI#hepetAitisa_bI#noun#2#RM
her_majesty	mahAmahima#mahAmahima#noun#2#RM
heraldic_bearing	kulacihna_sambanXI_XAra#kulacihna_sambanXI_XAra#noun#2#RM
herb_Christopher	sanwa_kristoPara#sanwa_kristoPara#noun#2#RM
herb_bennet	pIle_PUloM_kA_eka_pOXA#pIle_PUloM_kA_eka_pOXA#noun#2#RM
herbarium_keeper	vanaspawi_safgrahapAla#vanaspawi_safgrahapAla#noun#2#RM
here_and_now	yahIM_Ora_aBI#yahIM_Ora_aBI#noun#3#RM
here_to_fore	isase_pUrva#isase_pUrva#noun#3#RM
here_you_are	lo_ho_gayA#lo_ho_gayA#noun#3#RM
hereditary_profession	vaMSAgawa_aaMSAnugawa_vyavasAya#vaMSAgawa_aaMSAnugawa_vyavasAya#noun#2#RM
hereditary_right	vaMSAnugawa_aXikAra#vaMSAnugawa_aXikAra#noun#2#RM
hero_worship	mahAwmAoM_kI_pUjana#mahAwmAoM_kI_pUjana#noun#2#RM
heroin_addict	hIroina_sevI#hIroina_sevI#noun#2#RM
heroin_addiction	hIroina_sevI#hIroina_sevI#noun#2#RM
herring_bone	nIce_Upara_kI_silAI#nIce_Upara_kI_silAI#noun#2#RM
herring_gull	uwwarI_atalAntika_murgAbI#uwwarI_atalAntika_murgAbI#noun#2#RM
heterogeneous_multiplex	viRamAfgI_bahusafkewana#viRamAfgI_bahusafkewana#noun#2#RM
heterogeneous_network	viRamAfgI_netavarka#viRamAfgI_netavarka#noun#2#RM
heuristic_knowledge	anumAnI_jFAmpalqAna#anumAnI_jFAmpalqAna#noun#2#RM
heuristic_method	svAnuBavika_viXi#svAnuBavika_viXi#noun#2#RM
hexadecimal_constant	RodaSa_AXArI_niyawAfka#RodaSa_AXArI_niyawAfka#noun#2#RM
hexadecimal_notation	RodaSa_AXArI_afkana_paxXawi#RodaSa_AXArI_afkana_paxXawi#noun#2#RM
hexadecimal_numbers	RARTika_safKyAeEYMM#RARTika_safKyAeEYMM#noun#2#RM
hexadecimal_system	RodaRamalava_praNAlI#RodaRamalava_praNAlI#noun#2#RM
hey_day	yOvana_kI_mawwawA#yOvana_kI_mawwawA#noun#2#RM
hi_fi	Xvani_uwpAxaka_yanwra#Xvani_uwpAxaka_yanwra#noun#2#RM
hi_tech	ucca_proxyOgikI#ucca_proxyOgikI#noun#2#RM
hidden_agenda	gupwa_kAryAvalI#gupwa_kAryAvalI#noun#2#RM
hidden_inflation	pracCa_anaparokRa_sPIwi#pracCa_anaparokRa_sPIwi#noun#2#RM
hidden_line	aprawya_reKA#aprawya_reKA#noun#2#RM
hidden_linelimination	Xax_ma_reKA_vilopana#Xax_ma_reKA_vilopana#noun#2#RM
hidden_subsidy	aprakata_ArWika_sahAyawA#aprakata_ArWika_sahAyawA#noun#2#RM
hide_development_officer	carma_vikAsa_aXikArI#carma_vikAsa_aXikArI#noun#3#RM
hide_out	Cipane_kI_jagaha#Cipane_kI_jagaha#noun#2#RM
hiding_place	Cipane_kA_sWAna#Cipane_kA_sWAna#noun#2#RM
hierarchical_data_base	paxAnukramiwa_aMAkadAsaFcaya#paxAnukramiwa_aMAkadAsaFcaya#noun#3#RM
hierarchical_data_structure	paxAnukramiwa_AfkadA_saMracanA#paxAnukramiwa_AfkadA_saMracanA#noun#3#RM
hierarchical_file_system	paxAnukramiwa_saFcikA_vyavasWA#paxAnukramiwa_saFcikA_vyavasWA#noun#3#RM
hierarchical_network	paxAnukramika_jAla#paxAnukramika_jAla#noun#2#RM
hierarchical_routing	paxAnukramiwa_anumArgaNa#paxAnukramiwa_anumArgaNa#noun#2#RM
hierarchical_topology	paxAnukramiwa_rUpareKA#paxAnukramiwa_rUpareKA#noun#2#RM
hige_level_language	ucca_swara_BARA#ucca_swara_BARA#noun#3#RM
high-_tech	ucca_prOxyogikIya#ucca_prOxyogikIya#noun#2#RM
high_birth_rate	ucca_janma_xara#ucca_janma_xara#noun#3#RM
high_born	ucca_kula_kA#ucca_kula_kA#noun#2#RM
high_brass	uccaswarIya_pIwala#uccaswarIya_pIwala#noun#2#RM
high_chair	UzcI_kursI#UzcI_kursI#noun#2#RM
high_church	iMgalEMda_kA_girajAGara_jo_rIwi#iMgalEMda_kA_girajAGara_jo_rIwi#noun#2#RM
high_class	ucca_jAwi_kA#ucca_jAwi_kA#noun#2#RM
high_commission	uccAyoga#uccAyoga#noun#2#RM
high_commissioner	uccAyukwa#uccAyukwa#noun#2#RM
high_commuission	uccAyuwa#uccAyuwa#noun#2#RM
high_court	ucca_nyAyAlaya#ucca_nyAyAlaya#noun#2#RM
high_dudgeon	awyaXika_nArAjagI#awyaXika_nArAjagI#noun#2#RM
high_explosive	SakwiSAlI_visPotaka#SakwiSAlI_visPotaka#noun#2#RM
high_fever	weja_buKAra#weja_buKAra#noun#2#RM
high_fidelity	avikqwa_Xvani#avikqwa_Xvani#noun#2#RM
high_finance	vqhaw_lena-xena#vqhaw_lena-xena#noun#2#RM
high_flyer	saPalawA_prApwi_kI_icCA#saPalawA_prApwi_kI_icCA#noun#2#RM
high_flying	UzcI_udAna_BaranA#UzcI_udAna_BaranA#noun#2#RM
high_grade	uwkqRta#uwkqRta#noun#2#RM
high_handed	svecCAcArI#svecCAcArI#noun#2#RM
high_handedness	manamAnI#manamAnI#noun#2#RM
high_income_group	ucca_Aya_varga#ucca_Aya_varga#noun#3#RM
high_jinks	hazsI_majAka#hazsI_majAka#noun#2#RM
high_jinx	hudaxafga#hudaxafga#noun#2#RM
high_labour_turnover	ucca_Sramika_Avarwwa#ucca_Sramika_Avarwwa#noun#3#RM
high_level	uccaswarIya#uccaswarIya#noun#2#RM
high_level_data_link_control	ucca_swarIya_afkIya_kadI_niyanwraNa#ucca_swarIya_afkIya_kadI_niyanwraNa#noun#5#RM
high_level_interface_subcommittee	ucca_swarIya_anwarApqRTa_upasamiwi#ucca_swarIya_anwarApqRTa_upasamiwi#noun#4#RM
high_level_language	ucca_swarI_BARA#ucca_swarI_BARA#noun#3#RM
high_level_programming_language	ucca_swarIya_progrAmana_BARA#ucca_swarIya_progrAmana_BARA#noun#4#RM
high_mass	kEWalika_carca_kA_eka_badA_samAroha#kEWalika_carca_kA_eka_badA_samAroha#noun#2#RM
high_memory_area	ucca_smqwi_kRewra#ucca_smqwi_kRewra#noun#3#RM
high_minded	manasvI#manasvI#noun#2#RM
high_performance	ucca_niRpAxana#ucca_niRpAxana#noun#2#RM
high_point	ucca_sWiwi#ucca_sWiwi#noun#2#RM
high_power_committe	uccAXikAra_samiwi#uccAXikAra_samiwi#noun#3#RM
high_power_transmitter_doordarshan_kendra	ucca_vixyuwa-Sawi_saFcAliwa_xUraxarSana_keMxra#ucca_vixyuwa-Sawi_saFcAliwa_xUraxarSana_keMxra#noun#5#RM
high_powered	ucca_aXikAra_sampanna#ucca_aXikAra_sampanna#noun#2#RM
high_praise	bahuwa_praSaMsA#bahuwa_praSaMsA#noun#2#RM
high_pressure	aXika_xabAva#aXika_xabAva#noun#2#RM
high_pressure_boiler_operator	ucca_xAba_boYyalara_pracAlaka#ucca_xAba_boYyalara_pracAlaka#noun#4#RM
high_priced_executive	ucca_vewana_aXiSAsI#ucca_vewana_aXiSAsI#noun#3#RM
high_priority	ucca_prAWamikawA_AgrawA#ucca_prAWamikawA_AgrawA#noun#2#RM
high_priorty	ucca_prAWamikawA#ucca_prAWamikawA#noun#2#RM
high_quality	ucca_guNavawwA#ucca_guNavawwA#noun#2#RM
high_ranking	ucca_paxasWa#ucca_paxasWa#noun#2#RM
high_rate_of_growth	vqxXi_kI_ucca_xara#vqxXi_kI_ucca_xara#noun#2#RM
high_reputation	badA_nAma#badA_nAma#noun#2#RM
high_rise	attAlikA#attAlikA#noun#2#RM
high_risk_area_identification	awikRawimaya_kRewra_pahacAna#awikRawimaya_kRewra_pahacAna#noun#4#RM
high_road	muKya_mArga#muKya_mArga#noun#2#RM
high_school	ucca_vixyAlaya#ucca_vixyAlaya#noun#2#RM
high_school_reunion	hAI_skUla_kA_punarmilana#hAI_skUla_kA_punarmilana#noun#3#RM
high_seas	mahAsAgara#mahAsAgara#noun#2#RM
high_seas_scale	Kule_samuxra_meM_honevAlI_bikrI_FamArga_meM_hI_kisI_anya_pakRa_ko_mAla_kI_bikrIta#Kule_samuxra_meM_honevAlI_bikrI_FamArga_meM_hI_kisI_anya_pakRa_ko_mAla_kI_bikrIta#noun#3#RM
high_season	vyaswa_samaya#vyaswa_samaya#noun#2#RM
high_sounding	AdambarI#AdambarI#noun#2#RM
high_speed	wIvra_gawi#wIvra_gawi#noun#2#RM
high_spirited	sAhasI#sAhasI#noun#2#RM
high_spot	GatanA_kA_viSaRta_afga#GatanA_kA_viSaRta_afga#noun#2#RM
high_street	muKya_mArga#muKya_mArga#noun#2#RM
high_strung	awisaMvexanaSIla#awisaMvexanaSIla#noun#2#RM
high_table	ucca_maFca_kA_meja#ucca_maFca_kA_meja#noun#2#RM
high_tarrif_policy	ucca_praSulka_aEriPa_nIwi#ucca_praSulka_aEriPa_nIwi#noun#3#RM
high_tea	maXyAhna_ke_anwa_va_SAma_ke_pahale_cAya_lenA#maXyAhna_ke_anwa_va_SAma_ke_pahale_cAya_lenA#noun#2#RM
high_tech	ucca_prOxyogikI#ucca_prOxyogikI#noun#2#RM
high_technology	ucca_prOxyogikI#ucca_prOxyogikI#noun#2#RM
high_throughput_device	ucca_kAlabaxXa_nirgama_yujFigwalq#ucca_kAlabaxXa_nirgama_yujFigwalq#noun#3#RM
high_tide	ucca_jvAra#ucca_jvAra#noun#2#RM
high_treason	xeSaxroha_yA_rAjaxroha_kA_aparAXa#xeSaxroha_yA_rAjaxroha_kA_aparAXa#noun#2#RM
high_up	ucca_sWAna_para_AsIna_vyakwi#ucca_sWAna_para_AsIna_vyakwi#noun#2#RM
high_water	pAnI_kI_UzcI_sawaha#pAnI_kI_UzcI_sawaha#noun#2#RM
high_water_mark	ucca_jala_cinha#ucca_jala_cinha#noun#3#RM
high_ways	rAja_mArga#rAja_mArga#noun#2#RM
high_wire	ucca_sWAna_kA_majabUwa_rassI#ucca_sWAna_kA_majabUwa_rassI#noun#2#RM
higher_audit_section	uccawara_leKAparIkRA_anuBAga#uccawara_leKAparIkRA_anuBAga#noun#3#RM
higher_authority	uccawara_prAXikArI#uccawara_prAXikArI#noun#2#RM
higher_denomination_notes	ucca_mUlya_varga_ke_nota#ucca_mUlya_varga_ke_nota#noun#3#RM
higher_education	ucca_SikRA#ucca_SikRA#noun#2#RM
higher_financing_agency	uccawara_vwwiIya_awwipoRaka_ejeMsI_IiBakaraNa#uccawara_vwwiIya_awwipoRaka_ejeMsI_IiBakaraNa#noun#3#RM
higher_still	Ora_aXika_UzcA#Ora_aXika_UzcA#noun#2#RM
higher_weighted_deduction	uccawara_BAriwa_katOwI#uccawara_BAriwa_katOwI#noun#3#RM
highest_bid	sabase_UzcI_bolI#sabase_UzcI_bolI#noun#2#RM
highest_outstanding	aXikawama_bakAyA#aXikawama_bakAyA#noun#2#RM
highest_priority	sarvocca_prAWamikawA#sarvocca_prAWamikawA#noun#2#RM
highland_fling	skAtalEmada_kA_nqwya#skAtalEmada_kA_nqwya#noun#2#RM
highly_objectionable	awyanwa_Apwwijanaka#awyanwa_Apwwijanaka#noun#2#RM
highly_skilled_mech	awikuSala_mekEnika#awikuSala_mekEnika#noun#3#RM
highway_aid	muKya_mArga_sahAyawA#muKya_mArga_sahAyawA#noun#2#RM
highway_division	rAjamArga_praBAga#rAjamArga_praBAga#noun#2#RM
highway_engineer	muKya_sadaka_kA_iMjIniyara#muKya_sadaka_kA_iMjIniyara#noun#2#RM
highway_money	paWa_kara#paWa_kara#noun#2#RM
highy_paid_job	ucca_vewana_paxa#ucca_vewana_paxa#noun#3#RM
hill_allowance	pahAda-BawwA#pahAda-BawwA#noun#2#RM
hill_station	parvawIya_sWAna#parvawIya_sWAna#noun#2#RM
hind_end	pICe_kA_BAga#pICe_kA_BAga#noun#2#RM
hindi_cell	hiMxI_kakRa#hiMxI_kakRa#noun#2#RM
hindi_feature_unit	hiMxI_rUpaka_ekaka#hiMxI_rUpaka_ekaka#noun#3#RM
hindi_inspector	hiMxI_nirIkRaka#hiMxI_nirIkRaka#noun#2#RM
