#Source :: Extracted this dictionary from agriculture1_wiktionary.txt and agriculture2_wiktionary.txt, Agri_Glossaryt.doc	#Source :: Extracted this dictionary from agriculture1_wiktionary.txt and agriculture2_wiktionary.txt, Agri_Glossaryt.doc
#Changes:: 1) Separated single word and multi words into separate dictionaries	#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case	#          2) English words are converted to lower case
#          3) Added category as 'noun#2#RM' by default	#          3) Added category as 'noun#2#RM' by default
#Added  :: By Roja Lakshmi (06-11-14)	#Added  :: By Roja Lakshmi (06-11-14)
#######################################	#######################################
joint_holder	saMyukwa_XAraka#saMyukwa_XAraka#noun#2#RM
joint_tariff	saMyukwa_Sulka#saMyukwa_Sulka#noun#2#RM
joint_venture	saMyukwa_uxyama#saMyukwa_uxyama#noun#2#RM
kellenr's_feeding_standard	kelanara_KAxya_mAnaka#kelanara_KAxya_mAnaka#noun#2#RM
key_element	muKya_wawva#muKya_wawva#noun#2#RM
key_gene	muKya_jIna#muKya_jIna#noun#2#RM
key_village_centre	paSugrAma_keMxra#paSugrAma_keMxra#noun#2#RM
key_village_scheme	mUlagrAma_yojanA#mUlagrAma_yojanA#noun#2#RM
kharif_crop	KarIPa_kI_Pasala#KarIPa_kI_Pasala#noun#2#RM
kharif_season	KarIPa_mOsama#KarIPa_mOsama#noun#2#RM
kidney_bean	moTa/moWa#moTa/moWa#noun#2#RM
kindney_bean	udaxa#udaxa#noun#2#RM
kinetic_energy	gawija_UrjA#gawija_UrjA#noun#2#RM
kitchen_garden	gqhavAtikA#gqhavAtikA#noun#2#RM
labour_charge	majaxUrI#majaxUrI#noun#2#RM
lab_to_land_programme	prayogaSAlA_se_KewoM_waka_kAryakrama#prayogaSAlA_se_KewoM_waka_kAryakrama#noun#2#RM
lack_of_resources	saMsAXanoM_kI_kamI#saMsAXanoM_kI_kamI#noun#2#RM
land_degradation	BU-vikqwikaraNa/BUmi_vikqwikaraNa#BU-vikqwikaraNa/BUmi_vikqwikaraNa#noun#2#RM
land_development_bank	BU-vikAsa_bEMka#BU-vikAsa_bEMka#noun#2#RM
land_holding	BUmi_XAraNa#BUmi_XAraNa#noun#2#RM
land_levelling	BUmi_samawalana#BUmi_samawalana#noun#2#RM
land_mortgage_bank	BUmi_banXaka_bEMka#BUmi_banXaka_bEMka#noun#2#RM
land_races	xeSaja_prajAwiyAM#xeSaja_prajAwiyAM#noun#2#RM
land_revenue	BU-rAjasva#BU-rAjasva#noun#2#RM
land_scaping	BUsKalana#BUsKalana#noun#2#RM
land_scapping	BUmi_niyojana#BUmi_niyojana#noun#2#RM
land_survey	BU-sarvekRaNa#BU-sarvekRaNa#noun#2#RM
land_use	BU-upayoga/BUmi_upayoga#BU-upayoga/BUmi_upayoga#noun#2#RM
land_use_research_institute	BU-upayoga_anusanXAna_saMsWAna#BU-upayoga_anusanXAna_saMsWAna#noun#2#RM
last_legal_holder	anwima_vEXa_XAraka#anwima_vEXa_XAraka#noun#2#RM
late_maturing	paCewI_pakane_vAlI#paCewI_pakane_vAlI#noun#2#RM
laterite_soil	xumatI/xomata_mittI#xumatI/xomata_mittI#noun#2#RM
leaf_area_index	pawwA_kRewra_sUcakAfka#pawwA_kRewra_sUcakAfka#noun#2#RM
leaf_axil	parNakakRa#parNakakRa#noun#2#RM
leaf_base	parNAXAra#parNAXAra#noun#2#RM
leaf_minor	parNa_surafgI#parNa_surafgI#noun#2#RM
leaf_rust	parNa_kitta#parNa_kitta#noun#2#RM
leaf_scar	parNa_xAga#parNa_xAga#noun#2#RM
leaf_scorch	parNa_Julasa#parNa_Julasa#noun#2#RM
leaf_spot	parNa_ciwwI#parNa_ciwwI#noun#2#RM
lean_season	SuRka_mOsama#SuRka_mOsama#noun#2#RM
lesser_cardamom	CotI_ilAyacI#CotI_ilAyacI#noun#2#RM
liaison_officer	samparka_aXikArI#samparka_aXikArI#noun#2#RM
life_saving_irrigation	prANa_rakRA_siMcAI#prANa_rakRA_siMcAI#noun#2#RM
lint_percentage	rUI_prawiSawawA#rUI_prawiSawawA#noun#2#RM
little_millet	kutakI_koMxo#kutakI_koMxo#noun#2#RM
livestock_feed	cArA#cArA#noun#2#RM
loamy_clay_soil	xomata_matiyAra_mittI#xomata_matiyAra_mittI#noun#2#RM
logistic_support	AvaSyaka_sAmagrI_samarWana#AvaSyaka_sAmagrI_samarWana#noun#2#RM
long_staple	lambA_reSA#lambA_reSA#noun#2#RM
low_rainfall_areas	kama_varRAvAle_kRewra#kama_varRAvAle_kRewra#noun#2#RM
macro_structure	sWUla_saMracanA#sWUla_saMracanA#noun#2#RM
major_nutrient	muKya_poRaNa#muKya_poRaNa#noun#2#RM
management_watershed	jalagrahaNa_prabanXana#jalagrahaNa_prabanXana#noun#2#RM
managment_wild_life	jafgalI_jIva_prabanXana#jafgalI_jIva_prabanXana#noun#2#RM
marginal_farmer	sImAnwa_kisAna#sImAnwa_kisAna#noun#2#RM
marginal_soil	sImAnwa_BUmi/kama_upajAU_BUmi#sImAnwa_BUmi/kama_upajAU_BUmi#noun#2#RM
market_arrival	bAjArI_Avaka#bAjArI_Avaka#noun#2#RM
market_centre	vipaNana_keMxra#vipaNana_keMxra#noun#2#RM
market_demand	bAjArI_mAzga#bAjArI_mAzga#noun#2#RM
market_information	bAjAra_sUcanA#bAjAra_sUcanA#noun#2#RM
marketing_control	vipaNana_niyanwraNa#vipaNana_niyanwraNa#noun#2#RM
marketing_officer	vipaNana_aXikArI#vipaNana_aXikArI#noun#2#RM
market_intelligence	bAjAra_AsUcanA#bAjAra_AsUcanA#noun#2#RM
market_intermediary	vipaNana_bicOliyA#vipaNana_bicOliyA#noun#2#RM
market_price	bAjAra_BAva#bAjAra_BAva#noun#2#RM
market_report	bAjAra_riporta#bAjAra_riporta#noun#2#RM
market_review	bAjAra_samIkRA#bAjAra_samIkRA#noun#2#RM
market_value	bAjAra_mUlya#bAjAra_mUlya#noun#2#RM
mass_communication	jana_sampreRaNa/jana_samparka#jana_sampreRaNa/jana_samparka#noun#2#RM
mass_selection	samUha_cayana#samUha_cayana#noun#2#RM
maturity_index	paripakvawA_sUcakAfka#paripakvawA_sUcakAfka#noun#2#RM
maturity_ratio	paripakvawA_anupAwa#paripakvawA_anupAwa#noun#2#RM
maximum_water_holding_capacity	aXikawama_jalaXAraNa_kRamawA#aXikawama_jalaXAraNa_kRamawA#noun#2#RM
mean_length	Osawa_lambAI#Osawa_lambAI#noun#2#RM
means_of_communication	saFcAra_sAXana#saFcAra_sAXana#noun#2#RM
means_of_transport	parivahana_ke_sAXana#parivahana_ke_sAXana#noun#2#RM
medicinal_plant	ORaXIya_pOXA#ORaXIya_pOXA#noun#2#RM
medicinal_plants	ORaXIya_pOXe#ORaXIya_pOXe#noun#2#RM
medium_staple	Osawa_reSA#Osawa_reSA#noun#2#RM
medium_texture	bicalA_kaNa_AkAra#bicalA_kaNa_AkAra#noun#2#RM
mellow_soil	narama_mqxA#narama_mqxA#noun#2#RM
memorandum_of_understanding(mou)	samaJOwA/sahamawi_pawra#samaJOwA/sahamawi_pawra#noun#2#RM
mid-season_correction	maXya-mOsama_saMSoXana#maXya-mOsama_saMSoXana#noun#2#RM
mid_term_appraisal	maXyAvaXi_samIkRA#maXyAvaXi_samIkRA#noun#2#RM
minimum_bill_of_loading	nyUnawama_laxAna_pawra#nyUnawama_laxAna_pawra#noun#2#RM
minimum_price	nyUnawama_kImawa#nyUnawama_kImawa#noun#2#RM
minimum_support_prize	nyUnawama_samarWana_mUlya#nyUnawama_samarWana_mUlya#noun#2#RM
minimum_tillage	nyUnawama_jowa/juwAI#nyUnawama_jowa/juwAI#noun#2#RM
minor_irrigation	laGu_siMcAI#laGu_siMcAI#noun#2#RM
minor_nutrient	laGu_poRaNa#laGu_poRaNa#noun#2#RM
mixed_cropping	miSriwa_sasyana#miSriwa_sasyana#noun#2#RM
mixed_crops	miSraPasala#miSraPasala#noun#2#RM
mixed_farming	miSriwa_KewI#miSriwa_KewI#noun#2#RM
mixture_of_clay_and_sandy_soil	xomata#xomata#noun#2#RM
model_farm	AxarSa_PArma#AxarSa_PArma#noun#2#RM
moist_climates	nama_jalavAyu#nama_jalavAyu#noun#2#RM
moisture_absorption	namI_avaSoRaNa#namI_avaSoRaNa#noun#2#RM
moisture_content	namI_kI_mAwrA/jalAMSa#namI_kI_mAwrA/jalAMSa#noun#2#RM
moisture_equivalent	namI_sanwulana#namI_sanwulana#noun#2#RM
moisture_index	namI_sUcakAfka#namI_sUcakAfka#noun#2#RM
moisture_retention_curve	namI_XAraNa_cakra#namI_XAraNa_cakra#noun#2#RM
moisture_stress	namI_xabAva/namI_KiMcAva#namI_xabAva/namI_KiMcAva#noun#2#RM
moisture_tension	namI_wanAva#namI_wanAva#noun#2#RM
molecular_biology	ANvika_jIvavijFAna#ANvika_jIvavijFAna#noun#2#RM
molecular_configuration	ANvika_vinyAsa#ANvika_vinyAsa#noun#2#RM
monitoring_and_evaluation	parivIkRaNa_va_mUlyAfkana#parivIkRaNa_va_mUlyAfkana#noun#2#RM
mulch_farming	palavAra_kqRi#palavAra_kqRi#noun#2#RM
multiple_cost	bahuviXa_lAgawa#bahuviXa_lAgawa#noun#2#RM
multiple_cropping	bahu_PasalI#bahu_PasalI#noun#2#RM
multistoreyed_cropping	bahuwala_sasyana#bahuwala_sasyana#noun#2#RM
mushroom_culture	maSarUma_kalcara#maSarUma_kalcara#noun#2#RM
musk_melon	KarabUja#KarabUja#noun#2#RM
naked_seed	anAvqwwa_bIja#anAvqwwa_bIja#noun#2#RM
national_advisory_council	rARtrIya_salAhakAra_pariRaxa#rARtrIya_salAhakAra_pariRaxa#noun#2#RM
natural_resins_&_gums	prAkqwika_roYla_evaM_goMxa#prAkqwika_roYla_evaM_goMxa#noun#2#RM
natural_resources	prAkqwika_saMsAXana#prAkqwika_saMsAXana#noun#2#RM
necza_pine	cilagojA#cilagojA#noun#2#RM
neighbouring_district	padOsI_jile#padOsI_jile#noun#2#RM
net_amount	navala_rASi#navala_rASi#noun#2#RM
net_area_sown	kula_boyA_gayA_kRewra#kula_boyA_gayA_kRewra#noun#2#RM
net_gain	SuxXa_lABa#SuxXa_lABa#noun#2#RM
net_house	neta_hoYusa#neta_hoYusa#noun#2#RM
net_loss	SuxXa_GAtA/nivala_hAni#SuxXa_GAtA/nivala_hAni#noun#2#RM
net_profit	nivala/SuxXa_lABa#nivala/SuxXa_lABa#noun#2#RM
nigella_seeds	kalOMjI#kalOMjI#noun#2#RM
nitch_area	pramuKa_kRewra#pramuKa_kRewra#noun#2#RM
nitrogen_cycle	nAitrojana_cakra#nAitrojana_cakra#noun#2#RM
nitrogen_fixation	nAitrojana_viniveSana#nAitrojana_viniveSana#noun#2#RM
nitrogen_fixing	nAitrojana_yOgikIkaraNa#nAitrojana_yOgikIkaraNa#noun#2#RM
non_governmental_organisation_(ngo)	gEra_sarakArI_safgaTana#gEra_sarakArI_safgaTana#noun#2#RM
number_of_grains/plants	anAja/pOXoM_kI_safKyA#anAja/pOXoM_kI_safKyA#noun#2#RM
nut_borer	Pala_Cixraka#Pala_Cixraka#noun#2#RM
nut_meg	jAyaPala#jAyaPala#noun#2#RM
nutrient_management	poRaNa_prabanXana#poRaNa_prabanXana#noun#2#RM
off_season	be-mOsama#be-mOsama#noun#2#RM
off_year	niRPala_varRa#niRPala_varRa#noun#2#RM
oil_content	wela_wawva#wela_wawva#noun#2#RM
oil_seeds	wilahana#wilahana#noun#2#RM
omum_seed	ajavAyana#ajavAyana#noun#2#RM
on_year	PasalI_varRa#PasalI_varRa#noun#2#RM
opening_price	KulA_BAva#KulA_BAva#noun#2#RM
open_market	KulA_bAjAra#KulA_bAjAra#noun#2#RM
operating_centre	saMsAXana_keMxra#saMsAXana_keMxra#noun#2#RM
operating_profit	pracAlana_vyaya#pracAlana_vyaya#noun#2#RM
operational_research	paricAlana_anusanXAna#paricAlana_anusanXAna#noun#2#RM
opportunity_cost	vikalpa_wyAga#vikalpa_wyAga#noun#2#RM
optimum_price	anukUla_xara#anukUla_xara#noun#2#RM
organic_farming	jEvika_kqRi#jEvika_kqRi#noun#2#RM
organic_matter	jEva/kArbanika_paxArWa#jEva/kArbanika_paxArWa#noun#2#RM
organisational_matters	safgaTanAwmaka_muxxe#safgaTanAwmaka_muxxe#noun#2#RM
osmotic_pressure	rasAkarRaNa_xAba#rasAkarRaNa_xAba#noun#2#RM
out_put	uwpAxana#uwpAxana#noun#2#RM
outstanding_contribution	viSeRa_yogaxAna#viSeRa_yogaxAna#noun#2#RM
overall_efficiency	pUrNa_xakRawA#pUrNa_xakRawA#noun#2#RM
over_charge	aXipraBAra#aXipraBAra#noun#2#RM
over_control	sAmAnya_kI_wulanA_meM#sAmAnya_kI_wulanA_meM#noun#2#RM
over_the_year	kaI_varRoM_waka#kaI_varRoM_waka#noun#2#RM
particle_density	kaNa_Ganawva#kaNa_Ganawva#noun#2#RM
particle_size_analysis	kaNa_AkAra_viSleRaNa#kaNa_AkAra_viSleRaNa#noun#2#RM
partnership_and_linkage	sahaBAgiwA_Ora_sahayoga#sahaBAgiwA_Ora_sahayoga#noun#2#RM
pastoral_based_system	carAgAhI_AXAriwa_vyavasWA#carAgAhI_AXAriwa_vyavasWA#noun#2#RM
peak_season	carama_mOsama#carama_mOsama#noun#2#RM
pearl_millet	bAjarA#bAjarA#noun#2#RM
percolation_tank	anwaHsravaNa_tafkI#anwaHsravaNa_tafkI#noun#2#RM
performance_evaluation	niRpAxana_mUlyAfkana#niRpAxana_mUlyAfkana#noun#2#RM
periodic_yield	AvaXika_upaja#AvaXika_upaja#noun#2#RM
permanent_pastures	sWAI_carAgAha#sWAI_carAgAha#noun#2#RM
permanent_wilting	sWAI_mlAni/sWAI_muraJAna#sWAI_mlAni/sWAI_muraJAna#noun#2#RM
pest_control	kItanASI#kItanASI#noun#2#RM
pest_management	nASIjIva_prabanXana#nASIjIva_prabanXana#noun#2#RM
pf_value	pI.ePa._sUcaka/mAna#pI.ePa._sUcaka/mAna#noun#2#RM
physical_parameters	BOwika_mApaxaNda#BOwika_mApaxaNda#noun#2#RM
physical_properties	BOwika_guNaXarma#BOwika_guNaXarma#noun#2#RM
pigeon_pea	arahara#arahara#noun#2#RM
pilot_project	prAyogika_pariyojanA#prAyogika_pariyojanA#noun#2#RM
pink_bollworm	gulAbI_sUNdI#gulAbI_sUNdI#noun#2#RM
planning_commission	yojanA_Ayoga#yojanA_Ayoga#noun#2#RM
plan_outlay	yojanA_parivyaya#yojanA_parivyaya#noun#2#RM
plantation_crops	ropaNa_PasaleM#ropaNa_PasaleM#noun#2#RM
plant_bio_technology	pAxapa_jEva_prOxyogikI#pAxapa_jEva_prOxyogikI#noun#2#RM
plant_bio-technology	pAxapa_jEva_prOxyogikI#pAxapa_jEva_prOxyogikI#noun#2#RM
plant_community	pAxapa_samuxAya#pAxapa_samuxAya#noun#2#RM
plant_genetic	pAxapa_AnuvaMSikI#pAxapa_AnuvaMSikI#noun#2#RM
plant_genetic_resources	pAxapa_AnuvaMSika_saMsAXana#pAxapa_AnuvaMSika_saMsAXana#noun#2#RM
plant_geometry	pAxapa_jyAmiwi#pAxapa_jyAmiwi#noun#2#RM
planting_material	ropAI_sAmagrI#ropAI_sAmagrI#noun#2#RM
plant_nutrition	pAxapa_yojanA#pAxapa_yojanA#noun#2#RM
plant_pathology	pAxapa_rogavijFAna#pAxapa_rogavijFAna#noun#2#RM
plant_physiology	pAxapa_kAryikI#pAxapa_kAryikI#noun#2#RM
plant_population	pOXa_safKyA#pOXa_safKyA#noun#2#RM
plant_protection	pAxapa_saMrakRaNa#pAxapa_saMrakRaNa#noun#2#RM
plastic_limit	suGatyawA_sImA#suGatyawA_sImA#noun#2#RM
plastic_soil	suGatya_mqxA#suGatya_mqxA#noun#2#RM
plot_sample	namUnA_ploYta#namUnA_ploYta#noun#2#RM
plough_desi	xeSI_hala#xeSI_hala#noun#2#RM
plough_disc	wavexAra_hala#wavexAra_hala#noun#2#RM
plough_mouldboard	mittI-palata_hala#mittI-palata_hala#noun#2#RM
policy_issues	nIwigawa_muxxe#nIwigawa_muxxe#noun#2#RM
policy_research	nIwi_anusanXAna#nIwi_anusanXAna#noun#2#RM
pore_space	ranXra_kRewra#ranXra_kRewra#noun#2#RM
post_harvest_management	sasyowwara_prabanXa/katAI_paRcAwa_prabanXana#sasyowwara_prabanXa/katAI_paRcAwa_prabanXana#noun#2#RM
post_harvest	PasaloparAnwa#PasaloparAnwa#noun#2#RM
post_harvest_technology	PasalAnanwara_wakarIka#PasalAnanwara_wakarIka#noun#2#RM
post-harvest_tillage	katAI_ke_bAxa_kI_juwAI#katAI_ke_bAxa_kI_juwAI#noun#2#RM
potential_evapotranspiration	viBava/carama_vARpana-vARpowsarjana#viBava/carama_vARpana-vARpowsarjana#noun#2#RM
poultry_feed	cArA#cArA#noun#2#RM
powderly_mildew	romila_PaPUnxa#romila_PaPUnxa#noun#2#RM
practical_measures	prAyogika_upAya#prAyogika_upAya#noun#2#RM
pre-emergency_spraying	pUrvAexBexa_CidakAva#pUrvAexBexa_CidakAva#noun#2#RM
pregnancy_test	sanwawi_parIkRaNa#sanwawi_parIkRaNa#noun#2#RM
pre_release	vimocana_pUrva#vimocana_pUrva#noun#2#RM
pressure_membrane	JillI_xabAva_anwaHsravaNa_tafkI#JillI_xabAva_anwaHsravaNa_tafkI#noun#2#RM
prevalent_market_rate	cAlU_bAjAra_BAva#cAlU_bAjAra_BAva#noun#2#RM
prinicipal_scientist	praXAna_vEjFAnika#praXAna_vEjFAnika#noun#2#RM
prismatic_soil_structure	samapArAIya_mqxA_saMracanA#samapArAIya_mqxA_saMracanA#noun#2#RM
private_money_lender	nijI_sAhukAra#nijI_sAhukAra#noun#2#RM
product_cost	uwpAxa_lAgawa#uwpAxa_lAgawa#noun#2#RM
product_diversification	uwpAxa_viviXIkaraNa#uwpAxa_viviXIkaraNa#noun#2#RM
productivity_soil	mqxA_uwpAxakawA#mqxA_uwpAxakawA#noun#2#RM
profile_soil	BUmipArA_ciwra#BUmipArA_ciwra#noun#2#RM
profitable_farming	lABakArI_kqRi#lABakArI_kqRi#noun#2#RM
profitable_return	lABapraxa_prawiPala#lABapraxa_prawiPala#noun#2#RM
progressive_use	pragawi_prayoga#pragawi_prayoga#noun#2#RM
project_co-ordinator	pariyojanA_samanvayaka#pariyojanA_samanvayaka#noun#2#RM
project_director	pariyojanA_nixeSaka#pariyojanA_nixeSaka#noun#2#RM
project_leader	pariyojanA_aXyakRa#pariyojanA_aXyakRa#noun#2#RM
proposed_outlay	praswAviwa_parivyaya#praswAviwa_parivyaya#noun#2#RM
public_knowledge	sArvajanika_jFAna#sArvajanika_jFAna#noun#2#RM
puccinia_glumarum	paksIniyA_glUmerama#paksIniyA_glUmerama#noun#2#RM
pure_line	SuxXa_vaMSa_krama#SuxXa_vaMSa_krama#noun#2#RM
pure_strains	SuxXa_nasla#SuxXa_nasla#noun#2#RM
quality_control	guNavawwA_niyanwraNa#guNavawwA_niyanwraNa#noun#2#RM
quality_of_product	uwpAxa_kI_guNavawwA#uwpAxa_kI_guNavawwA#noun#2#RM
rabi_season	rabI_mOsama#rabI_mOsama#noun#2#RM
rainfall_simulator	renaPoYla_sImyUletara#renaPoYla_sImyUletara#noun#2#RM
rainfed_cropping_system	varRA_AXAriwa/varRApraXAna/varRASriwa_Pasala_praNAlI#varRA_AXAriwa/varRApraXAna/varRASriwa_Pasala_praNAlI#noun#2#RM
rainfed_farming	varRApraXAna_kqRi#varRApraXAna_kqRi#noun#2#RM
rainwater_conservation	varRAjala_saMrakRaNa#varRAjala_saMrakRaNa#noun#2#RM
rainy_day	varRA_kA_xina#varRA_kA_xina#noun#2#RM
rainy_spell	varRA_kI_JadI#varRA_kI_JadI#noun#2#RM
raising_animal	bade_howe/baDawe_paSu#bade_howe/baDawe_paSu#noun#2#RM
rapeseed_and_mustard	woriyA_evaM_sarasoM#woriyA_evaM_sarasoM#noun#2#RM
rate_of_interenst	byAja_xara#byAja_xara#noun#2#RM
ratoon_crop	pedI/mUdI_Pasala#pedI/mUdI_Pasala#noun#2#RM
raw_material	kaccA_mAla#kaccA_mAla#noun#2#RM
recent_advances_in_ruminant_nutrition	jugAlI_karane_vAle_paSu-poRaNa_meM_AXunika_vikAsa_cakramaNa/punaHcakra#jugAlI_karane_vAle_paSu-poRaNa_meM_AXunika_vikAsa_cakramaNa/punaHcakra#noun#2#RM
recurring_deposit	AvawrwI_jamA#AvawrwI_jamA#noun#2#RM
red_gram	malkA#malkA#noun#2#RM
red_rotten	lAla_galana#lAla_galana#noun#2#RM
red_sandy_loam_soil	lAla_baluI_xomata_mittI#lAla_baluI_xomata_mittI#noun#2#RM
red_soil	lAla_mqxA#lAla_mqxA#noun#2#RM
reduction_under_stress	prawibala_ke_anwargawa_katOwI#prawibala_ke_anwargawa_katOwI#noun#2#RM
reforest_to	punarvanaropaNa_karanA#punarvanaropaNa_karanA#noun#2#RM
regional_rural_bank	kRewrIya_grAmINa_bEMka#kRewrIya_grAmINa_bEMka#noun#2#RM
registered_seed	paFjIkqwa_bIja#paFjIkqwa_bIja#noun#2#RM
regression_co-efficient	samASrayaNa-guNAfka#samASrayaNa-guNAfka#noun#2#RM
regulated_market	niyanwriwa_bAjAra#niyanwriwa_bAjAra#noun#2#RM
relative_humidity	sApekRa_AxrrawA#sApekRa_AxrrawA#noun#2#RM
relay_cropping	anupaxa_sasyana#anupaxa_sasyana#noun#2#RM
remote_sensing	suxUra_saMvexI#suxUra_saMvexI#noun#2#RM
research_agenda	anusanXAna_muxxA#anusanXAna_muxxA#noun#2#RM
research_bulletin	anusanXAna_buletina#anusanXAna_buletina#noun#2#RM
research_characterization	saMsAXana_lakRaNa#saMsAXana_lakRaNa#noun#2#RM
research_&_development	anusanXAna_evaM_vikAsa#anusanXAna_evaM_vikAsa#noun#2#RM
research_highlights	pramuKa_anusanXAna_upalabXiyAM#pramuKa_anusanXAna_upalabXiyAM#noun#2#RM
reserve_capital	ArakRiwa_pUzjI#ArakRiwa_pUzjI#noun#2#RM
residual_shrinkage	avaSiRta_safkocana#avaSiRta_safkocana#noun#2#RM
resistant_variety	prawiroXaka_kisma#prawiroXaka_kisma#noun#2#RM
resource_characterization	saMsAXana_lakRaNa#saMsAXana_lakRaNa#noun#2#RM
resource_management	saMsAXana_prabanXana#saMsAXana_prabanXana#noun#2#RM
ribbed_gourd	kAlI_worI#kAlI_worI#noun#2#RM
ridge_and_furrow	meMda_evaM_gadDe#meMda_evaM_gadDe#noun#2#RM
rodent_control	kqnwaka_niyanwraNa#kqnwaka_niyanwraNa#noun#2#RM
root_feeding	mUla_veXa#mUla_veXa#noun#2#RM
root_stock	prakanxa/mUlavqnwa#prakanxa/mUlavqnwa#noun#2#RM
root_wilt_disease	jada_muraJA_roga#jada_muraJA_roga#noun#2#RM
root_zone	mUla_maNdala#mUla_maNdala#noun#2#RM
round_gourd	tiMdA#tiMdA#noun#2#RM
ruminant_nutrition	jugAlI_paSu-poRaNa#jugAlI_paSu-poRaNa#noun#2#RM
run_off	apavAha#apavAha#noun#2#RM
rural_area	grAmINa_kRewra#grAmINa_kRewra#noun#2#RM
rural_development	grAmINa/grAma_vikAsa#grAmINa/grAma_vikAsa#noun#2#RM
rural_literacy	grAmINa_sAkRarawA#grAmINa_sAkRarawA#noun#2#RM
rural_psychology	grAmINa_manovijFAna#grAmINa_manovijFAna#noun#2#RM
sale_deed	vikraya_vileKa#vikraya_vileKa#noun#2#RM
sale_proceeds	bikrI_Aya/prApwiyAM#bikrI_Aya/prApwiyAM#noun#2#RM
sales_assistant	bikrI_sahAyaka#bikrI_sahAyaka#noun#2#RM
saline-alkali_soil	KArI-kRArIya_mqxA#KArI-kRArIya_mqxA#noun#2#RM
saline_soil	KArI_mqxA/lavaNa_mqxA#KArI_mqxA/lavaNa_mqxA#noun#2#RM
saline_water	lavaNIya_jala#lavaNIya_jala#noun#2#RM
salt_affected_soil	lavaNa_praBAviwa_mqxA#lavaNa_praBAviwa_mqxA#noun#2#RM
sample_collection	namUnA_safgrahaNa#namUnA_safgrahaNa#noun#2#RM
sample_survey	namUnA_sarvekRaNa#namUnA_sarvekRaNa#noun#2#RM
sanction_budget	maFjUra_bajata#maFjUra_bajata#noun#2#RM
sandy_loam	baluI_xumata/xumata/xomata#baluI_xumata/xumata/xomata#noun#2#RM
sandy_soil	baluI_mqxA#baluI_mqxA#noun#2#RM
saturation_deficit	sanwqpwi_nyUnawA/sanwqpwi_anwara#sanwqpwi_nyUnawA/sanwqpwi_anwara#noun#2#RM
scale_insect	Salka_kIta#Salka_kIta#noun#2#RM
seasonal_crop	mOsamI_Pasala#mOsamI_Pasala#noun#2#RM
seasonal_trend	mOsamI_ruKa#mOsamI_ruKa#noun#2#RM
season_cropping	baDawI_Pasala#baDawI_Pasala#noun#2#RM
season_growing	varXana/ugAU_mOsama#varXana/ugAU_mOsama#noun#2#RM
secondary_nutrient	gONa_poRaNa#gONa_poRaNa#noun#2#RM
secondary_roots	xviwIyakajadeM#xviwIyakajadeM#noun#2#RM
seed_coat	bIjAvaraNa#bIjAvaraNa#noun#2#RM
seed_coat_fragment	bIjAvaraNa_ke_kaNa#bIjAvaraNa_ke_kaNa#noun#2#RM
seed_cotton	kapAsa#kapAsa#noun#2#RM
seed_drill	bIjavapiwra/bIja-drila#bIjavapiwra/bIja-drila#noun#2#RM
seed_garden	bIja_bAga#bIja_bAga#noun#2#RM
seed_index	bIja_sUcakAfka#bIja_sUcakAfka#noun#2#RM
seed_multiplication	bIja_guNAfka#bIja_guNAfka#noun#2#RM
seed_nut	bIja_Pala#bIja_Pala#noun#2#RM
seed_production	bIja_uwpAxana#bIja_uwpAxana#noun#2#RM
seed_setting	bIja_jamAnA#bIja_jamAnA#noun#2#RM
seed_technology	bIja_prOxyogikI#bIja_prOxyogikI#noun#2#RM
selected_variety	cuniMxA_kismeM#cuniMxA_kismeM#noun#2#RM
self_acquired	svarjiwa#svarjiwa#noun#2#RM
self_contained	saMvawHpUrNaspaRta#saMvawHpUrNaspaRta#noun#2#RM
self_explanatory	svawa#svawa#noun#2#RM
self_finance_group	svayaM_sahAyawA_samUha#svayaM_sahAyawA_samUha#noun#2#RM
self_finance_scheme	svayaM_sahAyawA_yojanApalavAra_maxA#svayaM_sahAyawA_yojanApalavAra_maxA#noun#2#RM
self_mulching_soil	svawa#svawa#noun#2#RM
self_pollination	svaparAgaNa#svaparAgaNa#noun#2#RM
selling_farm_products	PArma_uwpAxoM_ko_vikraya#PArma_uwpAxoM_ko_vikraya#noun#2#RM
selling_price	vikraya_mUlya#vikraya_mUlya#noun#2#RM
semi-arid_tropics_agriculture	arXa-SuRka_uRNa_katibanXa_kqRi#arXa-SuRka_uRNa_katibanXa_kqRi#noun#2#RM
semi_skilled	arXa_kuSala#arXa_kuSala#noun#2#RM
sesame_and_niger	wila_evaM_rAma_wila#wila_evaM_rAma_wila#noun#2#RM
shifting_cultivation	anwaraNa_kqRi#anwaraNa_kqRi#noun#2#RM
short_staple	CotA_reSA#CotA_reSA#noun#2#RM
significance_test	sArWakawA_parIkRaNa#sArWakawA_parIkRaNa#noun#2#RM
single_fibre	ikaharA_reSA#ikaharA_reSA#noun#2#RM
single_plant_selection	ekala_pAxapa_varaNa#ekala_pAxapa_varaNa#noun#2#RM
small_and_marginal_farmer	laGu_evaM_sImAnwa_kisAna#laGu_evaM_sImAnwa_kisAna#noun#2#RM
small_millets	Cote_mote_anAja#Cote_mote_anAja#noun#2#RM
small_stoneless	kiSamiSa#kiSamiSa#noun#2#RM
snake_gourd	ciciMdA#ciciMdA#noun#2#RM
