#administrative multi word dictionary extracted by Shubangi. Formatted by Roja (26-01-2016)	#administrative multi word dictionary extracted by Shubangi. Formatted by Roja (26-01-2016)
#Changes:: 1) Separated single word and multi words into separate dictionaries	#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case	#          2) English words are converted to lower case
#          3) Added category as 'noun' by default	#          3) Added category as 'noun' by default
#	   4) If last word is not punctuation then treated last word as head 
#	      or else treated last but one word as head
#################################################################################	#################################################################################
joint_secretary	saMyukwa_saciva#saMyukwa_saciva#noun#2#RM
joint_sector	saMyukwa_sektara#saMyukwa_sektara#noun#2#RM
joint_station_director	saMyukwa_keMxra_nixeSaka#saMyukwa_keMxra_nixeSaka#noun#3#RM
joint_stock_bank	saMyukwa_pUjI_bEMka#saMyukwa_pUjI_bEMka#noun#3#RM
joint_supervision	saMyukwa_paryavekRaNa#saMyukwa_paryavekRaNa#noun#2#RM
joint_tenants	saMyukwa_kASwakAra/saMyukwa_kirAexAra/muSwarkA/asAmI#saMyukwa_kASwakAra/saMyukwa_kirAexAra/muSwarkA/asAmI#noun#2#RM
joint_venture	saMyukwa_uxyama#saMyukwa_uxyama#noun#2#RM
jointly_and_severally	saMyukwa_Ora_pqWak_rUpa_se#saMyukwa_Ora_pqWak_rUpa_se#noun#3#RM
judge_advocate	nyAyAXISa_aXivakwA/jaja_edavoketa#nyAyAXISa_aXivakwA/jaja_edavoketa#noun#2#RM
judge_advocate_general	nyAyAXISa_mahAXivakwA/jaja_edavoketa_janarala#nyAyAXISa_mahAXivakwA/jaja_edavoketa_janarala#noun#3#RM
judicial_commissioner	nyAyika_saMyukwa#nyAyika_saMyukwa#noun#2#RM
judicial_custody	nyAyika_hirAsawa#nyAyika_hirAsawa#noun#2#RM
judicial_enquiry	nyAyika_jAca/axAlawI_jAca#nyAyika_jAca/axAlawI_jAca#noun#2#RM
judicial_lockup	nyAyika_havAlAwa#nyAyika_havAlAwa#noun#2#RM
judicial_magistrate	nyAyika_majistreta#nyAyika_majistreta#noun#2#RM
judicial_notice	nyAyika_notisa#nyAyika_notisa#noun#2#RM
judicial_officer	nyAyika_aXikArI/nyAyika_aXikArI#nyAyika_aXikArI/nyAyika_aXikArI#noun#2#RM
judicial_power	nyAyika_SakwiyA#nyAyika_SakwiyA#noun#2#RM
judicial_service	nyAyika_sevA#nyAyika_sevA#noun#2#RM
jump_assistant	jampa_asisteMta#jampa_asisteMta#noun#2#RM
junction_stock_verifier	jafkSana_stoYka_sawyApana#jafkSana_stoYka_sawyApana#noun#3#RM
junction_verifier	jafkSana_sawyApaka#jafkSana_sawyApaka#noun#2#RM
junior_accountant	kaniRTa_leKAkAra#kaniRTa_leKAkAra#noun#2#RM
junior_accounts_officer_(_establishment_)	kaniRTa_leKA_nirIkRaka_(sWApanA)#kaniRTa_leKA_nirIkRaka_(sWApanA)#noun#5#RM
junior_accounts_officer_(_gazetted_establishment_)	kaniRTa_leKA_aXikArI_(rAjapawriwa_sWApanA)#kaniRTa_leKA_aXikArI_(rAjapawriwa_sWApanA)#noun#6#RM
junior_accounts_officer_,_provident_fund_,_pension_,_and_inspection_(_accounts_)	kaniRTa_leKA_aXikArI/BaviRya-niXi/peMSana/nirIkRaNa_(leKA)#kaniRTa_leKA_aXikArI/BaviRya-niXi/peMSana/nirIkRaNa_(leKA)#noun#13#RM
junior_administrative_grade	avara_praSAsana-greda/avara_praSAsana-koti#avara_praSAsana-greda/avara_praSAsana-koti#noun#3#RM
junior_binder	kaniRTa_jiljasAja#kaniRTa_jiljasAja#noun#2#RM
junior_cashier	kaniRTa_koRapAla#kaniRTa_koRapAla#noun#2#RM
junior_chargeman	kaniRTa_cArjamEna/kaniRTa_kAryekRaka#kaniRTa_cArjamEna/kaniRTa_kAryekRaka#noun#2#RM
junior_chemical_and_metallurgical_assistant	kaniRTa_rasAyana_Ora_XAwukarma_sahAyaka#kaniRTa_rasAyana_Ora_XAwukarma_sahAyaka#noun#5#RM
junior_commander	jUniyara_kamANdara#jUniyara_kamANdara#noun#2#RM
junior_commissioned_officer_(_j.c.o._)	jUniyara_kamISana_aPasara_(je-sI-o-)#jUniyara_kamISana_aPasara_(je-sI-o-)#noun#5#RM
junior_compositor	kaniRTa_kampojItara/kaniRTa_akRarayojaka#kaniRTa_kampojItara/kaniRTa_akRarayojaka#noun#2#RM
junior_cooperative_societies_inspector	kaniRTa_sahakArI_samiwi_nirIkRaka#kaniRTa_sahakArI_samiwi_nirIkRaka#noun#4#RM
junior_design_assistant	kaniRTa_afBakalpa_sahAyaka#kaniRTa_afBakalpa_sahAyaka#noun#3#RM
junior_engineer	kaniRTa_afBayanwA/jUniyara_iMjIniyara#kaniRTa_afBayanwA/jUniyara_iMjIniyara#noun#2#RM
junior_fitter	kaniRTa_Pitara#kaniRTa_Pitara#noun#2#RM
junior_grains_inspector	kaniRTa_KAxyAnna_nirIkRaka#kaniRTa_KAxyAnna_nirIkRaka#noun#3#RM
junior_grainshop_manager	kaniRTa_KAxyAnna_xukAna_prabanXaka#kaniRTa_KAxyAnna_xukAna_prabanXaka#noun#3#RM
junior_inspector	kaniRTa_nirIkRaka#kaniRTa_nirIkRaka#noun#2#RM
junior_inspector_of_station_accounts	kaniRTa_steSana_leKA_nirIkRaka#kaniRTa_steSana_leKA_nirIkRaka#noun#5#RM
junior_instrument_assistant	kaniRTa_yanwra_sahAyaka#kaniRTa_yanwra_sahAyaka#noun#3#RM
junior_law_assistant	kaniRTa_viXi_sahAyaka#kaniRTa_viXi_sahAyaka#noun#3#RM
junior_lecturer	kaniRTa_prAXyApaka#kaniRTa_prAXyApaka#noun#2#RM
junior_machineman	kaniRTa_maSInamEna#kaniRTa_maSInamEna#noun#2#RM
junior_machinery_maintenance_inspector	kaniRTa_maSIna_anurakRaNa_nirIkRaka#kaniRTa_maSIna_anurakRaNa_nirIkRaka#noun#4#RM
junior_mechanic	kaniRTa_mekEnika#kaniRTa_mekEnika#noun#2#RM
junior_most	kaniRTawama#kaniRTawama#noun#2#RM
junior_non-commissioned_officer	jUniyara_ohaxexAra#jUniyara_ohaxexAra#noun#3#RM
junior_orderly_officer	kaniRTa_arxalI_aXikArI#kaniRTa_arxalI_aXikArI#noun#3#RM
junior_planner	kaniRTa_yojanAkAra#kaniRTa_yojanAkAra#noun#2#RM
junior_planning_draftsman	kaniRTa_yojanA_prArUpakAra#kaniRTa_yojanA_prArUpakAra#noun#3#RM
junior_progressman	kaniRTa_pragawivIkRaka#kaniRTa_pragawivIkRaka#noun#2#RM
junior_publicity_assistant	kaniRTa_pracAra_sahAyaka#kaniRTa_pracAra_sahAyaka#noun#3#RM
junior_reader	kaniRTa_vAcaka#kaniRTa_vAcaka#noun#2#RM
junior_reception_officer	kaniRTa_svAgawa_aXikArI#kaniRTa_svAgawa_aXikArI#noun#3#RM
junior_roller_caster	kaniRTa_rolara_DalAIkAra#kaniRTa_rolara_DalAIkAra#noun#3#RM
junior_scale	avara_vewanamAna#avara_vewanamAna#noun#2#RM
junior_special_inspector	kaniRTa_viSeRa_nirIkRaka#kaniRTa_viSeRa_nirIkRaka#noun#3#RM
junior_statistical_inspector	kaniRTa_sAMfKyakI_nirIkRaka#kaniRTa_sAMfKyakI_nirIkRaka#noun#3#RM
junior_stereo_typer	kaniRTa_stIriyo_tAipakarwA#kaniRTa_stIriyo_tAipakarwA#noun#3#RM
junior_telegraph_overseer	kaniRTa_wAra_ovarasiyara#kaniRTa_wAra_ovarasiyara#noun#3#RM
junior_ticket_counter	kaniRTa_tikata_kAuNtara#kaniRTa_tikata_kAuNtara#noun#3#RM
junior_trade_instructor	kaniRTa_vyavasAya_nirIkRaka#kaniRTa_vyavasAya_nirIkRaka#noun#3#RM
junior_training_college	avara_praSikRaNa_mahAvixyAlaya/avara_praSikRaNa_koYleja#avara_praSikRaNa_mahAvixyAlaya/avara_praSikRaNa_koYleja#noun#3#RM
junior_water_and_drainage_inspector	kaniRTa_jala_Ora_jalanikAsI_nirIkRaka#kaniRTa_jala_Ora_jalanikAsI_nirIkRaka#noun#5#RM
juror_(_juryman_)	jUrI_saxasya#jUrI_saxasya#noun#3#RM
just_below	TIka_nIce#TIka_nIce#noun#2#RM
just_now	aBI/wuranwa#aBI/wuranwa#noun#2#RM
justification_for_the_proposal	praswAva_kA_Ociwya#praswAva_kA_Ociwya#noun#4#RM
jute_corporation_of_india_(_jci_)	BArawIya_jUta_nigama#BArawIya_jUta_nigama#noun#6#RM
jute_development_officer	patasana_vikAsa_aXikArI#patasana_vikAsa_aXikArI#noun#3#RM
juvenile_convict	kiSora_sixXaxoRa#kiSora_sixXaxoRa#noun#2#RM
juvenile_court	kiSora_nyAyAlaya/kiSora_nyAyAlaya#kiSora_nyAyAlaya/kiSora_nyAyAlaya#noun#2#RM
juvenile_delinquency	kiSora_aparAXavqfwwa/kiSora_apacAriwA#kiSora_aparAXavqfwwa/kiSora_apacAriwA#noun#2#RM
juvenile_offender	kiSora_aparAXI#kiSora_aparAXI#noun#2#RM
kardex_operator	kArdeksa_pracAlaka#kArdeksa_pracAlaka#noun#2#RM
keep_in_abeyance	prAsWagiwa_raKanA#prAsWagiwa_raKanA#noun#3#RM
keep_pending	lambiwa_raKA_jAe/nirNayArWa_roka_raKA_jAe#lambiwa_raKA_jAe/nirNayArWa_roka_raKA_jAe#noun#2#RM
keep_with_the_file	ise_misila_ke_sAWa_raKie#ise_misila_ke_sAWa_raKie#noun#4#RM
keeper_of_archaeology	purAwawva_aXyakRa#purAwawva_aXyakRa#noun#3#RM
keeper_of_archives	afBaleKAXyakRa#afBaleKAXyakRa#noun#3#RM
keeper_of_records	afBaleKapAla#afBaleKapAla#noun#3#RM
keeping_in_view	ko_XyAna_meM_raKawe_hue#ko_XyAna_meM_raKawe_hue#noun#3#RM
key_indsutry	AXAraBUwa_uxyoga/mUla_uxyoga#AXAraBUwa_uxyoga/mUla_uxyoga#noun#2#RM
key_map	mUla_nakSA#mUla_nakSA#noun#2#RM
key_punch_machine_operator	kuFjI_paFca-maSIna-pracAlaka#kuFjI_paFca-maSIna-pracAlaka#noun#4#RM
key_punch_operator-cum-verifier	kuFjI_paFca-pracAlaka_va_sawyApaka#kuFjI_paFca-pracAlaka_va_sawyApaka#noun#3#RM
keynote_address	AXAra_vyAKyAna#AXAra_vyAKyAna#noun#2#RM
khadi_and_village_industries_commission	KAxI_Ora_grAmoxyoga_Ayoga#KAxI_Ora_grAmoxyoga_Ayoga#noun#5#RM
kiln_operator	BatTA_pracAlaka#BatTA_pracAlaka#noun#2#RM
kindergarten_teacher	bAlabAdI_SikRaka#bAlabAdI_SikRaka#noun#2#RM
knowingly_and_unlawfully	jAnabUJa_kara_Ora_avEXa_rUpa_se#jAnabUJa_kara_Ora_avEXa_rUpa_se#noun#3#RM
l.p.o._clerk	KoyA_sAmAnaGara_klarka/KoyA_sAmAnaGara_lipika#KoyA_sAmAnaGara_klarka/KoyA_sAmAnaGara_lipika#noun#2#RM
l.p.o_supervisor	KoyA_sAmAnaGara_paryavekRaka#KoyA_sAmAnaGara_paryavekRaka#noun#2#RM
l.p.o_tracer	KoyA_sAmAnaGara_tresara#KoyA_sAmAnaGara_tresara#noun#2#RM
laboratory_assistant	prayogaSAlA_sahAyaka#prayogaSAlA_sahAyaka#noun#2#RM
laboratory_attendent	prayogaSAlA_paricara#prayogaSAlA_paricara#noun#2#RM
laboratory_bearer	prayogaSAlA_paricara#prayogaSAlA_paricara#noun#2#RM
laboratory_roy	prayogaSAlA_Bqwya#prayogaSAlA_Bqwya#noun#2#RM
laboratory_superintendent	prayogaSAlA_aXIkRaka#prayogaSAlA_aXIkRaka#noun#2#RM
labour_and_employment_advisor	Srama_Ora_rojagAra_salAhakAra#Srama_Ora_rojagAra_salAhakAra#noun#4#RM
labour_commissioner	Srama_saMyukwa#Srama_saMyukwa#noun#2#RM
labour_court	Srama_nyAyAlaya#Srama_nyAyAlaya#noun#2#RM
labour_dispute	Srama_vivAxa#Srama_vivAxa#noun#2#RM
labour_intelligence_officer	Srama_AsUcanA_aXikArI#Srama_AsUcanA_aXikArI#noun#3#RM
labour_officer	Srama_aXikArI#Srama_aXikArI#noun#2#RM
labour_organization	Srama_safgaTana/majaxUra_safgaTana#Srama_safgaTana/majaxUra_safgaTana#noun#2#RM
labour_relations	mAlika-majaxUra_sambanXa#mAlika-majaxUra_sambanXa#noun#2#RM
labour_supervisor	Srama_paryavekRaka#Srama_paryavekRaka#noun#2#RM
labour_union	majaxUra_safGa#majaxUra_safGa#noun#2#RM
labour_welfare	Srama_kalyANa/Sramika_kalyANa#Srama_kalyANa/Sramika_kalyANa#noun#2#RM
labour_welfare_officer	Srama_kalyANa_aXikArI#Srama_kalyANa_aXikArI#noun#3#RM
lac_development_officer	lAKa_vikAsa_aXikArI#lAKa_vikAsa_aXikArI#noun#3#RM
lady_attendant	paricArikA#paricArikA#noun#2#RM
lady_principal	praXAnAcAryA#praXAnAcAryA#noun#2#RM
lady_superintendent	aXISikRA/mahilA_aXIkRaka#aXISikRA/mahilA_aXIkRaka#noun#2#RM
lady_ticket_collector	mahilA_tikata_kalaktara#mahilA_tikata_kalaktara#noun#3#RM
lady_welfare_officer	mahilA_kalyANa_aXikArI#mahilA_kalyANa_aXikArI#noun#3#RM
lady_welfare_superintendent	kalyANa_aXIkRikA/mahilA_kalyANa_aXIkRaka#kalyANa_aXIkRikA/mahilA_kalyANa_aXIkRaka#noun#3#RM
laid_down_in	meM_nirXAriwa#meM_nirXAriwa#noun#3#RM
laid_on_the_table	saBI_patala_para_raKA#saBI_patala_para_raKA#noun#4#RM
lance_dafadar	lAMsa_xaPAxAra#lAMsa_xaPAxAra#noun#2#RM
lance_naik	lAMsa_nAyaka#lAMsa_nAyaka#noun#2#RM
land_acquisition_officer	BUmi_arjana_aXikArI#BUmi_arjana_aXikArI#noun#3#RM
land_adviser	BUmi_salAhakAra#BUmi_salAhakAra#noun#2#RM
land_and_development_office	BUmi_Ora_vikAsa_kAryAlaya#BUmi_Ora_vikAsa_kAryAlaya#noun#4#RM
land_aquisition	BU_arjana#BU_arjana#noun#2#RM
land_compensation_officer	BUmi_prawikara_aXikArI/BUmi_muAvajA_aXikArI#BUmi_prawikara_aXikArI/BUmi_muAvajA_aXikArI#noun#3#RM
land_control_inspector	BUmi-niyanwraNa_nirIkRaka#BUmi-niyanwraNa_nirIkRaka#noun#3#RM
land_control_officer	BUmi-niyanwraNa_aXikArI#BUmi-niyanwraNa_aXikArI#noun#3#RM
land_hirings_and_disposal_directorate	BUmi_BAdA_Ora_nipatAna_nixeSAlaya#BUmi_BAdA_Ora_nipatAna_nixeSAlaya#noun#5#RM
land_leasing_inspector	BUmi_pattA_nirIkRaka#BUmi_pattA_nirIkRaka#noun#3#RM
land_mortgage_bank	BUmi_banXaka_bEMka/BUmi_banXaka_bEMka#BUmi_banXaka_bEMka/BUmi_banXaka_bEMka#noun#3#RM
land_reclamation	BUmi_punaruxXAra#BUmi_punaruxXAra#noun#2#RM
land_records	BU-afBaleKa#BU-afBaleKa#noun#2#RM
land_reforms	BUmi_suXAra#BUmi_suXAra#noun#2#RM
land_reforms_officer	BUmi-suXAra_aXikArI#BUmi-suXAra_aXikArI#noun#3#RM
land_revenue	BU-rAjasva/mAlagujArI#BU-rAjasva/mAlagujArI#noun#2#RM
land_survey_officer	BUmi_sarvekRaNa_aXikArI#BUmi_sarvekRaNa_aXikArI#noun#3#RM
land_tenure	pattexArI/BU-Xqwi#pattexArI/BU-Xqwi#noun#2#RM
land_use_certificat	BUmi_upayoga_pramANa-pawra#BUmi_upayoga_pramANa-pawra#noun#3#RM
land_use_change	BUmi_upayoga_parivarwana#BUmi_upayoga_parivarwana#noun#3#RM
land_utilization_survey_officer	BUmi_upayoga_sarvekRaNa_aXikArI#BUmi_upayoga_sarvekRaNa_aXikArI#noun#4#RM
land_valuation_officer	BUmi_mUlyAfkana_aXikArI#BUmi_mUlyAfkana_aXikArI#noun#3#RM
landed_property	BUmi-sampafwwa/BU-sampafwwa#BUmi-sampafwwa/BU-sampafwwa#noun#2#RM
landless_labourer	BUmihIna_majaxUra#BUmihIna_majaxUra#noun#2#RM
language_adviser	BARA_salAhakAra#BARA_salAhakAra#noun#2#RM
language_division	BARA_praBAga#BARA_praBAga#noun#2#RM
language_expert	BARA_viSeRajFa#BARA_viSeRajFa#noun#2#RM
language_typist	BARA_tafkaka/BARA_tAipista#BARA_tafkaka/BARA_tAipista#noun#2#RM
lapsing_of_deposit	jamA_kA_vyapagamana#jamA_kA_vyapagamana#noun#3#RM
large_scale	bade_pEmAne_para#bade_pEmAne_para#noun#2#RM
last_date	anwima_wiWi#anwima_wiWi#noun#2#RM
last_pay_certificate	anwima_vewana_pramANapawra#anwima_vewana_pramANapawra#noun#3#RM
last_payment	anwima_BugawAna/anwima_sanxAya#anwima_BugawAna/anwima_sanxAya#noun#2#RM
late_attendance	vilamba-upafsWfAwa#vilamba-upafsWfAwa#noun#2#RM
late_duty	aXisamaya_dyUtI#aXisamaya_dyUtI#noun#2#RM
late_payment	xera_se_BugawAna#xera_se_BugawAna#noun#2#RM
latest_by...	aXika_se_aXika#aXika_se_aXika#noun#2#RM
launching_officer	pramocana_aXikArI#pramocana_aXikArI#noun#2#RM
laundry_allowance	XulAI_BawwA#XulAI_BawwA#noun#2#RM
laundry_supervisor	XulAIGara_paryavekRaka#XulAIGara_paryavekRaka#noun#2#RM
law_and_order	kAnUna_Ora_vyavasWA#kAnUna_Ora_vyavasWA#noun#3#RM
law_breaker	kAnUna_wodane_vAlA/kAnUna_Bafga_karane_vAlA#kAnUna_wodane_vAlA/kAnUna_Bafga_karane_vAlA#noun#2#RM
law_commission	viXi_Ayoga#viXi_Ayoga#noun#2#RM
law_officer	viXi_aXikArI#viXi_aXikArI#noun#2#RM
law_superintendent	viXi_aXIkRaka#viXi_aXIkRaka#noun#2#RM
lay_before	peSa_karanA/sAmane_raKanA/praswuwa_karanA/samakRa_raKanA/sAmane_raKanA#peSa_karanA/sAmane_raKanA/praswuwa_karanA/samakRa_raKanA/sAmane_raKanA#noun#2#RM
lay_down	nirXAriwa_karanA#nirXAriwa_karanA#noun#2#RM
leader_of_opposition	viroXI_xala_kA_newA#viroXI_xala_kA_newA#noun#3#RM
leader_of_the_house	saxana_kA_newA#saxana_kA_newA#noun#4#RM
leading_article	agraleKa#agraleKa#noun#2#RM
leap_year	aXivarRa#aXivarRa#noun#2#RM
lease-cum-sale_deed	pattA_va_bikrI_vileKa#pattA_va_bikrI_vileKa#noun#2#RM
lease_for_life	AjIvana_pattA#AjIvana_pattA#noun#3#RM
lease_system	pattAXAriwA#pattAXAriwA#noun#2#RM
lease_without_term	niravaXi_pattA#niravaXi_pattA#noun#3#RM
leased_accommodation	pattA_AvAsa#pattA_AvAsa#noun#2#RM
leave_account	CuttI_kA_leKA#CuttI_kA_leKA#noun#2#RM
leave_allowance	CuttI_BawwA#CuttI_BawwA#noun#2#RM
leave_encashment	CuttI_BunAnA/CuttI_ke_baxale_nakaxa_BugawAna#CuttI_BunAnA/CuttI_ke_baxale_nakaxa_BugawAna#noun#2#RM
leave_not_due	arjanaSoXya_CuttI/aSoXya_CuttI/axeya_CuttI#arjanaSoXya_CuttI/aSoXya_CuttI/axeya_CuttI#noun#3#RM
leave_not_earned	anarjiwa_CuttI#anarjiwa_CuttI#noun#3#RM
leave_of_absence	anupasWiwi_kI_anumawi/anupasWiwi_kI_anumawi#anupasWiwi_kI_anumawi/anupasWiwi_kI_anumawi#noun#3#RM
leave_on_average_pay	Osawa_vewana_CuttI/Osawa_vewana_CuttI#Osawa_vewana_CuttI/Osawa_vewana_CuttI#noun#4#RM
leave_on_half-average_pay	arXa-Osawa_vewana_CuttI#arXa-Osawa_vewana_CuttI#noun#4#RM
leave_on_half_average_pay	arXa_Osawa_vewana_CuttI#arXa_Osawa_vewana_CuttI#noun#5#RM
leave_on_medical_ground	cikiwsA_CuttI/bImArI_kI_CuttI/cikiwsA_AXAra_para_CuttI#cikiwsA_CuttI/bImArI_kI_CuttI/cikiwsA_AXAra_para_CuttI#noun#4#RM
leave_preparatory_to_retirement	sevAnivqfwwapUrva_CuttI/sevAnivqfwwa_pUrva_CuttI#sevAnivqfwwapUrva_CuttI/sevAnivqfwwa_pUrva_CuttI#noun#4#RM
leave_reserve	CuttI_rijarva#CuttI_rijarva#noun#2#RM
leave_reserve_clerk	CuttI_rijarva_klarka#CuttI_rijarva_klarka#noun#3#RM
leave_rules	CuttI_niyama/CuttI_niyamAvalI#CuttI_niyama/CuttI_niyamAvalI#noun#2#RM
leave_salary	CuttI_kA_vewana#CuttI_kA_vewana#noun#2#RM
leave_substitute	CuttI_evajI#CuttI_evajI#noun#2#RM
leave_to_appeal	apIla_ke_lie_anumawi#apIla_ke_lie_anumawi#noun#3#RM
leave_travel_assitamce	CuttI_yAwrA_sahAyawA#CuttI_yAwrA_sahAyawA#noun#3#RM
leave_travel_concession	CuttI_yAwrA_riyAyawa#CuttI_yAwrA_riyAyawa#noun#3#RM
leave_vacancy	avakASa_rikwi/CuttI_rikwi#avakASa_rikwi/CuttI_rikwi#noun#2#RM
leave_with_pay	vEwanika_CuttI/savewana_CuttI#vEwanika_CuttI/savewana_CuttI#noun#3#RM
leave_without_pay	avewana_CuttI/binA_vewana_CuttI#avewana_CuttI/binA_vewana_CuttI#noun#3#RM
lecture_hall	vyAKyAna_kakRa/lekcara_hoYla#vyAKyAna_kakRa/lekcara_hoYla#noun#2#RM
lecturer_guide	prAXyApaka_gAida#prAXyApaka_gAida#noun#2#RM
ledger_balance	KAwA_SeRa#KAwA_SeRa#noun#2#RM
ledger_clerk	KAwA_klarka#KAwA_klarka#noun#2#RM
ledger_folio	KAwA_pannA#KAwA_pannA#noun#2#RM
ledger_keeper	KAwA_navIsa#KAwA_navIsa#noun#2#RM
legal_action	kAnUnI_kAravAI#kAnUnI_kAravAI#noun#2#RM
legal_advisor	viXi_salAhakAra#viXi_salAhakAra#noun#2#RM
legal_charges	kAnUnI_Karca#kAnUnI_Karca#noun#2#RM
legal_documents	kAnUnI_xaswAveja#kAnUnI_xaswAveja#noun#2#RM
legal_practice	vakAlawa#vakAlawa#noun#2#RM
legal_practitioner	viXi_vyavasAyI#viXi_vyavasAyI#noun#2#RM
legal_remembrancer	viXi_parAmarSI#viXi_parAmarSI#noun#2#RM
legal_representative	viXika_prawiniXi/viXi_prawiniXi#viXika_prawiniXi/viXi_prawiniXi#noun#2#RM
legation_of_india	BArawIya_xUwAvAsa#BArawIya_xUwAvAsa#noun#3#RM
legislation_department	viXAyI_viBAga#viXAyI_viBAga#noun#2#RM
legislative_assembly	viXAna_saBA#viXAna_saBA#noun#2#RM
legislative_business	viXAyI_kArya#viXAyI_kArya#noun#2#RM
legislative_council	viXAna_pariRaxa#viXAna_pariRaxa#noun#2#RM
legislative_function	viXAyI_kArya#viXAyI_kArya#noun#2#RM
legislative_measures	viXAyI_kArya/viXAyI_upAya#viXAyI_kArya/viXAyI_upAya#noun#2#RM
legislative_remedy	viXAyI_upacAra#viXAyI_upacAra#noun#2#RM
legitimate_claim	viXisafgawa_xAvA#viXisafgawa_xAvA#noun#2#RM
length_of_service	sevA-kAla#sevA-kAla#noun#3#RM
letter_box	letara_baksa/pawra_petI#letara_baksa/pawra_petI#noun#2#RM
letter_box_peon	letara_baksa_caparAsI#letara_baksa_caparAsI#noun#3#RM
letter_card	pawra_kArda#pawra_kArda#noun#2#RM
letter_head	saranAmA/pawraSIrRa#saranAmA/pawraSIrRa#noun#2#RM
letter_of_acceptance	svIkqwi-pawra#svIkqwi-pawra#noun#3#RM
letter_of_advice	sUcanA-pawra#sUcanA-pawra#noun#3#RM
letter_of_allotment	AbaNtana_pawra#AbaNtana_pawra#noun#3#RM
letter_of_authority	prAXikAra-pawra#prAXikAra-pawra#noun#3#RM
letter_of_credence	prawyakRa-pawra#prawyakRa-pawra#noun#3#RM
letter_of_credit	sAKa-pawra#sAKa-pawra#noun#3#RM
letter_of_guarantee	gAraNtI-pawra#gAraNtI-pawra#noun#3#RM
letter_of_introduction	paricaya-pawra#paricaya-pawra#noun#3#RM
letter_pad	pawra-banXa/pawra-pEda#pawra-banXa/pawra-pEda#noun#2#RM
letter_press_printer	letara_presa_muxraka#letara_presa_muxraka#noun#3#RM
letters_of_administration	praSAsana_pawra#praSAsana_pawra#noun#3#RM
liaison_&_protocol_officer	samparka_Ora_nayAcAra_aXikArI#samparka_Ora_nayAcAra_aXikArI#noun#4#RM
liaison_inspector	samparka_nirIkRaka#samparka_nirIkRaka#noun#2#RM
liaison_officer	samparka_aXikArI#samparka_aXikArI#noun#2#RM
librarian_(_junior_)	puswakAlaya_aXyakRa_(kaniRTa)#puswakAlaya_aXyakRa_(kaniRTa)#noun#3#RM
librarian_(_senior_)	puswakAlaya_aXyakRa_(variRTa)#puswakAlaya_aXyakRa_(variRTa)#noun#3#RM
librarian_and_storekeeper	puswakAlaya_aXyakRa_Ora_BaNdArI#puswakAlaya_aXyakRa_Ora_BaNdArI#noun#3#RM
library_attendant	puswakAlaya_paricara#puswakAlaya_paricara#noun#2#RM
library_on_wheels	calawA-PirawA_puswakAlaya#calawA-PirawA_puswakAlaya#noun#3#RM
licence_collector	lAiseMsa_kalaktara#lAiseMsa_kalaktara#noun#2#RM
licence_fee	lAiseMsa_PIsa#lAiseMsa_PIsa#noun#2#RM
licence_holder	anujFapwiXArI/lAiseMsaxAra#anujFapwiXArI/lAiseMsaxAra#noun#2#RM
licence_inspector	lAiseMsa_nirIkRaka#lAiseMsa_nirIkRaka#noun#2#RM
licence_officer	lAiseMsa_aXikArI/anujFapwi_aXikArI#lAiseMsa_aXikArI/anujFapwi_aXikArI#noun#2#RM
licence_supervisor	anujFapwi_paryavekRaka/lAiseMsa_suparavAijara#anujFapwi_paryavekRaka/lAiseMsa_suparavAijara#noun#2#RM
licensed_porter_inspector	lAiseMsa_prApwa_BArika_nirIkRaka#lAiseMsa_prApwa_BArika_nirIkRaka#noun#3#RM
licensing_inspetor	lAiseMsa_nirIkRaka/anujFApana_nirIkRaka#lAiseMsa_nirIkRaka/anujFApana_nirIkRaka#noun#2#RM
licensing_officer	anujFApana_aXikArI/lAiseMsa_aXikArI#anujFApana_aXikArI/lAiseMsa_aXikArI#noun#2#RM
lieutenant_colonel	lefPtaneMta_karnala#lefPtaneMta_karnala#noun#2#RM
lieutenant_commander	lefPtaneMta_kamANdara#lefPtaneMta_kamANdara#noun#2#RM
lieutenant_general	lefPtaneMta_janarala#lefPtaneMta_janarala#noun#2#RM
lieutenant_governor	upa-rAjyapAla#upa-rAjyapAla#noun#2#RM
lieutenant_governors_secretariate	upa-rAjyapAla_sacivAlaya#upa-rAjyapAla_sacivAlaya#noun#3#RM
life_annuity	AjIvana_vAfrRakI#AjIvana_vAfrRakI#noun#2#RM
life_imprisonment	AjIvana_kArAvAsa#AjIvana_kArAvAsa#noun#2#RM
life_insurance	jIvana_bImA#jIvana_bImA#noun#2#RM
life_insurance_corporation	jIvana_bImA_nigama#jIvana_bImA_nigama#noun#3#RM
life_insurance_premium	jIvana_bImA_kiSwa#jIvana_bImA_kiSwa#noun#3#RM
lift_attendant_(_liftman_)	liPtamEna#liPtamEna#noun#4#RM
light_house_and_light_ships_department	prakASaswamBa_waWA_prakASapowa_viBAga#prakASaswamBa_waWA_prakASapowa_viBAga#noun#6#RM
light_house_department	prakASaswamBa-viBAga#prakASaswamBa-viBAga#noun#3#RM
light_industry	halkA_uxyoga#halkA_uxyoga#noun#2#RM
lightening_call	wadLwa_kAla#wadLwa_kAla#noun#2#RM
limb_fitter	afgayojaka#afgayojaka#noun#2#RM
