A-level_noun	ucca_swarIya
organdy_noun	aragaNdI
organic_noun	jEvika_KAxa
organisation_noun	safgaTana/vyavasWApana/saMsWA
organiser_noun	Ayojaka/vyavasWiwa_Dafga_se_kAma_karane_vAlA/safgaTaka/nijI_safgaNakIya_sahAyaka
organism_noun	safgaTiwa_SarIra_racanA/SArIrika_gaTana/jIva
organist_noun	Argana_bajAne_vAlA/oYrgana_vAxaka
organization_noun	safgaTana/vyavasWApana/saMsWA/saMracanA/banAvata
organizer_noun	Ayojaka/vyavasWiwa_Dafga_se_kAma_karane_vAlA/safgaTaka/nijI_safgaNakIya_sahAyaka
orgasm_noun	kAmonmAxa
orgy_noun	maxya_pAna_uwsava/vyaBicAra/awireka/AXikya
orient_noun	pUrva/pUrvI_golArXa
orientalist_noun	prAcyavixa
orientation_noun	xigvinyAsa/anukUlana
orienteering_noun	mArga-nirXAraNa_Kela
orifice_noun	vivara
origin_noun	mUla/uxgama/uwpawwi/Axi_kAraNa/AramBa
original_noun	mOlika/mUla_prawi/mOlika_rUpa
originality_noun	mOlikawA/navInawA/asaliyawa
originator_noun	AramBaka/pravarwaka
ornament_noun	ABURaNa/sajAvata
ornamentation_noun	alafkaraNa/sajAvata
ornithologist_noun	pakRi_vijFAnI/pakRIvijFAnI
ornithology_noun	pakRIvijFAna
orphan_noun	anAWa
orphanage_noun	anAWAlaya/anAWAvasWA/anAWASrama
orphanhood_noun	anAWAvasWA
orthodontia_noun	xanwa_saMSoXana
orthodontics_noun	xanwa_saMSoXana
orthodontist_noun	xanwa_saMSoXaka
orthodonture_noun	xanwa_saMSoXana
orthodoxy_noun	prAmANikawA/paramparAniRTA/kattarapanWiwA
orthography_noun	varwanI
orthopaedics_noun	vikalAfga-vijFAna
orthopedics_noun	vikalAfga-vijFAna
oscillation_noun	xolana/arXa-xolana
oscillator_noun	xolaka
oscilloscope_noun	xolana-xarSI_yanwra/xolana-xarSI
oscitance_noun	ubAsI/jamhAI
oscitancy_noun	ubAsI/jamhAI
osmosis_noun	parAsaraNa/nikata_samparka_kA_praBAva
osprey_noun	maCArafga
ossification_noun	rUDivAxiwA/kattarapana/asWivikAsa/asWIBavana
ostentation_noun	xiKAvA/Adambara
ostentatiousness_noun	xiKAvA/Adambara
osteoarthritis_noun	asWi_sanXi_SoWa
osteopath_noun	asWicikiwsaka
osteopathist_noun	asWicikiwsaka
osteopathy_noun	asWicikiwsA
osteoporosis_noun	asWi-suRirawA
ostler_noun	sAIsa
ostracism_noun	nirvAsana/niRkAsana/bahiRkAra
ostrich_noun	Suwura_murga/Suwuramurga
otherness_noun	BinnawA
otherworldliness_noun	pAralOkikawA
otter_noun	UxabilAva
ottoman_noun	maciyA/gaxxexAra_cOkI
ought_noun	karwavya
ounce_noun	Aunsa/eka_wola{AXI_CatAzka_ke_lagaBaga}/wenxuA
ouster_noun	bexaKalI
out-house_noun	muKya_Gara_ke_bAhara_eka_CotA_Gara
out-patient_noun	bahirafga_rogI
out-take_noun	Auta-teka
out-tray_noun	Auta-tre
out_noun	bahAnA
outage_noun	bijalI_ke_binA_kAlAvaXi/katOwI_kA_samaya
outback_noun	kinAre_se_xUra/wata_se_suxUravarwI_kRewra/nirjana_praxeSa
outboard_noun	bAharI_iFjana_vAlI_motarabota/bAharI_iFjana/bota_ke_piCale_hisse_meM_lagA_iFjina
outbreak_noun	prAxurBAva/prakopa
outbuilding_noun	bAharI_hissA/upaBavana
outburst_noun	prakRoBa/prakopa/Avega
outcast_noun	bahiRkqwa/pariwyakwa
outcome_noun	pariNAma/nawIjA/niRkarRa
outcrop_noun	pawWara/pqWvI_kI_sawaha_se_Upara_nikalA_cattAnI_aMSa
outcropping_noun	pqWvI_kI_sawaha_se_Upara_nikalA_cattAnI_aMSa
outcry_noun	prakRoBa/kadA_viroXa/ho-hallA/gula-gapAdA/cillAhata
outdoors_noun	gAzva_kA_mAhOla
outer-space_noun	anwarikRa
outfall_noun	pravAha_kA_muKa/muhAnA
outfield_noun	KelapattI_se_xUra_KilAdI/mExAna_kA_suxUravarwI_BAga/mExAna_kA_kona
outfielder_noun	KelapattI_se_xUra_kone_meM_KElawA_KilAdI/mExAna_ke_parale_sire_vAlA_KilAdI
outfit_noun	yaNtra/saMsWAna/sAja-sajjA/poSAka/veSa/pahanAvA/haWiyAra/lokasamUha/maNdalI
outfitter_noun	puruRa-vaswra_vikrewA/puruRa-vaswrAlaya/mExAnI_keloM_ke_sAmAna_kI_xukAna
outfitters_noun	kapadoM_kA_vyApArI
outflank_noun	bahirvAha
outflow_noun	bahAva
outgoing_noun	Karca/vyaya
outgoings_noun	lAgawa
outgrowth_noun	pariNAma/apavqxXi
outhouse_noun	upaBavana/SOcAlaya
outing_noun	sEra/BAga_lenA
outlandishness_noun	viciwrawA
outlaw_noun	viXibahiRkqwa/aparAXI
outlawry_noun	viXihInawA/arAjakawA
outlay_noun	vyaya/lAgawa
outlet_noun	vikrI_kenxra/xukAna/saketa/nirgama_xvAra/nikAsa-xvAra/aBivyakwi_mArga/visarjana_kenxra
outline_noun	rUpareKA/sArAMSa/KAkA
outlook_noun	xqRtikoNa/xqSya/samBAvanA/anxAja{BaviRya_ke_bAreM_meM}/samBava/najArA
outpatient_noun	bahirogI
outpost_noun	sImA_cOkI/xUrasWa_sEnika_cOkI/xUra_kI_baswI/sImAnwa_baswI
outpouring_noun	bahuwa_hI_jyAxA_uwpAxana/uxgAra/pravAha
outpourings_noun	awyuwkata_AviRkAra
output_noun	uwpAxana/Autaputa/prakRepaNa
outrage_noun	prakRoBa/vIBawsawA/nArAjagI/hiMsAwmaka_kArya/bahuwa_KarAba_bAwa
outreach_noun	haxa_se_pare_jAnA/sevA-saMsWA_kI_sahAyawA/pahuzca
outrider_noun	saMrakRaka/anurakRaka
outset_noun	SuruvAwa_se_hI/prAramBa
outside_noun	sImA_se_bAhara/bAharI_BAga
outsider_noun	parAyA/bAharI_vyakwi/bAhara_kA_AxamI
outskirts_noun	bAharI_ilAkA
outspokenness_noun	muzhaPatapanA
outstation_noun	xUra_kI_baswI
ouzo_noun	mAxaka_peya
oval_noun	aNdavakra
ovary_noun	aNdASaya
ovation_noun	wAliyAz/jaya-jayakAra
oven_noun	BattI/wanxUra/cUlhA
ovenware_noun	nIce_girA_huA/wApa-prawiroXaka_pAwra
over_noun	SeRa/kriketa_kI_ovara
overabundance_noun	pracurawA
overall_noun	uparI_poSAka/prAvaraNa/perabanxa
overappraisal_noun	aXimUlyAfkana
overcharge_noun	aXika_mola_yA_aXika_xAma
overcoat_noun	Upara_pahananevAlA_badA_kota/ovarakota
overcrowding_noun	BIda/awi_safkulawA
overdose_noun	aXika_mAwrA/awimAwrA
overdraft_noun	KAwe_meM_jamA_se_aXika_rakama_nikAlanA
overdrive_noun	weja_gawi_karane_vAlA_giyara/UzcA_giyara/awyaXika_gawiviXi_kI_avasWA/awyaXika_sakriyawA
overemphasis_noun	awyaXika_jora/awyaXika_bala
overestimate_noun	aXimUlyAfkana/awiprAkalana/jyAxA_xAma
overestimation_noun	aXimUlyAfkana/awiprAkalana
overexploitation_noun	awi-SoRaNa
overexposure_noun	aXika_anAvaraNa/awi_uxBAsana/awi_KulAva
overfishing_noun	maCaliyoM_kA_awyaXika_pakada
overflow_noun	bADa/umada_nAlA/CalakAva/awireka/aXikawA
overgrowth_noun	awivqxXi/asAXAraNa_bADa
overhang_noun	CajjA
overhaul_noun	nirIkRaNa/pUrI_jAFca_Ora_marammawa
overhead-projector_noun	ovaraheda_projektara
overhead_noun	bazXA_Karca
overheads_noun	UparI_Karca_se_sambanXiwa/bazXA_Karca
overkill_noun	awyaXika_vinASakArI_kRamawA/awiviswAra
overlap_noun	aMSaCAxana
overlay_noun	aXiciwra/AvaraNa/UparI_waha
overload_noun	vixyuw_awiBAra/awiBAra/BArI_laxAna
overlord_noun	aXipawi
overmanning_noun	AvaSyakawA_se_aXika_karmacArI_honA
overpass_noun	havAI_pula
overpayment_noun	aXika_BugawAna/aXika_vewana
overplus_noun	AXikya
overpopulation_noun	awikramI_AbAxII
overrating_noun	awiprAkalana
overreaction_noun	awyaXika_prawikriyA/anAvaSyaka_prawikriyA
overreckoning_noun	awiprAkalana
override_noun	raxxa_karanA/ovararAida
overseer_noun	paryavekRaka/sarvekRaka/nirIkRaka
oversight_noun	xqRtiBrama/jimmexArI/nirIkRaNa
oversimplification_noun	awyaXika_saralIkaraNa
overspend_noun	anumAna_se_aXika_Karca
overspill_noun	CalakAva/awikramI_AbAxII
overstaffing_noun	AvaSyakawA_se_aXika_karmacArI_honA
overstatement_noun	awyukwipUrNa_kaWana/awiSayokwipUrNa_kaWana
overthrow_noun	parAjaya/gadabadI
overtime_noun	nirxiRta_samaya_se_awirikwa_kAma/ovaratAima_karane_se_prApwa_Xana/ovaratAima/awisamaya/awirikwa_samaya
overtone_noun	aXisvara
overture_noun	gAnA_prAramBa_karane_kA_gIwa/pUrvasafgIwa/praswAva/JalakI/sambanXa_baDAne_kA_iSArA
overuse_noun	awi-upayoga
overutilisation_noun	awi-upayoga
overutilization_noun	awi-upayoga
overvaluation_noun	aXimUlyAfkana
overview_noun	siMhAvalokana/safkRipwa_vivaraNa/samIkRA/samagra_rUpa_se_avalokana/samagra_avalokana
overweight_noun	BArI_SarIravAlA/mutApA/aXika_wOla
overwork_noun	awyaXika_kArya_yA_pariSrama/jyAxA_mehanawa
overworking_noun	awiSrama
oviparity_noun	aNdajawA
ovoflavin_noun	ovoPlAvina
ovoid_noun	aNdAkAra_vaswu
ovum_noun	dimba
owing_noun	xeya
owl_noun	ullU
own-brand_noun	nAma_afkiwa_honA
own-goal_noun	apanI_waraPa_gola_dAlanA
owner-occupier_noun	Gara_kA_mAlika/nijI_makAna_meM_rahane_vAlA
owner_noun	mAlika/swAmI
ownership_noun	svAmiwva
ox_noun	bEla
oxidation_noun	oYksIkaraNa
oxide_noun	oYksAida
oxidisation_noun	oYksIkaraNa
oxidization_noun	oYksIkaraNa
oxyacetylene_noun	oYksiasitelena
oxybenzene_noun	oYksIbenjIna
oxygen-mask_noun	oYksIjana_nakAba
oxygen-tent_noun	aXika_oYksIjana_xene_kA_tenta
oxygen_noun	AksIjana/prANavAyu
oyster-bed_noun	Sukwi-wata
oyster-catcher_noun	SafkamIna_ko_KAne_vAlA_saPexa_va_kAlA_Kaga/sIpa_KAnevAlA_samuxrI_pakRI
oyster_noun	Sukwi
oz_noun	AuMsa
ozone_noun	ojona
pH_noun	mittI_meM_esida_mApaka
pa_noun	piwA
pablum_noun	nikqRta_vaswu
pace-setter_noun	gawi_nirXAraka_XAvaka
pace_noun	kaxama/raPwAra/pragawi/gawi
pacemaker_noun	Age_calanevAlA/gawinirXAraka_yantra/gawi_nirXAraka_XAvaka/pesamekara{hqxaya_yanwra}
pachyderm_noun	motI_carabIvAlA_paSu/xqDawvacIya_prANI
pacification_noun	SAnwi_karaNa/SAnwisWApana/samaJOwA/praSamana
pacificist_noun	SAnwivAxI
pacifier_noun	SAnwa_karanevAlA/SAnwi-sWApaka/cusanI
pacifism_noun	SAnwi_mArga/SAnwivAxa
pacifist_noun	SAnwi_kAmI/SAnwivAxI
pack-animal_noun	BAravAhI_janwu/BAravAhI_paSu
pack-ice_noun	himaKaNda/pravAhI_himapuFja
pack_noun	potalI/xala/vqnxa/samUha/pitTU/pEketa/pEka/PArvarda_KilAdI/paFCalI_yA_Pala_AxikA_viSeRa_parimANa/maNdalI/laxxU_jAnavara/JuNda/gaTarI/gaddI/BArapaSu/baNdala
package-holiday_noun	samputiwa_BramaNa
package_noun	sanxUka/sampuRti/pEketa/pEkeja/pArsala
packaging_noun	sAmAna_pEka_karane_kA_kArya/pEka_karane_kI_sAmagrI
packer_noun	pITa-WElA_le_kara_yAwrA_karane_vAlA/pEka_karane_vAlI_kampanI/pEka_karane_vAlA_yanwra/pEka_karane_vAlA/mAMsa_kA_Woka_vikrewA
packet_noun	potalI/pEketa/dAkanAva/bahuwa
packing-case_noun	pEka_karane_ke_liye_dibbA/sAmAna_raKane_kA_baksA
packing_noun	bAzXane_ke_liye_prayukwa_paxArWa/sAmAna_bAzXane_kA_kAma/pEka_karane_kI_sAmagrI
packman_noun	PerI_vAlA
pact_noun	samaJOwA/anubanXa
pad_noun	kAgaja_yA_soKawe_kI_gaddI/pEda/nivAsa_sWAna/mAMsala_gaxxI/kagaja_kA_pEda/havAI_addA/gaxxI
padding_noun	gaxxIxara_BarAva/anAvaSyaka_viswAra
paddle-wheeler_noun	pEdala_cakra_se_niyanwriwa_jalayAna
paddle_noun	CotA_cappU/pawavAra/Cada
paddleboat_noun	pEdala_cakra_se_niyanwriwa_jalayAna
paddlewheel_noun	cappUxAra_cakra
paddock_noun	jAnavaroM_kA_bAdA/GudasAla/GodoM_ka_ahAwA/aSvaSAlA
paddy-field_noun	XAna_ke_Kewa
paddy_noun	XAna/XAna_kA_Kewa/nArAjagI
padlock_noun	wAlA
padre_noun	pAxarI
paediatrician_noun	SiSucikiwsaka
paediatrics_noun	SiSusambanXI_xavAiyAz/bAlacikiwsA
paediatrist_noun	SiSucikiwsaka
paen_noun	vijayagIwa
pagan_noun	mUrwipUjaka
paganism_noun	mUrwipUjA
page-boy_noun	sAmAnavAhI_nOkara
page_noun	pqRTa/xulhana_kA_sahAyaka/sAmAnavAhI_nOkara/peja/pannA
pageant_noun	wamASA/SqfKalAbaxXa_GatanAkrama/sOnxarya_sparXA/iwihAsa_kI_JAzkI
pageantry_noun	sOnxarya_sparXA/iwihAsa_kI_JAzkI
pageboy_noun	xulhana_kA_sahAyaka/sAmAnavAhI_nOkara/peja-kata
pager_noun	pejara
pagoda_noun	bOxXamanxira/pEgodA/meru_manxira
pail_noun	dola/bAltI
pailful_noun	bAltI
pain_noun	xarxa/xuHKa_kI_bAwa/xuHKa/wakalIP/vyaWA/vexanA/prasava_vexanA/pIdA/musIbawa/mehanawa/APawa/xuKa
painkiller_noun	pIdAhArI_ORaXI/xarxanASaka
paint_noun	rafgalepa/rafga/peNta/mekapa
paintbox_noun	rafgoM_kA_dibbA
paintbrush_noun	rafgane_vAlA_braSa/wUlikA/rafga_karane_kA_braSa
painter_noun	ciwrakAra/rassI/peNtara/peNtar/pAgara/rafganevAlA
painting_noun	kalAkqwi/rafgasAjI/rafgAI/peNtinga/ciwrakArI/ciwrakalA/ciwra/rafgaciwra
paintwork_noun	ciwriwa_kAma/razgAI
pair_noun	yugala/jodA/yugma/xo_dAzdo_se_KeyI_jAnevAlI_nAva/xo/peara/pawi-pawnI/nara-mAx/jodI/aSva-yugma
pairs_noun	jode/yugala
paisley_noun	GumAvaxAra_namUnA{para_jEsA_xiKanevAlA}
pajamas_noun	pAyajAmA/sone_ke_kapade/pEjAmA
pal_noun	miwra
palace_noun	mahala/viSAla_Bavana/SAnaxAra_viSAla_Bavana/rAjamahala/rAjaBavana/prAsAxa
palaeontologist_noun	jIvASmavijFAnI
palaeontology_noun	jIvASma-vijFAna/jIvASmikI
palatal_noun	wAlavya
palatalisation_noun	wAlavyIkaraNa
palatalization_noun	wAlavyIkaraNa
palate_noun	wAlU/wAlu/svAxa/svAxa_honA/ruci
palaver_noun	bakavAxa
pale_noun	sImA/pela/nokaxAra_Cada/haxxa/DAla_ke_bIca_kI_UrXvAXAra_pattI/bAdA/KUztA/GerA/archaic
paleness_noun	pIlApana/nirvarNawA/avarNawA
paleontologist_noun	jIvASmavijFAnI
paleontology_noun	jIvASmikI
palette-knife_noun	rasoI_kI_CurI/rafga_milAne_kI_CurI
palette_noun	rafga_milAne_kI_waKwI/rafgapattikA/priya_rafga
palimpsest_noun	uparyAliKiwa_carmapawra/Palaka
palindrome_noun	vilomapaxa/vilomakAvya
paling_noun	bADa/bAdA
palisade_noun	kataGarA
pall_noun	labAxA/parxA/kaPana/bAxala
pallbearer_noun	kaPana_uTAne_vAlA
pallet_noun	sAmAna_le_jAne_yA_raKane_ke_liye_KAzcA/wqNaSayyA/wqNaSEyA/WApI/rafgapattikA/priya_rafga/KulA_baksA
palliative_noun	upaSAmaka/praSAmaka_upacAra/praSAmaka_ORaXia
pallidness_noun	pIlApana/nirvarNawA/avarNawA
pallor_noun	PIkApana/pIlApana/nirvarNawA/avarNawA
palm_noun	haWelI/wAda/wAda_kA_peda
palmist_noun	haswareKA-SAswrI/haswareKA_SAswrI
palmister_noun	haswareKA_SAswrI
palmistry_noun	haswareKA_vixyA
palpation_noun	sparSaparIkRA
palpitation_noun	GabarAhata_honA/Xadakana
palpitations_noun	XakaXakI
palsy_noun	pakRAGAwa/sakampa_afgaGAwa
pampas-grass_noun	pEmpAsa_GAsa
pampas_noun	xakRiNI_amarIkA_kA_GAsa_kA_maixAna
pamphlet_noun	puswikA/pEmPaleta
pamphleteer_noun	puswikA-leKaka
pan-handle_noun	eka_rAjya_kA_BUBAga_jo_xUsare_rAjya_meM_ho
pan-pipes_noun	pEna-pAipa
pan_noun	wulApAtra/wavA/wasalA/rafga_kI_pyAlI/PrAifga_pEna/pEna_PiSa/pEna/paladA/mAlapuA/kapAla/kadAhI/dastapEna/bArUxa_kI_pyAlI
panacea_noun	sarva_roga_nASaka_ORaXI/rAmabANa_xavA
panache_noun	kalazgI/manohara_Dafga/kalagI
panalella_noun	eka_pawalA_lambA_sigAra
panama_noun	bAzsa_se_banI_huI_topI
pancake_noun	cIlA/capatA_gola_keka/BArI_parawa
panchayat_noun	paFcAyawa
panchayet_noun	paFcAyawa
pancreas_noun	agnyASaya/pAcaka_granWi
panda-car_noun	pulisa_gAdI
panda_noun	cIna_kA_BAlU/pAzdA
pandar_noun	xalAlA
pandemic_noun	sarvavyApI_mahAmArI/viSvamArI
pandemonium_noun	hullada/kolAhala
pander_noun	xalAla/BaduA
panderer_noun	xalAlA
pane_noun	Palaka/KidakI_kA_SISA/KidakI_kA_kAzca
panegyric_noun	guNagAna
panel_noun	xillA/xala/pEnala/pattI/Palaka/BAga
panelist_noun	xala_kA_saxasya
panelling_noun	cOKatA
panellist_noun	xala_kA_saxasya
pang_noun	pIdA/xarxa/tIsa
panhandle_noun	wave_kA_xaswA/lambA_safkIrNa_kRewra
panhandler_noun	BiKArI
panic_noun	sanwrAsa/KalabalI/GabadAhata
panjandrum_noun	awyanwa_mahawwvapUrNa_vyakwi
pannier_noun	tokarA
panoply_noun	kavaca
panorama_noun	xqSyapatala/parixqSya/ciwrAvalI
panpipes_noun	pEna-pAipa
pansy_noun	banaPUla/samalEfgika_puruRa/pofgA_AxamI/pEFjI
pant_noun	pENta/peNta/BArI_sAzsa/eka_CotA_SvAsa
pantaloons_noun	pawalUna
pantechnicon_noun	Parnicara_goxAma
pantheism_noun	brahmavAxa
pantheist_noun	brahmavAxI
pantheon_noun	sarvaxevamanxira/xevagaNa/smAraka/SIrRasWa_vyakwiyoM_kA_xala/prasixXa_logoM_kA_xala
panther_noun	wenxuA
panties_noun	swriyAz_xvArA_pahanejAnevAlI_BIwarI_poSAka/nikara/jAfGiyA
pantihose_noun	cuswa_kapade
pantile_noun	GumOA_Caxa
pantomime_noun	mUkABinaya/wamASA/nqwya_nAtikA/gsanxigXawA
pantry_noun	rasoI_BANdAra/rasoI_BaNdAra
pants_noun	pawalUna/cadDI
pantsuit_noun	pENta_kota_kA_jodA/pEntasUta
panty_noun	nikara
pantywaist_noun	pofgA
pap_noun	leI/swanAgra/nikqRta_vaswu/narama_KAxya/cUcuka
papa_noun	piwA
papacy_noun	romana_kEWolika_carca_kA_Sasana/popa_kA_paxa/popa_kA_kAryakAla
papaia_noun	papIwA
paparazza_noun	pawrakAra
papaw_noun	wAda_kI_waraha_eka_vqkRa/papIwA
papay_noun	popa_kA_paxa
papaya_noun	papIwA
paper-back_noun	pawrAvaraNabaxXa_puswaka
paper-boy_noun	aKabAra_pahucAznevAlA/samAcAra_patra_vikrewA
paper-chase_noun	eka_xOda/pepara-ceja
paper-clip_noun	kAgaja_kA_klipa/pepara_klipa
paper-girl_noun	samAcAra_patra_vikrewI
paper-knife_noun	pawra_karwaka
paper-money_noun	kAgajI_calArWa/kAgajI_muxrA
paper-pusher_noun	kalamaGasIta
paper-tiger_noun	kAgajI_Sera
paper_noun	xIvArI_kAgaja/xivAra_para_kAgaja_maDanevAlA/xaswAveja/vinimaya_sAXya/tayaleta_pepara/SoXa_pawra/samAcAra_patra_viwaraka/samAcAra_patra/praSnapatra/pramANa_patra/pepara/patraka/pAsa/parcA/leKya/leKa/kAgajI-muxrA/kAgajAwa/kAgaja_kAtane_kI_CurI/kAgaja/aKabAra/praSnapawra
paperback_noun	ajilxa/pawrAvaraNabaxXa_puswaka/kAgaja_caDI_kiwAba
paperclip_noun	pepara_klipa
paperhanger_noun	kAgaja_latakAne_wAlA
paperknife_noun	kAgaja_kAtane_kA_cAkU
papers_noun	xaswAveja
paperweight_noun	xAba/kAgaja_xAba
paperwork_noun	kAgajI_kAryavAhI/kAgajI_kArya
papier-mache_noun	kuttI
papilloma_noun	afkurakArbuxa
papirika_noun	pisI_huI_lAla_mirca
papist_noun	popa_kA_samarWaka
pappa_noun	piwA
paprika_noun	SimalA_mirca/lAlA_mirca_kI_bukanI
papyrus_noun	patera_xaswAveja/patera_kAgaja/patera
par_noun	pAra
para_noun	CawarIXArI_sEnika
parable_noun	nIwikaWA/nIwi_kaWA
parabola_noun	anuvqwwa
paracentesis_noun	uxaraveXana/uxaraCexana
parachute_noun	havAI_CawarI/pErASUta
parachuter_noun	pErASUta_kI_sahAyawA_se_kUxane_vAlA
parachutist_noun	CawarI_sEnika/pErASUta_kI_sahAyawA_se_kUxane_vAlA
parade-ground_noun	pareda-mExAna
parade_noun	sArvajanika_mExAna/pradarSana/pareda/julUsa/jalUsa
paradigm_noun	rUpawAlikA/prawimAna/pariprekRya
paradise_noun	svarga/axana_vAtikA/AMnaxa_kA_jagaha/AMnaxa
paradox_noun	viroXABAsa/viroXokwi/viroXABAsI
paraffin_noun	parAPina/mittI_wela
paragon_noun	AxarSa
paragraph_noun	anucCexa/samAcAra/pErAgrAPa
parakeet_noun	DelaharA_wowA
parallel_noun	samAnAnwara/wulyawA/wulanA/saxqSa_vyakwi/saxqSa_vaswu/samAnawA/samAnAnwara_reKA/barAbarI/akRAMSa_reKA
parallelism_noun	samAnwaravAxa
parallelogram_noun	samAnAnwara_cawurBuja
paralysis_noun	lakavA/PAlija/pakRAGAwa/gawihInawA
paralytic_noun	lakavArogI
paramedic_noun	xAkwara_kA_sahAyaka/parAcikiwsAkarmI/parAcikiwsAkarmacArI
paramedical_noun	parAcikiwsAkarmI/parAcikiwsAkarmacArI
parameter_noun	prAcala/gaNiwa_meM_sWira_rASI/mApaxaNda
paramilitary_noun	parAsEnya_bala/saha_sEnika
paramountcy_noun	sarvoccawA/parama_sawwA
paranoia_noun	saMviBrama/sanxeha_kA_miWyABrama
paranoiac_noun	saMviBrama_rogI
paranoid_noun	saMviBrama_rogI
paranormal_noun	apasAmAnya_viRaya/apasAmAnya_GatanA
parapet_noun	prakAra/muzdera
paraphase_noun	BAvAnuvAxa
paraphernalia_noun	nijI_sAmagrI/sAja-sAmAna
paraphrase_noun	paxAnvaya/BAvAnuvAxa
paraphrasis_noun	paxAnvaya/BAvAnuvAxa
paraplegia_noun	aXarAfgaGAwa
parapsycology_noun	parA_manovijFAna
parasite_noun	parASrayI/parajIvI
parasol_noun	CawarI/CAwA
paratrooper_noun	CawarIXArI_sEnika
paratroops_noun	CawarI_senA
parcel_noun	pArsala/KaNda/BUKaNda/gaTarI
parchment_noun	carmapawra_para_liKiwa_xaswAveja/carmapawra/camade_ke_samAna_kAgaja
pardon_noun	mAPI/kRamAxAna/kRamA
parent_noun	mAz_bApa/mAwA-piwA/kAraNa
parentage_noun	janakawA/vaMSa/piwqwva
parenthesis_noun	nikRipwa_vAkya/koRTaka
parenthood_noun	piwqwva
parenting_noun	paravariSa
pariah_noun	aCUwa/pariwyakwa
pariance_noun	BARASElI
parings_noun	CIlana
parish-clerk_noun	carca_kI_karmacArI
parish_noun	carca/pAxarI_kA_ilAkA
parishioner_noun	yajamAna/pallIvAsI
parisian_noun	pErisavAsI
parity_noun	barAbarI/samawulyawA/samamUlyawA
park-and-ride_noun	pArka_aEYNda_rAida
park_noun	uxyAna/uxXAna/upavana/pArka/mExAna/kRetra/gAdI_Kade_karane_kA_sWAna
parka_noun	eka_garma_jEkita/pArkA
parkin_noun	axaraka_se_banAyA_gayA_keka/jaI_kA_keka
parking-lot_noun	kAra_pArka
parking-meter_noun	gAdI_rokane_ke_tAima_kA_mItara/kirAyA_yanwra
parking-ticket_noun	pArkifga_takata
parking_noun	gAdI_sWAna/pArkIfga/padAva
parkinson's-disease_noun	pArkiMsana_roga
parkland_noun	Kewa/uxyAnasWala
parkway_noun	GAsa_Ora_vqkRa_se_susajjiwa_cOdA_mArga
parlance_noun	bolI
parliament_noun	saMsaxa/saMsaxa_satra/saMsaxa_Bavana/kAnUna_banAne_wAlI_samiwi
parliamentarian_noun	saMsaxa_kA_meVmbara/saMsaxIya_mAmaloM_meM_xakRa_vyakwi/sAMsaxa/saBAcawura
parlor_noun	svAgawa-kakRa/bETaka
parlour_noun	bETaka_KAnA/svAgawa-kakRa/bETaka
parodist_noun	vixrUpikAkAra
parody_noun	vixrUpikA
parole_noun	vacana/pErola/para_karAmukwi
paronomasia_noun	SleRa
paroxysm_noun	Avega
parquet_noun	kATa-KaNda-nirmiwa_ParSa
parricide_noun	piwqhawyA/piwqhanwA
parrot_noun	wowA/ratane_wAlA
parry_noun	tAla-matola/bacAva
parsee_noun	pArasI
parsimoniousness_noun	kqpaNawA
parsimony_noun	miwavyayawA/miwavyayiwA/kqpaNawA/kiPAyawa/kaFjUsI
parsing_noun	paxavyAKyA
parsley_noun	ajamoxa
parsnip_noun	cukanxara/mUlI/gAjara
parson_noun	pAxarI/protestENta_Xarma_kA_pAxarI
parsonage_noun	pAxarI_kA_nivAsa-sWAna
part-exchange_noun	AMSika_SoXana_paxXawi
part-owner_noun	BAgIxAra/aMSasvAmI
part-ownership_noun	aMSasvAmiwva
part-timer_noun	aMSakAlika_karmacArI
part_noun	BAga/wAna/svara/saxasya/purjA/purajA/mAzga/kRewra/karwavya/KaNda/kAla/hissA/BUmikA/afga/kiraxAra/vAswe
parthenogenesis_noun	aniRekajanana
partiality_noun	waraPaxArI/pakRapAwa/JukAva
participant_noun	BAgagrAhI/sahaBAgI
participation_noun	sahayoga/sahaBAgiwA
participle_noun	kqxanwa
particle_noun	kaNa/sAmAnya_prawyaya/rawwI_Bara/paramANu
particular_noun	viswqwa_byorA/viSeRa_jAnakArI/pArikArika_BUmi/byorA
particularity_noun	viSiRta_afga/viSeRawA/sawarkawA/KAsiyawa
partidge_noun	wIwara
parting_noun	alagAI/vixAI/viBAjana/mAzga
partisan_noun	samarWaka/himAyawI/gurillA
partisanship_noun	waraPaxArI/pakRapAwa
partition_noun	viBAjana/vyavaXAna/pArtISana/baztavArA
partitioning_noun	viBAjana
partitive_noun	aMSaboXaka
partner_noun	sAJIxAra/sAWI/safgI/sAJexAra/sahayogI/pawnI/pArtanara/jodIxAra/jodA/BAgIxAra
partnership_noun	sAJexArI/BAgIxArI
partridge_noun	wIwara_kA_mAzsa/wIwara
parts_noun	BAga
parturiency_noun	prasava
party-goer_noun	pArtI_meM_jAne_vAlA
party-wall_noun	sAJI_xIvAra
party_noun	pArtI/xala/vyakwi/viSiRta_jana/vAxI/tolI/samarWaka/samAroha/sahAyaka/prIwiBoja/jawWA/goRTI/aparAXa_sahakArI/janasamUha
parvence_noun	nayA_amIra
paseo_noun	pExala_rAswA
pasquinade_noun	vixrUpikA
