###	Following
#To	ward
#Today	one
101_Days	101_desa
Lootera_Sultan	lUterA_sulwAna
Lord_Krishna	BagavAna_kqRNa
Lord_Krishna_College_of_Education	lorda_kqRNA_koYleja_oYPa_EjUkeSana
Lord_Krishna_College_of_Education_for_Girls	lorda_kqRNA_koYleja_oYPa_EjUkeSana_PoYra_garlsa
Lord_Krishna_College_of_Management_and_Technology	lorda_kqRNA_koYleja_oYPa_mEnejameMta_eMda_tEkanolojI
Lord_Krishna_Polytechnic	lorda_kqRNA_polItEkanika
Lord_Mahavir_College_of_Education	lorda_mahAvIra_koYleja_oYPa_EjUkeSana
Louis_Victor_de_Broglie	luisa_viktara_xe_broYglI
Love_86	lava_86
Love_Aaj_Kal	lava_Aja_kala
Love_First_Love_Letter	lava_Parsta_lava_lEtara
Love_Guru_2009	lava_guru
Love_In_Goa	lava_ina_govA
Love_In_Nepal	lava_ina_nepAla
Love_In_Simla	lava_ina_SimalA
Love_In_Tokyo	lava_ina_tokyo
Love_Ka_Tadka	lava_kA_wadakA
Love_Ke_Chakkar_Mein	lava_ke_cakkara_meM
Love_Ke_Liye_Kuch_Bhi_Karega	lava_ke_lie_kuCa_BI_karegA
Love_Khichdi	lava_KicadI
Love_Love_Love	lava_lava_lava
Love_Marriage	lava_mErija
Love_Songs	lava_soMgsa
Love_Story	lava_storI
Love_Story_2050	lava_storI_2050
Love_You_Hamesha	lava_yU_hameSA
Love_at_Times_Square	lava_awa_tAImasa_skuara
Lovely_Institute_of_Education	lavalI_iMstityUta_oYPa_EjUkeSana
Lovely_Institute_of_Law	lavalI_iMstityUta_oYPa_lA
Lovely_Institute_of_Technology	lavalI_iMstityUta_oYPa_tEkanolojI
Lovely_Professional_University,Jalandhar	lovelI_roPessionala_viSvavixyAlaya,jAlanXara/lovelI_roPessionala_yunivarsitI,jAlanXara
Lover_Boy	lavara_boYya
Lt._Gen._Bhopinder_Singh	lePtineMta_jarnala_BopiMxara_siMha
Luck_By_Chance	laka_bAye_cAMsa
Lucknow_Kshetriya_Gramin_Bank	laKanaU_kRewrIya_grAmINa_bEMka
Ludhiana_College_of_Engineering_&_Technology	luXiyAnA_koYleja_oYPa_iMjIniriMga_eMda_tEkanolojI
Luni_river	lUnI_naxI
Lutheran_Church	lUWaravAxa_girajAGara
Luxmi_Bai_Institute_of_Dental_Sciences_&_Hospital	lakRmI_bAI_iMstityUta_oYPa_deMtala_sAIsasa_eMda_hoYspitala
Lyallpur_Khalsa_College_for_Boys	lAyalapura_KAlasA_koYleja_PoYra_boyasa
Lyallpur_Khalsa_College_for_Women	lAyalapura_KAlasA_koYleja_PoYra_vomena
M.F._HUSSAIN	ema._EYPa._husEna
M.J.P._Rohilkhand_University,_Bareilly	ema.jI.pI._rohilaKaNda_viSvavixyAlaya,_barelI/ema.jI.pI._rohilaKaNda_yunivarsitI,_barelI
M.K._Narayanan	ema._ke._nArAyaNana
M.M._Lakhera	ema._ema._laKerA
M.M._Pallam_Raju	ema._ema._pallama_rAjU
M.O._Hasan_Farook_Maricar	ema._o._hasana_PArUka_marikara
M.V._Rajasekharan	ema._vI._rAjaSeKarana
M._A._Ayyangar	ema._e._ayyafgAra
M._Karunanidhi	ema._karuNAniXi
MBA_Colleges_in_Punjab	ema_bI_E_koYlejasa_ina_paFjAba
MF_HUSSAIN	emaEYPa_husEna
MGN_College_of_Education	emajIena_koYleja_oYPa_EjUkeSana
MGSM_Janta_College	emajIesaema_janawA_koYleja
MH1_NEWS	emaeca1_nyUja
MK_College_of_Education	emake_koYleja_oYPa_EjUkeSana
MOVIES_TV	muvisa_tIvI
MOVIE_MASALA	mUvI_masAlA
MR_Government_College	ema_Ara_gavarnameMta_koYleja
M_TV	ema_tIvI
M_and_M_College_of_Education	ema_eMda_ema_koYleja_oYPa_EjUkeSana
Maa_Aur_Mamta	mAz_Ora_mamawA
Maa_Baap	mAz_bApa
Maa_Ka_Aanchal	mAz_kA_Azcala
Maa_Tujhe_Salaam	mAz_wuJe_salAma
Maan_Abhiman	mAna_aBimAna
Maan_Gaye_Mughal-E-Azam	mAna_gaye_mugala_e_Ajama
Maan_Gaye_Ustaad	mAna_gaye_uswAxa
Maang_Bharo_Sajana	mAfga_Baro_sajanA
Maar_Dhaad	mAra_XAda
Mac_mohan	mEka_mohana
Mac_segment	mEka__KaNda
Macintosh_sales	mekintoSa_kI_bikrI
Madagascar_cat	medAgAskara_billI
Madam_X	mEdama_eksa
Madan_Mohan	maxana_mohana
Madhav_Rao_Scindia	mAXava_rAva_siMxiyA
Madhu_Koda	maXu_kodA
Madhu_bala	maXu_bAlA
Madhya_Bharath_Gramin_Bank	maXya_BArawa_grAmINa_bEMka
Madhya_Bihar_Gramin_Bank	maXya_bihAra_grAmINa_bEMka
Madhya_Pradesh_Bhoj_Open_University,_Bhopal	maXya_praxeSa_Boja_opana_yunivarsitI
Madhya_Pradesh_Bhoj_Open_Vishvidyalya,_Bhopal	maXya_praxeSa_Boja_opana_viSvavixyAlaya
Madhya_Pradesh_Express	maXya_praxeSa_eksapresa
Madurai_Kamaraj_University,_Madurai	maxurE_kAmarAja_viSvavixyAlaya,_maxurE/maxurE_kAmarAja_yunivarsitI,_maxurE
Maduri_dixit	mAXurI_xIkRiwa
Magadh_University,_Gaya	magaXa_yunivarsitI
Magadh_Vikramshila_Express	magaXa_vikramaSilA_eksapresa
Magadh_Vishvidyalya,_Gaya	magaXa_viSvavixyAlaya
Maghi_Memorial_College_for_Women	mAGI_memoriala_koYleja_PoYra_vomena
Maha_Chor	mahA_cora
Maha_Sangram	mahA_safgrAma
Maha_Shiv_Shakti_School_of_Nursing	mAhA_Siva_Sakwi_skUla_oYPa_narsiMga
Maha_dev	mAhA_xeva
Maha_purash	mahApuraRa
Mahakali_river	mahAkAlI_naxI
Mahakaushal_Kshetriya_Gramin_Bank	mahAkOSala_kRewrIya_grAmINa_bEMka
Mahakoshal_Express	mahAkoSala_eksapresa
Mahal_Express	mahala_eksapresa
Mahalaxmi_Express	mahAlakRmI_eksapresa
Mahamaya_Express	mahAmAyA_eksapresa
Mahanadi_Express	mahAnaxI_eksapresa
Mahanagari_Express	mahAnagarI_eksapresa
Mahananda_Link_Express	mahAnanxA_liMka_eksapresa
Mahananda_river	mahAnanxA_naxI
Mahaparinirvan_Express	mahApArInirvANa_eksapresa
Maharaj_Braham_Sagar_Brahmanand_Bhuriwale_College	mahArAja_brahama_sAgara_brahmAnanxa_BUrIvAle_koYleja
Maharaj_Brahma_Nand_Bhuriwale_Garib_Dass_Rana_Gajinder_Chand_B_Ed_College	mahArAja_brahmA_nanxa_BUrIvAle_garIba_xAsa_ranA_gajiMxara_cAzxa_bI_Eda_koYleja
Maharaja_Aggarsain_College_of_Education	mahArAjA_aggArsEna_koYleja_oYPa_EjUkeSana
Maharaja_Sayajirao_University_of_Baroda,_Vadodara	mahArAjA_sayAjIrAva_yunivarsitI_oYPa_baroxA
Maharaja_Sayajirao_Vishvidyalya_of_Baroda,_Vadodara	mahArAjA_sayAjIrAva_viSvavixyAlaya_oYPa_baroxA
Maharajah_Express	mahArAjaH_eksapresa
Maharashtra_Animal_and_Fishery_Sciences_University,_Nagpur	mahArARtra_enimala_eMda_PiSerI_sAIsa_yunivarsitI,_nAgapura
Maharashtra_Animal_and_Fishery_Sciences_Vishvidyalya,_Nagpur	mahArARtra_enimala_eMda_Fishery_sAIsa_viSvavixyAlaya,_nAgapura
Maharashtra_Express	mahArARtra_eksapresa
Maharashtra_University_of_Health_Sciences,_Nashik	mahArARtra_yunivarsitI_oYPa_healWa_sAIsa,_nAsika
Maharashtra_Vishvidyalya_of_Health_Sciences,_Nashik	mahArARtra_viSvavixyAlaya_oYPa_healWa_sAIsa,_nAsika
Maharishi_Dayanand_College_of_Education	mahAriSI_xayAnanxa_koYleja_oYPa_EjUkeSana
Maharishi_Dayanand_University,_Rohtak	mahAriSI_xayAnanxa_yunivarsitI
Maharishi_Dayanand_Vishvidyalya,_Rohtak	mahAriSI_xayAnanxa_viSvavixyAlaya
Maharishi_Mahesh_Yogi_Vedic_University,_Katni	mahAriSI_maheSa_yogI_vExika_yunivarsitI,_katanI
Maharishi_Mahesh_Yogi_Vedic_Vishvidyalya,_Katni	mahAriSI_maheSa_yogI_vExika_viSvavixyAlaya,_katanI
Maharishi_Markandeshwar_University,_Ambala	mahAriSI_markanxeSvara_yunivarsitI
Maharishi_Markandeshwar_Vishvidyalya,_Ambala	mahAriSI_markanxeSvara_viSvavixyAlaya
Maharshi_Dayanand_Saraswati_University,_Ajmer	maharRi_xayAnanxa_sarasvawI_viSvavixyAlaya,_ajamera/maharRi_xayAnanxa_sarasvawI_yunivarsitI,_ajamera
Maharshi_Panini_Sanskrit_University,_Ujjain	maharRi_pANini_saMskqwa_yunivarsitI,_ujjEna
Maharshi_Panini_Sanskrit_Vishvidyalya,_Ujjain	maharRi_pANini_saMskqwa_viSvavixyAlaya,_ujjEna
Mahatama_Gandhi_Antarrastiya_Hindi_Visvidyalaya,_Wardah	mahAwmA_gAnXI_anwArraswiyA_hiMxI_visvixyAlaya,_varaxaH
Mahatma_Gandhi	mahAwmA_gAnXI
Mahatma_Gandhi_Chitrakoot_Gramoday_University,_Chitrakoot	mahAwmA_gAnXI_ciwrakUta_grAmoxaya_yunivarsitI,_ciwrakUta
Mahatma_Gandhi_Chitrakoot_Gramoday_Vishvidyalya,_Chitrakoot	mahAwmA_gAnXI_ciwrakUta_grAmoxaya_viSvavixyAlaya,_ciwrakUta
Mahatma_Gandhi_Kashi_Vidyapeeth	mahAwmA_gAnXI_kASI_vixyApITa
Mahatma_Gandhi_University,_Kottayam	mahAwmA_gAnXI_yunivarsitI
Mahatma_Gandhi_University,_Nalgonda	mahAwmA_gAnXI_yunivarsitI
Mahatma_Gandhi_Vishvidyalya,_Kottayam	mahAwmA_gAnXI_viSvavixyAlaya
Mahatma_Gandhi_Vishvidyalya,_Nalgonda	mahAwmA_gAnXI_viSvavixyAlaya
Mahatma_Hans_Raj_DAV_Institute_of_Nursing	mahAwmA_haMsa_rAja_dIEvI_iMstityUta_oYPa_narsiMga
Mahatma_Phule_Agriculture_University,_Rahuri	mahAwmA_Pule_EgarIkalacarala_yunivarsitI
Mahatma_Phule_Agriculture_Vishvidyalya,_Rahuri	mahAwmA_Pule_EgarIkalacarala_viSvavixyAlaya
Mahavir_Prasad	mahAvIra_prasAxa
Mahendra_Mohan_Choudhury	maheMxra_mohana_cOXarI
Maher_metal	mehara_miwala
Mahesh_Dattani	maheSa_xawwAnI
Mahesh_Elkunchwar	maheSa_elakuFcavara
Mahesh_manjrekar	maheSa_mAFjarekara
Mahi_river	mAhI_naxI
Mahim_river	mahima_naxI
Mahima_Kashi_Vishwanath_Ki	mahimA_kASI_viSvanAWa_kI
Mahima_choudary	mahimA_cOXarI
Mahotsav_Nagar	mahowsava_nagara
Mai_Baap	mAI_bApa
Mai_Bhago_Ayurvedic_Medical_College	mAI_BAgo_Ayurvexika_medikala_koYleja
Mai_Bhago_College_for_Women	mAI_BAgo_koYleja_PoYra_vomena
Main_Aisa_Hi_Hoon	mEM_EsA_hI_hUz
Main_Aur_Meri_Tanhai	mEM_Ora_merI_wanhAI
Main_Aurr_Mrs_Khanna	mEM_Ora_marsa_KannA
Main_Awara_Hoon	mEM_AvArA_hUz
Main_Balwan	mEM_balavAna
Main_Chup_Rahungi	mEM_cupa_rahUfgI
Main_Hoon_Na	mEM_hUz_nA
Main_Khiladi_Tu_Anari	mEM_KilAdI_wU_anArI
Main_Madhuri_Dixit_Banna_Chahti_Hoon	mEM_mAXurI_xIkRiwa_bananA_cAhawI_hUz
Main_Meri_Patni_Aur_Woh	mEM_merI_pawnI_Ora_voha
Main_Nashe_Mein_Hoon	mEM_naSe_meM_hUz
Main_Prem_Ki_Dewani_Hoon	mEM_prema_kI_xevAnI_hUz
Main_Solah_Baras_Ki	mEM_solaha_barasa_kI
Main_Tera_Aashiq	mEM_werA_ASika
Main_Tera_Dushman	mEM_werA_xuSmana
Main_Tere_Liye	mEM_were_lie
Main_Tu_Assi_Tussi	mEM_wU_assI_wussI
Main_Tulsi_Tere_Angan_Ki	mEM_wulasI_were_Afgana_kI
Main_Wohi_Hoon	mEM_vohI_hUz
Maine_Dil_Tujhko_Diya	mEMne_xila_wuJako_xiyA
Maine_Jeena_Seekh_Liya	mEMne_jInA_sIKa_liyA
Maine_Payal_Hai_Chhankai	mEMne_pAyala_hE_CanakI
Maine_Pyar_Kiya	mEMne_pyAra_kiyA
Maine_Pyar_Kyon_Kiya	mEMne_pyAra_kyoM_kiyA
Maitry_Express	mEwrI_eksapresa
Major_Saab	mejara_sAba
Makhanlal_Chaturvedi_National_University_of_Journalism,_Bhopal	mAKanalAla_cawurvexI_neSanala_yunivarsitI_oYPa_jaranalisma
Makhanlal_Chaturvedi_National_Vishvidyalya_of_Journalism,_Bhopal	mAKanalAla_cawurvexI_neSanala_viSvavixyAlaya_oYPa_jaranalisma
Makkhee_Choos	makKI_cUsa
Mal_Bhago_College_Of_Education	mAI_BAgo_koYleja_oYPa_EjUkeSana
Malabar_Express	mAlAbAra_eksapresa
Malamaal_Weekly	mAlAmAla_vIkalI
Malani_Express	mAlAnI_eksapresa
Malaprabha_river	mAlApraBA_naxI
Malaviya_National_Institute_of_Technology,_Jaipur	mAlavIya_neSanala_iMsatItUyata_oYPa_tEkanolojI,_jayapura
Malaysian_capital	maleSiyA_kI_rAjaXAnI
Malda_town	mAlaxA_tAUna
Malout_Institute_of_Management_&_Information_Technology	malOta_iMstityUta_oYPa_mEnejameMta_eMda_inaPoYrameSana_tEkanolojI
Maltese_dog	mAltAI_kuwwA
Malwa_Central_College_of_Education_for_Women	mAlavA_seMtrala_koYleja_oYPa_EjUkeSana_PoYra_vomena
Malwa_College	mAlavA_koYleja
Malwa_College_of_Education	mAlavA_koYleja_oYPa_EjUkeSana
Malwa_College_of_Nursing	mAlavA_koYleja_oYPa_narsiMga
Malwa_College_of_Physical_Education	mAlavA_koYleja_oYPa_PIjikala_EjUkeSana
Malwa_Express	mAlavA_eksapresa
Malwa_Gramin_Bank	mAlavA_grAmINa_bEMka
Malwa_Polytechnic	mAlavA_polItEkanika
Mamata_Banerjee	mamawA_banarjI
Mamta_Ki_Chhaon_Mein	mamawA_kI_CAoM_meM
Man_Mandir	mana_manxira
Man_river	mana_naxI
Manas_river	mAnasa_naxI
Manav_Hatya	mAnava_hawyA
Mandarin_dialect	maxArina_bolI
Mandi_Bahauddin	maNdI_bahAuxxIna
Mandi_Gobindgarh	maNdI_gobiMxagaDa
Mandira_bedi	manxira_bexI
Mandore_Express	manxore_eksapresa
Mandovi_Express	maNdovI_eksapresa
Mandovi_river	maNdovI_naxI
Mangai_river	mafgAI_naxI
Mangal_Pandey_The_Rising	mafgala_pANdeya
Mangala_Lakshadweep_Express	mafgalA_lakRaxvIpa_eksapresa
Mangalore_University,_Mangalore	mafgalOra_yunivarsitI
Mangalore_Vishvidyalya,_Mangalore	mafgalOra_viSvavixyAlaya
Mani_Shankar_Aiyar	maNi_Safkara_eyara
Manik_Sarkar	mAnika_sarakAra
Manikrao_Gavit	mAnikarAva_gAviwa
Manila_bean	manIlA_kI_PalI
Manipal_University,_Manipal	manipAla_yunivarsitI
Manipal_Vishvidyalya,_Manipal	manipAla_viSvavixyAlaya
Manipur_Rural_Bank	maNipura_rurala_bEMka
Manipur_University,_Imphal	maNipura_yunivarsitI,_iMPAla
Manipur_Vishvidyalya,_Imphal	maNipura_viSvavixyAlaya,_iMPAla
Manish_Joshi_Bismil	manIRa_joSI_bisamila
Manisha_koirala	manIRA_koirAlA
Manisha_lamba	manIRA_lAmbA
Manjula_Padmanabhan	maFjulA_paxmanABana
Mann_Ka_Meet	mana_kA_mIwa
Mann_Ki_Aankhen	mana_kI_AzKeM
Mann_Mauji	mana_mOjI
Mann_Pasand	mana_pasanxa
Manohar_Joshi	manohara_joSI
Manoj_Vajpayee	manoja_vAjapeyI
Manoj_kumar	manoja_kumAra
Manonmaniam_Sundaranar_University,_Tirunelveli	manoMmaniM_sunxarAnara_viSvavixyAlaya,_wirunelavelI/manoMmaniM_sunxarAnara_yunivarsitI,_wirunelavelI
Manorama_Six_Feet_Under	manoramA
Manorama_river	manoramA_naxI
Manu_Rishi	manu_qRi
Manyta_dutt	mAnyawA_xawwa
Manzil_Manzil	maFjila_maFjila
Mao_Bhago_Government_Polytechnic_for_Women	mAI_BAgo_gavarnameMta_polItEkanika_PoYra_vomena
Marathwada_Agriculture_University,_Parbhani	marATavAdA_EgarIkalacarala_yunivarsitI,_paraBAnI
Marathwada_Agriculture_Vishvidyalya,_Parbhani	marATavAdA_EgarIkalacarala_viSvavixyAlaya,_paraBAnI
Marathwada_Express	marATavAdA_eksapresa
Marathwada_Gramin_Bank	marATavAdA_grAmINa_bEMka
Mard_Ki_Zabaan	marxa_kI_jabAna
Mardon_Wali_Baat	marxoM_vAlI_bAwa
Marega_Salaa	maregA_sAlA
Margaret_Alva	mArgareta_alvA
Mariani_Express	marianI_eksapresa
Marri_Chenna_Reddy	marrI_cennA_reddI
Marshall_Islands	mArSala_AIsalEMda
Marte_Dam_Tak	marawe_xama_waka
Marudhar_Express	maruXara_eksapresa
Marusagar_Express	marusAgara_eksapresa
Maruti_Mere_Dosst	mAruwI_mere_xoswa
Marwar_Ganganagar_Bikaner_Gramin_Bank	marvara_gafgAnagara_bIkAnera_grAmINa_bEMka
Mast_Kalandar	maswa_kalanxara
Master_Mohan_Lal	mAstara_mohana_lAla
Master_Of_Magic	mAstara_oYPa_mEjika
Master_salem	mAstara_salIma
Mastermind_College_of_Education	mAstaramAzida_koYleja_oYPa_EjUkeSana
Mata_Ganga_Girls_College	mAwA_gafgA_garlsa_koYleja
Mata_Ganga_Khalsa_College_for_Girls	mAwA_gafgA_KAlasA_koYleja_PoYra_garlsa
Mata_Gujri_College	mAwA_gujarI_koYleja
Mata_Gujri_College_of_Education	mAwA_gujarI_koYleja_oYPa_EjUkeSana
Mata_Gujri_Memorial_College_Of_Education	mAwA_gujarI_memoriala_koYleja_oYPa_EjUkeSana
Mata_Gurdev_Kaur_Memorial_Educational_Instituteitute	mAwA_guraxeva_kOra_memoriala_EjUkeSana_al_iMstityUtaitute
Mata_Gurdev_Kaur_Memorial_Shahi_Sports_College_of_Physical_Education	mAwA_guraxeva_kOra_memoriala_SAhI_sportsa_koYleja_oYPa_PIjikala_EjUkeSana
Mata_Maiserkhana_College_of_Education	mAwA_mAIserKAnA_koYleja_oYPa_EjUkeSana
Mata_Sahib_Kaur_Girls_College	mAwA_sAhiba_kOra_garlsa_koYleja
Mata_Sahib_Kaur_Khalsa_Girls_College_of_Education	mAwA_sAhiba_kOra_KAlasA_garlsa_koYleja_oYPa_EjUkeSana
Matribhumi_Express	mAwqBUmi_eksapresa
Matsyagandha_Express	mawsyaganXA_eksapresa
Maulana_Azad_National_Institute_of_Technology,_Bhopal	mOlAnA_AjAxa_neSanala_iMstityUta_oYPa_tEkanolojI
Maulana_Azad_National_Urdu_University,_Hyderabad	mOlAnA_AjAxa_neSanala_urxU_yunivarsitI
Maulana_Azad_National_Urdu_Vishvidyalya,_Hyderabad	mOlAnA_AjAxa_neSanala_urxU_viSvavixyAlaya
Maurya_Express	mOryA_eksapresa
Maut_Ki_Sazaa	mOwa_kI_sajA
Maveli_Express	mAvelI_eksapresa
Maxwell's_daemon	mEksavela_dEmana
Maya_Memsahab	mAyA_memasAhaba
Mayurakshi_Fast_Passenger	mAyurAkRI_PAsta_pEseMjera
Mayurakshi_river	mAyUrAkRI_naxI
Mayuri_kango	mayUrI_kAfgo
Mazaa_Mazaa	majA_majA
Md._Ali_Ashraf_Fatmi	mohammaxa_alI_aSaraPa_PAwamI
Mee_Shivaj_Raje_Bhosle_Boltoy	mI_SivAja_rAje_Bosale_bolawe
Meena_Bazar	mInA_bAjAra
Meenachil_river	mInAcila_naxI
Meenakshi_Express	minAkRI_eksapresa
Meera_Ka_Mohan	mIrA_kA_mohana
Meerabai_Not_Out	mIrAbAI_nota_Auta
Meet_Mere_Man_Ke	mIwa_mere_mana_ke
Meetha_Zehar	mITA_jahara
Meghna_Kothari	meGanA_koTArI
Meghna_river	meGanA_naxI
Mehandi_Rang_Layegi	mehanxI_rafga_lAegI
Mehar_Chand_College_of_Education	mehara_canxa_koYleja_oYPa_EjUkeSana
Mehar_Chand_Polytechnic	mehara_canxa_polItEkanika
Mehar_Singh	mehara_siMha
Mehboob_Ki_Mehndi	mahabUba_kI_mehazxI
Mehboob_Mere_Mehboob	mahabUba_mere_mahabUba
Mehfal_Mitran_Dee	mahaPala_miwrAM_xI
Mehndi_Wale_Hath	mehazxI_vAle_hAWa
Mein_Khiladi_Tu_Anari	meM_KilAdI_wU_anAxI
Mein_Prem_Ki_Deewani_Hoon	meM_prema_kI_xIvAnI_hUz
Meira_Kumar	mIrA_kumAra
Men_Not_Allowed	mena_nota_alAuda
Mera_Dharam	merA_Xarma
Mera_Dil_Leke_Dekho	merA_xila_leke_xeKo
Mera_Dil_Tere_Liye	merA_xila_were_lie
Mera_Faisla	merA_PEsalA
Mera_Farz	merA_Parja
Mera_Gaon_Mera_Desh	merA_gAzva_merA_xeSa
Mera_Jawaab	merA_javAba
Mera_Lahoo	merA_lahU
Mera_Muqaddar	merA_mukaxxara
Mera_Naam_Joker	merA_nAma_jokara
Mera_Pati_Sirf_Mera_Hai	merA_pawi_sirPa_merA_hE
Mera_Pehla_Pehla_Pyaar	merA_pahalA_pahalA_pyAra
Mera_Pind	merA_piMda
Mera_Saathi	merA_sAWI
Mera_Saaya	merA_sAyA
Mera_Salaam	merA_salAma
Mera_Shikar	merA_SikAra
Mera_Suhag	merA_suhAga
Mera_Vachan_Geeta_Ki_Qasam	merA_vacana_gIwA_kI_kasama
Mera_Yaar_Mera_Dushman	merA_yAra_merA_xuSmana
Meraa_Ghar_Mere_Bachche	merA_Gara_mere_bacce
Mere_Apne	mere_apane
Mere_Baap_Pehle_Aap	mere_bApa_pahale_Apa
Mere_Do_Anmol_Ratan	mere_xo_anamola_rawana
Mere_Gharib_Nawaz	mere_garIba_navAja
Mere_Humdum_Mere_Dost	mere_humxuma_mere_xoswa
Mere_Humsafar	mere_hamasaPara
Mere_Huzoor	mere_hujUra
Mere_Jeevan_Saathi	mere_jIvana_sAWI
Mere_Khwabon_Mein_Jo_Aaye	mere_KvAboM_meM_jo_Aye
Mere_Mehboob	mere_mahabUba
Mere_Sajana_Saath_Nibhana	mere_sajanA_sAWa_niBAnA
Mere_Sanam	mere_sanama
Mere_Sapno_Ki_Rani	mere_sapano_kI_rAnI
Mere_Yaar_Ki_Shaadi	mere_yAra_kI_SAxI
Mere_Yaar_Ki_Shaadi_Hai	mere_yAra_kI_SAxI_hE
Meri_Adalat	merI_axAlawa
Meri_Behen	merI_beheM
Meri_Biwi_Ka_Jawab_Nahin	merI_bIvI_kA_javAba_nahIM
Meri_Jung	merI_jafga
Meri_Padosan	merI_padosana
Meri_Surat_Teri_Ankhen	merI_sUrawa_werI_oYfKeM
Meri_Zabaan	merI_jabAna
Merie_Sapnun_Ki_Rani	merI_sapano_kI_rAnI
Methodist_Church	niyamavAxI_girajAGara
Mettur_Dam_river	mewwura_XAma_naxI
Mewar_Anchalik_Gramin_Bank	mevara_AFcalika_grAmINa_bEMka
Mewar_Fast_Passenger	mevAra_PAsta_pEseMjera
Mexican_capital	mEksiko_kI_rAjaXAnI
Mexico_City	mEksiko_Sahara
Mian_Channu	miyA_cannU
Michael_Madhusudan_Dutta	mAIkala_maXusuxana_xawwA
Middle_East	araba_xeSa
Middle_English	maXyavargIya_afgrejI
Mil_Gayee_Manzil_Mujhe	mila_gayI_maFjila_muJe
Milkha_Singh_Educational_Institute	milKA_siMha_EjUkeSana_al_iMstityUta
Mill_Road	mila_roda
Millennium_Express	millenniyama_eksapresa
Millennium_Parcel_Express	millenniyama_pArsala_eksapresa
Minakshi_shishadri	mInAkRI_SiSAxarI
Mini_Punjab	minI_paFjAba
Minister_Jairam_Ramesh	manwrI_jayarAma_rameSa
Mirza_Ghalib	mirjA_gAliba
Mirza_Sahiba	mirjA_sAhibA
Miss_420	misa_420
Miss_Mary	misa_mErI
Miss_pooja	misa_pUjA
Mission_Istaanbul	miSana_iswAmbula
Mission_Kashmir	miSana_kaSmIra
Mission_The_Last_War	miSana_xA_lAsta_vAra
Mithi_river	mITI_naxI
Mithila_Express	miWilA_eksapresa
Mithilanchal_Express	miWilAFcala_eksapresa
Mithun_chakerwati	miWuna_cakurvawI
Mitr_My_Friend	miwra_mAya_PreMda
Mitti_Aur_Sona	mitatI_Ora_sonA
Mitti_Mein_Sona	mitatI_meM_sonA
Mitti_Wajaan_Maardi	mitatI_vAjAna_mAraxI
Mobile_Phone	mobAila_Pona
Modern_College_of_Education	modarana_koYleja_oYPa_EjUkeSana
Mody_Institute_of_Information_and_Technology_Sciences,_Rajasthan	moxI_iMstityUta_oYPa_inaPoYrameSana_eMda_tEkanolojI_sAIsa,_rAjasWAna
Moga_College_of_Education_for_Girls	mogA_koYleja_oYPa_EjUkeSana_PoYra_garlsa
Mohabbat_Ho_Gayee_Hai_Tumse	mohabbawa_ho_gayI_hE_wumase
Mohabbat_Isko_Kahete_Hai	mohabbawa_isako_kahewe_hE
Mohabbat_Ka_Paigham	mohabbawa_kA_pEgAma
Mohabbat_Ke_Dushman	mohabbawa_ke_xuSmana
Mohabbat_Ki_Arzoo	mohabbawa_kI_ArajU
Mohamed_rafi	mohammaxa_raPI
Mohammad_Hamid_Ansari	mohammaxa_hAmixa_aMsArI
Mohammedan_calendar	mohammaxa_kA_kEleMdara
Mohan_Lal_Memorial_Institute_of_Education	mohana_lAla_memoriala_iMstityUta_oYPa_EjUkeSana
Mohan_Lal_Memorial_Institute_of_Education_for_Women	mohana_lAla_memoriala_iMstityUta_oYPa_EjUkeSana_PoYra_vomena
Mohan_Lal_Uppal_DAV_College	mohana_lAla_uppala_dIEvI_koYleja
Mohan_Maharishi	mohana_mahAriSI
Mohan_Rakesh	mohana_rAkeSa
Mohanlal_Sukhadia_University,_Udaipur	mohanalAla_suKAdiyA_viSvavixyAlaya,_uxEpura/mohanalAla_suKAdiyA_yunivarsitI,_uxEpura
Mome_ki_Gudiya	moma_kI_gudiyA
Money_Hain_To_Honey_Hain	monI_hEM_wo_hanI_hEM
Monroe_doctrine	munaro_kA_sixXAnwa
Monsoon_Wedding	mAnasUna_vEdiMga
Montgomery_Guru_Nanak_College_Of_Education	moMtagomerI_guru_nAnaka_koYleja_oYPa_EjUkeSana
Morarji_Desai	morArajI_xesI
Mormon_Church	XArmika_jAwi_kA_girajAGara
Morna_river	moranA_naxI
Morning_Raga	morniMga_rAga
Morning_Walk	morniMga_vAlka
Moroccan_dirham	morakko_xirahama
Moshi_river	moSI_naxI
Mother_India	maxara_iMdiyA
Mother_Teresa_Women's_University,_Kodaikanal	maxara_teresA_vomenasa_viSvavixyAlaya,_koxEkanala/maxara_teresA_vomenasa_yunivarsitI,_koxEkanala
Motilal_Nehru_National_Institute_of_Technology,Allahabad	mowIlAla_neharu_neSanala_iMsatItUyata_oYPa_tEkanolojI,_ilAhAbAxa
Motor_Vehicle	motara_vAhana
Motor_Vehicle_Accident_Claims	motara_vAhana_xurGatanA_xAvA
Mount_Abu	mAuNta_AbU
Mount_abu	mAzUNta_AbU
Mour_Dhwaj_Express	mOra_Xvaja_eksapresa
Mr._&_Mrs._55	mistara_eMda_misa_55
Mr._&_Mrs._Khiladi	mistara_eMda_misa_KilAdI
Mr._100%	mistara_100%
Mr._India	mistara_iMdiyA
Mr._Khujili	mistara_KujilI
Mr._Natwarlaal	mistara_natavaralAla
