#Eng_Wrds	
#Structure_of_the_file	
#This	file
ABO_antibodies	rakwavargIya_roga-prawikAraka
make_out_a_case	ke_pakRa_meM_warka_xe
make_over	nAma_kara_xe
make_ready	wEyArI_kara
make_sense	arWa_nikala/uciwa_ho
make_sense_of	samaJa
make_so_bold	sAhasa_kara
make_sure	pakkA_kara_le/suniSciwa_kara
make_the_acquaintance_of	se_paricaya_ho
make_the_best_of_a_bad_job	hazsawe-hazsawe_muSIbawa_Jela
make_the_best_of_it	hI_sabase_behawara_ho
make_the_best_of_things	hI_sabase_behawara_ho
make_the_best_use_of	kA_bahuwa_acCA_saxupayoga_kara
make_the_grade	saPala_ho
make_the_headlines	muKya_samAcAra_meM_A
make_the_most_of	PAyaxA_uTA/behawara_banA
make_the_running	aguA_ho
make_tracks	cala
make_tracks_for	cala
make_up	banA_ho/banA/gaDa/pUrA_kara/sajA/xosWI_kara_le
make_up_for	kRawipUrwi_kara
make_up_for_lost_time	bIwe_hue_samaya_kI_pUrwI_kara/kamI_ko_pUrA_kara
make_up_ground	barAbarI_waka_pahuzca
make_up_ground_on	barAbarI_waka_pahuzca
make_up_leeway	hAWa-pEra_mAra
make_up_to	kI_KuSAmaxa_kara
make_up_with	xosWI_kara_le
make_water	peSAba_kara
make_waves	aSAnwi_pExA_kara/samasyAez_pExA_kara
make_way	jagaha_banA
make_whoopee	Ananxowsava_manA/XamAcOkadI_macA/samBoga_kara
make_whoopie	XamAcOkadI_macA/maswI_kara
making_water	peSAba_karanA
malar_bone	gaNdAsWi/kapolAsWi
male_chauvinism	puruRa_praXAnawA
male_chauvinist	ugra_puruRasawwAvAxI
malicious_gossip	vixveRapUrNa_lAFCana
malt_whiskey	jO_kI_SarAbI
malt_whisky	jO_kI_SarAbI
malted_milk	jO_miSriwa_xUXa
man_and_boy	bacapana_se_lekara_buDApe_waka
man_of_letters	sAhiwyika_vyakwi
man_of_means	samqxXa_vyakwi
man_of_steel	lOha-purURa
man_of_the_world	xuniyAxAra_AxamI
man_to_man	eka_AxamI_eka_ke_sAWa
managing_director	prabanXa_saFcAlaka
mandarin_orange	sanwarA/sanwarA
mango_tree	Ama_kA_peda
manila_paper	KAkI_kAgaja
manila_tamarind	jafgalI_imalI
manna_from_heaven	aprawyASiwa_lABa
many_a_time	aksara
many_hands_make_light_work	eka_se_Bale_xo
many_happy_returns	yaha_xina_bAra_bAra_Ae
many_happy_returns_of_the_day	yaha_xina_bAra_bAra_Ae
many_moons_ago	prAcIna_kAla_meM
map	CAyAcitra_utara
map_maker	mAnaciwrakAra/nakSAkAra
map_out	yojanAbaxXa_kara
maple_syrup	xviPala_SirA
march_on	waraPa_kUca_kara/wejI_se_Age_baDa/wejI_se_ho
march_past	aBimuKa_prayANa_kara
marching_orders	barKAswagI_kA_AxeSa
margin_of_error	galawI_kI_guFjAiSa
marijuana_cigarette	mAriuvAnAyukwa_sigareta
marine_turtle	samuxrI_kaCuA
mark_down	afka_kama_xe/cinhiwa_kara_xe/mUlya_GatA/pahacAnA
mark_off	sImAfkana_kara/sahI_kA_niSAna_lagA
mark_out	sImAfkana_kara
mark_out_for	cu
mark_time	EsI_hI_samaya_biwA/Kade-Kade_pEra_calA/kaxamawAla_prAramBa_kara/samaya_kAta
mark_up	cinhiwa_kara/mUlya_baDA
mark_you	para_XyAna_rahe
market_garden	sabjI_kA_Kewa
market_gardener	SAka-kqRaka
market_gardening	vikraya_hewu_sabjI-uwpAxana
market_hall	maNdI
market_leader	muKya_vikraya_kampanI/muKya_vikraya_uwpAxa
market_price	bAjAra_BAva/bAjAra_BAva
market_research	vipaNana_SoXa
market_share	vipaNana_hissA
market_square	bAjAra
market_value	bAjAra_BAva
marrage_bureau	vivAha_saMsWA
marriage_certificate	vivAhika_pramANa-patra
marriage_guidance	vEvAhika_parAmarSa
marriage_licence	vEvAhika_anujFApawra
marriage_license	vEvAhika_anujFApawra
marriage_of_convenience	PAyaxe_ke_lie_ki_gaI_SAxIa
marriageable_age	vEvAhika_umra
married_couple	vivAhiwa_xampawI
marry_into	meM_SAxI_kara
marry_money	amIra_vyakwi_se_vivAha_kara
marry_off	SAxI_kara_xe
marry_up	mela_KA
marsh_gas	mArSa_gEsa/mIWena
marsh_tea	jafgalI_rojamerI
marshalling_yard	vinyAsa_yArda
martial_art	yuxXa-kalA
martial_law	sEnika_kAnUna
marvel_at	para_lattU_ho
mashed_potato	xalA_huA_Al
mashed_potatoes	masalA_huA_AlU
masked_ball	mAskata_bala
masking_tape	CaxmAvaraNIya_PIwA
mass_communications	janasamparka_mAXyama
mass_spectrometer	spektramamApI/varNakramamApI
massage_parlour	mAliSa-KAnA/veSyAlaya
master_class	xakRa_vixyArWiyoM_ke_lie_safgIwa_pATa
match_against/with	ke_sAWa_kI_barAbarI_karane_kI_koSiSa_kara
match_point	mEca_painta
match_up	joda/mela_KA
match_up_to	mela_KA
materia_medica	BeRajaguNavijFAna
maternity_leave	prasavAvakASa
maternity_pay	prasUwi_vewana
matinee_idol	mohaka_aBinewA
matron	metrana
mature_student	vayaska_vixyArWI
may_as_well	cAhie
may_be	SAyaxa/lagaBaga
may_just_as_well	cAhie
mean_business	sacamuca_karane_kA_irAxA_raKa
mean_to_say	kahane_kA_ASaya_ho
mean_well	SuBakAmanA_kara
means_test	jIvikA_sAXana_kI_jAFca
measure_out	le
measure_up	barAbara_ho
measuring_tape	PIwA/tepa
meat_grinder	kImA_banAne_kI_maSIna
meat_packer	mAMsa_kA_Woka_vikrewA
median_strip	anwaHsWala
medical_examiner	cikiwsaka
medical_instrument	Saswra
medical_officer	cikiwsAXikArI
medical_prognosis	pUrvAnumAna
medicine_man	jAxUgara
medium_wave	maXyama_warafga
medulla_spinalis	merurajju
meet_half-way	samaJOwA_kara_le
meet_up	mila
meet_up_with	mila
meet_with	anuBava_kara/mila/milanA/prawyuwwara_xe/sAmanA_kara
melt_away	gAyaba_ho/piGalA_xe
melt_down	galA
melt_into	XIre-XIre_lupwa_ho/kramaSaH_baxala
member_state	saxasya_xeSa
memory_access	memarI_Eksesa
memory_lane	awIwa_kI_yAx
menage_a_trois	trikoNIya_parivAra
mend_fences	sambanXa_suXAra
mental_age	bOxXika_umra
mental_arithmetic	mOKika_gaNiwa
mental_defectiveness	nyUnamanaskawA
mental_illness	mAnasika_roga
mental_patient	mAnasika_rogI
mental_retardation	sAmAnya_vikAsa_meM_kamI
mercantile_establishment	xukAna
merchant_bank	vyApArI_bEMka
merchant_banker	SreRTI_bEMkara
merchant_banking	vyApArI_bEMka_vyavasAyaa
merchant_marine	vyApArI_jahAjI_bedA
merchant_navy	vyApArI_jalayAna_evaM_nAvika_gaNa
mercury	pArA
mercy_killing	xayA_mqwyu
mess_about	GUma/iXara-uXara_kara/mUrKoM_jEsA_barwAva_kara
mess_about_with	ke_sAWa_Ceda-Cada_kara
mess_around	GUma/iXara-uXara_kara/mUrKoM_jEsA_barwAva_kara
mess_around_with	ke_sAWa_Ceda-Cada_kara
mess_up	bigAda_xe/ganxA_kara_xe
mess_with	ke_sAWa_Ceda-CAda_kara/pareSAna_kara
message_pad	sanxeSa_pEda
metal_detector	XAwu_saMsUcaka
metal_fatigue	XAwu-xoRa
metal_plating	mulammA
metaphorically_speaking	rUpakAlafkAra_kI_xqRti_se
meteorological_observation_post	mOsama_kAryAlaya
meteorological_satellite	mOsama_setalAita
methamphetamine_hydrochloride	meWEMPetAmIna_klorAida
method_of_accounting	leKA_paxXawi/leKA_praNAlI
methyl_alcohol	miWAila_alkohala
methylated_spirit	meWaliwa_spirita/meWilayukwa_spirita
methylated_spirits	meWaliwa_spirita/meWilayukwa_spirita
metric_ton	mItarI_tana/metrika_tana
metric_weight_unit	BAra_kI_mItrika_ikAI
microwave_oven	mAikroveva_cUlhA/sUkRmawarafga_BattI
microwave_radar	sUkRmawarafga_redAra
middle_age	maXya_vaya
middle_class	maXyama_varga
middle_distance	maXya_xUrI
middle_ear	maXyakarNa
middle_management	maXya_prabanXa
middle_manager	maXya_prabanXaka
middle_name	maXyanAma
middle_school	mAXyamika_vixyAlaya
middle_watch	rAwa_kA_paharA
midle_finger	maXyamA
midterm_examination	maXyAvaXi_parIkRA
might_as_well	calo_hI
might_just_as_well	OroM_jEsA_hI/calo_hI
mileage_allowance	mIla_BawwA
miles_from_anywhere	suxUra_ekAnwa_meM
miles_from_nowhere	suxUra_ekAnwa_meM
military_blockade	senA_xvArA_GerAbanxI
military_chaplain	pAxarI
military_junta	sEnika_sarakAra
military_machine	saSaswra_senA
military_police	senA-pulisa_kA_sipAhI
military_service	sEnya_sevA
military_volunteer	svayaMsevI
militate_against	ke_virUxXa_praBAvI_ho
milk_and_honey	xUXa_Ora_Sahaxa
milk_chocolate	xUXa_miSriwa_cAkaleta
milk_float	xugXa_vAhana
milk_leg	GanAswraSirASoWa
milk_pox	laGu_masUrikA
milk_round	xUXa_vikraya_hewu_BramaNa
milk_shake	xUXa_miSriwa_peya
milk_tooth	xUXa_kA_xAnwa
milkweed_butterfly	milkavIda_bataraPlAi
mill_about	AvArAgarxI_kara
mill_around	AvArAgarxI_kara
mince_pie	kImA_kA_samosA
mind_out	hata/sAvaXAna_raha
mind_over_matter	maswiRka_niyaNtraNa
mind_you	xeKa
mine_run	sAXAraNa
mineral_vein	Kanija_kI_XArI
mineral_water	Kanija_jala
minimum_lending_rate	nimnawama_qNa_byAja_xara
minimum_wage	nyUnawama_vewana
minister_to	sevA_kara
mink_coat	miMka_kota
minor_in	kA_gONa_viRaya_ho
minority_government	alpamawa_sarakAra
minute_steak	pawalA_mAMsa_kA_tukadA
miracle_play	Xarma_nAtaka
mirror_image	xarpaNa_prawibiMba
miscarriage_of_justice	nyAya-hawyA
miserable_as_sin	awyaXika_xuHKI
miss_out	Coda_xe/suavasara_Ko_xe
miss_the_boat	mOkA_gazvA_bETa
miss_the_bus	mOkA_gazvA_bETa
miss_the_mark	asaPala_ho
missing_link	aprApwa_kadI
mist_over	XunXalA_ho/kohare_se_XunXalA_ho
mistake_for	galawI_se_samaJa
mitre_joint	kalamI_joda
mix_in	milA
mix_into	meM_miSriwa_kara/milAkara_banA/milA
mix_up	iXara-uXara_kara_xe/pahacAnane_meM_gadabada_kara_xe/ulaJA_xe
mixed_bag	viBinnawA_kA_miSraNa
mixed_blessing	lABa-hAni_miSriwa
mixed_doubles	miSriwa_yugala
mixed_econommy	miSriwa_arWavyavasWA
mixed_farming	miSriwa_kqRi/misriwa_kqRi
mixed_feelings	miSriwa_BAvanA
mixed_grill	miSriwa_vyaFjana
mixed_marriage	anwarjAwiya_vivAha
mixed_metaphor	miSra_rUpaka
mixer	sAmAjika_xala
mobility_allowance	vikalAfga_sahAyawA_BawwA
modal_auxiliary	rUpAwmaka_kriyA
modal_auxiliary_verb	rUpAwmaka_kriyA
modal_verb	rUpAwmaka_kriyA
modern_language	AXunika_BARA
modus_operandi	kArya_praNAlI
modus_vivendi	Jagade_kA_nipatArA_hone_waka_kI_gaI_vyavasWA
moment_of_truth	nirNAyaka_kRaNa/sawya_kA_kRaNa
monarch_butterfly	monArka_bataraPlAi
money_for_jam	kUde-kabAde_se_prApwa_pEsA
money_for_old_rope	kUde-kabAde_se_prApwa_pEsA
money_market	muxrA_bAjAra
money_order	XanAxeSa/manI_Ardara
money_talks	pEsA_bolawA_hE/pEsA_bolwA_hE
monitor_lizard	manItara_CipakalI
monkey_about	mUrKawApUrNa_vyavahAra_kara
monkey_about_with	ke_sAWa_mUrKawA_se_Kela
monkey_around	iXara-uXara_kara/mUrKawApUrNa_vyavahAra_kara
monkey_around_with	ke_sAWa_mUrKawA_se_Kela
monkey_business	gErakAnUnI-vyavahAra
monkey_nut	mUzgaPalI
monkey_wrench	cUdIxAra_pAnA
monozygotic_twin	ekANdI_yamaja
monozygous_twin	ekANdI_yamaja
mooch_about	nirUxxeSa_GUma
mooch_along	nirUxxeSa_GUma
mooch_around	nirUxxeSa_GUma
mood_music	mUda_myUjika
moon_blindness	niSAnXawA
moon_curser	waskara
moon_over	ke_KyAloM_meM_Koye_rah
mop_up	burI_waraha_se_paCAda_xe/nipatA/pUrNa_aXikAra_kara_le/poCa_xe/poCa/saPAyA_kara
mope_about	hawowsAhiwa_hokara_GUma
mope_around	hawowsAhiwa_hokara_GUma
moral_excellence	saxAcAriwA
moral_support	nEwika_sahArA
moral_victory	nEwika_vijaya
morality_play	nEwika_nAtaka
more_and_more	aXikAXika_rUpa_se/uwwarowwara/awyaXika
more_haste,_less_speed	jalxabAjI_acCI_nahIM_howI
more_like	behawara
more_like_it	behawara
more_often_than_not	AXe_se_aXiak_samaya
more_or_less	karIba-karIba/karIba_karIba/lagaBaga
more_than	aXika/se_aXika/kI_wulanA_meM/ke_alAvA_Ora_BI
more_urgent_than_ever	Ora_BI_AvaSyaka
morning_coat	mArniMga_kota
morning_dress	samArohI_vastra
morning_glory	prAwaHsrI
morning_sickness	garBavawI_kA_prAwarUwkleSa
morning_star	Sukra_graha
morris_dance	mArisa_nqwya
morris_dancer	mArisa_narwaka
mortal_sin	mahApApa
mortice_lock	cUlaxAra_wAlA
mortise_lock	cUlaxAra_wAlA
mosquito_boat	maSaka_nOkA
mosquito_craft	maSaka_nOkA
mosquito_net	macCaraxAnI
most_like	samBavawaH
most_likely	samBavawaH
mother_country	mAwqBUmi/svaxeSa
mother_figure	bujurga_Orawa
mother_superior	maTAXyakRA
mother_tongue	mAwq_BARA
mother_wit	vyAvahArika_buxXi
motion_picture	calacitra
motion_study	prayAsa_kA_aXyayana
motor_bike	motarasAikila
motor_boat	motara_bota
motor_car	motara_kAra
motor_cycle	motarasAikila
motor_cyclist	motarasAikila_savAra
motor_scooter	motara-skUtara
motor_torpedo_boat	tarpIdo_nOkA
mount_guard	rakRaka_kA_kAma_kara
mountain_ash	rakwa_kola/rovana_vqkRa
mountain_bike	pahAdI_sAikila
mountain_lion	weMxuA
mountain_range	parvawamAlA
mouse_deer	pisUrI
mouth_off	SikAyawa_kara
mouth_organ	mAuWa_oYrgana
movable_feast	cala-parva
move_about	cala
move_along	cala
move_around	saFcAliwa_kara
move_down	nIce_Kisaka
move_heaven_and_earth	AkASa-pAwAla_eka_kara_xe
move_house	Gara_baxala
move_in	makAna_meM_Akara_rahane_laga/raha
move_in_on	kI_ora_baDa
move_into	makAna_meM_Akara_rahane_laga
move_into_line	ke_anusAra_cala
move_off	cala_xe
move_on	Age_baDa/baxala
move_on_to	kI_ora_baDaa
move_out	Gara_Coda_xe
move_over	Kisaka
move_the_goalposts	parivarwana_lA
move_up	Kisaka
move_up_in_the_world	badA_AxamI_bana
movie_star	PilmI_siwArA/Pilma-siwArA
movie_theater	citrAlaya
mow_down	mAra_dAla
much_as	yaxyapi
much_less	kI_bAwa_wo_xUra
much_longer	aba_Ora_nahIM
much_of_a_muchness	eka_jEsA
much_the_same	karIba-karIba_usI_hAlawa_meM
muck_about	iXara-uXara_kara/mUrkawA_kara
muck_around	iXara-uXara_kara/mUrkawA_kara
muck_in	Apasa_meM_bAzta_le
muck_out	gobara_sAPa_kara
muck_up	gazvA_xe
mucous_membrane	SleRmala_JillI
muddle_along	nirUxxeSya_jIvana_bIwA
muddle_through	saPala_ho
muddy_the_waters	hAlAwa_bigAda_xe
mug_shot	cehare_kA_Poto
mug_up	rata_dAla
mug_up_on	rata_dAla
mulberry_tree	SahawUwa_kA_peda
mull_over	gaharAI_se_vicAra_kara
multiple_personality	viKaNdiwa_vyakwiwva
multiple_sclerosis	maltipala_skilarosisa
multiplex_cinema	bahuparxIya_sinemAGara/bahupatIya_sinemA_hala
multiplication_table	guNana_sAraNI
multiplicative_inverse	vyuwkrama
multiplier_onion	CotA_pyAjaA
muscle_in	meM_hissexAra_bana
muscular_dystorphy	peSIya_roga
muscular_dystrophy	mAMsapeSI-xurvikAsa
musculus_pectoralis	aMsapeSI
musculus_quadriceps_femoris	cawuH_Siraska_peSI
museum_piece	purAnI_vaswu/ruDivAxI_vyakwi/uwkqRta_namUnA
mushroom_cloud	nABikIya_bama_visPota_ke_bAxa_bane_bAxala
music_box	safgIwa_petI
music_stand	svaralipi_stEMda
music_to_ears	bahuwa_AnanxIwa_kara
musical_accompaniment	safgawa
musical_box	safgIwa_petI
musical_chairs	kursI_xoda/safgIwayukwa_kursI_xOda
musical_comedy	safgIwa-nAtikA
musical_instrument	vAxya_yaNtra
musical_octave	sapwaka
musk_mallow	maska_mElo
musk_turtle	kaswUrI_kaCuA
mustard_gas	mastarda_gEsa
mute_button	myUta_batana
mutton_chop	matana-capa_galamucCA
mutton_dressed_as_lamb	bUDI_GodI_lAla_lagAma
mutual_exclusiveness	asafgawi
mutual_fund	pArasparika_niXi/sAJA_koSa
mutual_insurance_company	sahaBAgI_bImA_kampanI
my_God	he_BagavAna
my_eye	bakavAsa
my_foot!	merA_pEra
my_hat!	kyA_bAwa_hE!
my_word!	bApa_re!
mynah_bird	mEnA
mystery_play	rahasya_nAtaka
mystery_story	jAsUsI_kahAnI
mystically	AXyAwmika_Dafga_se
nail_down	bAXya_kara/kIleM_jada_kara_surakRiwa_kara/vAswava_meM_pawA_lagA
nail_down_to	bAXya_kara
nail_on	kIla_se_lagA
nail_onto	kIla_se_lagAa
nail_polish	nAKUna_pAliSa
nail_scissors	naKa_kEMcI
nail_to	kIla_se_lagAa
nail_up	kIla_lagA/kIleM_jada_kara_surakRiwa_kara
nail_varnish	nAKUna_pAliSa
name_names	nAma_bawA
narrow_down	sImiwa_kara_le
nasal_twang	nakiyAhataxAra_sWAnIya_lahaja
national_anthem	rARtrIyagANa/rARtragAna
national_convention	rARtrIya_saBA
national_curriculum	rARtrIya_pATyakrama
national_debt	sarakArI_qNa
national_grid	rARtrIya_grida
national_highway_traffic_safety_administration	nESanala_hAive_trEPika_sePtI_edaministreSana
national_park	rARtrIya_uxXana/rARtrIya_uxyAna
national_service	rARtrIya_sevA
national_socialism	nAjIvAxa
national_trading_policy	rARtrIya_vyApAra_nIwi
native_Australian	mUla_oYstreliyAI
nativity_play	iSu-janma_nAtaka
natural_childbirth	prAkqwika_prasUwi
natural_gas	prAkqwika_gEsa
natural_history	prAkqwika_iwihAsa
natural_science	prAkqwi-vijFAna
natural_selection	prAkqwika_varaNa
nature_reserve	prAkqwika_ArakRiwa_BUmi
nature_study	prakqwi_aXyayana
nature_trail	pagadaNdI
nautical_mile	samuxrI_mIla
navy_bean	nevI_bIna
navy_blue	gaharA_nIlA/gaharA_nIlA_rafga
navy_man	nOsEnika
neap_tide	laGu-jvAra_BAtA
near_at_hand	pAsa_meM_hI
near_her_time	garBAXAna_kA_samaya_samIpa_ho
near_miss	bAla-bAla_bacane_kI_sWiwi/jarA_sI_cUka
near_the_knuckle	lagaBaga_anuiciwa
near_to_heart	awyaXika_priya
near_to_home	sawya_ke_samIpa
nearest_and_dearest	awyanwa_GaniRTa_sambanXI
neck_and_neck	barAbara_mukAbale_kA
neck_of_the_woods	ilAkA
needless_to_say	kahane_kI_AvaSyakawA_nahIM/kahane_kI_AvaSyakawA_nahIM_hE
neighbourhood_watch	adosa-padosa_kI_ApasI_nigarAnI
neither_here_nor_there	mahawvahIna
neither_hide_nor_hair_of	awA-pawA_nahIM
neon_sign	nIona_sAina
nerve_gas	wanwrikA_ko_hAni_pahuzcAnI_vAlI_gEsa
nerves_of_steel	lOha-purURa
nervous_breakdown	waNtrikA_vikAra
nervous_system	wanwrikA_wanwra
nervus_abducens	apakarRiNI_wanwrikA/apavarwanI_wanwrikA
nervus_accessorius	sahAyaka_nAdI/sahAyaka_wanwrikA
nervus_vagus	vegasa_wanwrikA
nest_egg	BavaRya_ke_lie_surakRiwa_Xana
never_hear_the_end_of_it	eka_hI_bAwa_bAra-bAra_yAxa_A
never_in_a_hundred_years	iwane_sAloM_meM_kaBI_nahIM
never_in_a_million_years	iwane_sAloM_meM_kaBI_nahIM
never_look_back	kaBI_pICe_mudakara_nahIM_xeKa
never_mind	kI_bAwa_CodZ/koI_bAwa_nahIM/wo_bAwa_hI_Coda
never_miss_a_trick	bahuwa_sacewa_ho
never_say_die	himmwa_mawa_hAro
never_suffer_fools_gladly	mUrKoM_se_xUra_raha
never_you_mind	kI_bAwa_Coda
new_blood	nayA_saxasya/naye_yuvA
new_born	navajAwa_SiSu
new_broom	nava-niyukwa_variRTa_aXikArI
new_deal	nayI_arWa_vyavasWA
new_moon	amAvasyA/navcanxra
new_town	nUwana_Sahara
new_wave	nayI_lahara
new_wave/New_Wave	nayI_lahara/nyU_veva
new_year	navavarRa
newborn_baby	navajAwa_SiSu
newborn_infant	navajAwa_SiSu
newel_post	sopAna-swamBa
news_agency	samAcAra_ejensI/samAcAra_saMsWA/samAcAra_samiwi
news_bulletin	samAcAra_buletina
news_organisation	samAcAra_saMsWA
news_organization	samAcAra_saMsWA
news_report	samAcAra_vivaraNa
news_room	saMAcAra-kakRa
newspaper_shop	aKabAra_vAle_kI_xukAna
newsstand_operator	aKabAravAlA
next_but_one	piCale_se_ko_Codakara
next_door	pAsa_ke_makAna_meM/pAsa_meM
next_of_kin	nikatawama_sambanXI
next_to	karIba-karIba/ke_bAxa/ke_sAmane
next_to_nothing	kuCa_nahIM_ke_barAbara
nice_and	suKapUrvaka
nice_work_if_you_can_get_it	acCA_XanxA_hE_kamAne_kA
night_and_day	rAwaxina
night_blind	niSAnXa
night_blindness	niSAnXawA/rawOMXI
night_depository	rAwri_wijorI
night_jasmine	harasiMgAra/pArijAwa
night_jessamine	harasiMgAra/pArijAwa
night_night	SuBa_rAtri
night_safe	rAtrakAlina_koRAgAra/rAwri_wijorI
night_school	rAwri-vixyAlaya/sAnXya_vixyAlaya
night_time	rAwrikAlIna
night_vision	rAwri_xqRti
night_watch	rAwa_kA_paharA
nimbus_cloud	varRAmeGa
nine_times_out_of_ten	lagaBaga_hameSA
nine_to_five	nOM_se_pAzca
nip_off	kAta_kara_nikAla_xe/noMcakara_nikAla
nitric_acid	nAitrika_kRAr
nitrous_oxide	nAitrasa_oYksAida
no_better_than	lagaBaga
no_chance	rawwI_Bara_BI_mOkA_nahIM
no_comment	muJe_kuCa_nahIM_kahanA
no_dice	bilkula_nahIM
no_doubt	niHsanxeha
no_end	bahuwa_jyAxA
no_expense_spared	kuCa_pEsA_bacA_nahIM_hE
no_expenses_spared	kuCa_pEsA_bacA_nahIM_hE
no_fear	kaxApi_nahIM
no_fool_like_an_old_fool	purAne_vyakwi_nOjavAnoM_se_jyAxe_mUrKa_howe_hE
no_go	asamBava
no_hard_feelings	koI_katuwA_nahIM
no_harm_done	koI_KawarA_nahIM_hE
no_less	acCA!
no_less_than	se_kama_nahIM
no_longer	aba_Ora_nahIM
no_man's_land	lAvArisa_praxeSa/maXyavarwI_avasWA
no_matter	kI_paravAha_kie_binA/para_XyAna_xie_binA/koI_bAwa_nahIM
no_matter_what	kuCa_BI
no_matter_what_happens	cAhe_jo_ho_jAe
no_matter_where	kahIM_BI
no_matter_who	koI_BI
no_mean	bahuwa_acCA
no_more	aXika_nahIM/na_wo
no_more_than	kevala
no_news_is_good_news	koI_Kabara_na_milanA_hI_acCe_kA_safkewa_xewA_hE
no_offence	burA_mawa_mAnie
no_one	koI_nahIM/koI_vyakwi_nahIM
no_peace_for_the_wicked	xuRta_loga_cEna_se_nahIM_jI_pAwe
no_rest_for_the_wicked	xuRta_loga_cEna_se_nahIM_jI_pAwe
no_room_to_swing_a_cat	wila_Xarane_kI_BI_jagaha_nahIM_hE
no_show	wila_Xarane_kI_BI_jagaha_nahIM_hE
no_sir!	niSciwa_hI_nahIM
no_sirree!	niSciwa_hI_nahIM
no_smoke_without_fire	jahAz_XuAz_vahAz_Aga
no_sooner...than...	aBI_hI_ki
no_sooner_said_than_done	bAwa_muzha_se_nikalawe_hI_pUrI_ho_gayI
no_strings_attached	binA_kisI_Sarwa
no_such_luck	EsA_BAgya_kahAz
no_sweat	koI_bAwa_nahIM
no_time_like_the_present	kAla_kare_so_Aja_kara,_Aja_kare_so_aba
no_two_ways_about_it	koI_Saka_nahIM_hE
no_way	kawwaI_nahIM/kisI_BI_warIke_se_nahIM/kisI_BI_waraha_nahIM
nod_off	AzKa_laga
nodal	granWi_sambanXI
nom_de_guerre	CaxmanAma
nom_de_plume	upa-nAma
non_compos_mentis	vicArahIna
non_dual	axvEwa
non_duality	axvEwavAxa
non_sequitur	nAnumiwi
none_but	kevala
none_other_than	ke_awirikwa_Ora_koI_nahIM
none_the_less	Pira_BI
none_the_wiser;_not_any_the_wiser	kuCa_akla_nahIM_AI
north_east	uwwara_pUrvIya/uwwara_paScimI/uwwara_pUrva/uwwara_pUrva_kI_ora
north_west	uwwara_paScima
northern_mammoth	uwwarI_mEmaWa
nose_about/around/round	wAka-JAfka_kara
nose_around	wAka-JAfka_kara
nose_drops	noja_drapsa
nose_out	BAzpa_le
nose_ring	naWa/nakela
nose_round	wAka-JAfka_kara
nose_to_tail	sate_hue
not_a_bit	bilkula_nahIM
not_a_bit_of_it	bilkula_nahIM
not_a_dicky-bird	kuCa_BI_nahIM
not_a_few	bahuwa_se
not_a_hope!	WodI_sI_BI_ASA_nahIM!
not_a_sausage	kuCa_BI_nahIM
not_all_roses	pUrI_waraha_se_suKI_nahIM
not_all_that	bekAra
not_anything_like	bilkula_nahIM/jEsA_bilkula_nahIM
not_anywhere_near	nahIM
not_as_as_all_that	bahuwa_nahIM
not_as_black_as_it_is_painted	uwanA_KarAba_nahIM_jiwanA_kahA_jAwA_hE
not_as_black_as_one_is_painted	uwanA_KarAba_nahIM_jiwanA_kahA_jAwA_hE
not_at_all	bilkula_nahIM/koI_bAwa_nahIM
not_at_any_price	kisI_BI_Sarwa_para_nahIM
not_bad	TIka
not_bat_an_eye	binA_AScarya_prakata_kie
not_bat_an_eyelid	binA_AScarya_prakata_kie
not_be_a_patch_on	kI_apekRA_kuCa_BI_nahIM_ho
not_be_any_respecter_of_persons	saba_ke_sAWa_eka_hI_jEsA_salUka_kara
not_be_born_yesterday	xUXa_pIwA_baccA_nahIM_ho
not_be_far_off	lagaBaga_sahI_ho
not_be_far_out	lagaBaga_sahI_ho
not_be_far_wrong	lagaBaga_sahI_ho
not_be_himself	wabIyawa_TIka_nahIM_ho
not_be_quite_up_to_the_mark	acCA_nahIM_mahasUsa_kara
not_be_saying_much	koI_viSeRa_bAwa_nahIM_hE
not_be_up_to_much	bahuwa_acCA_nahIM_ho
not_be_up_to_the_mark	acCA_nahIM_mahasUsa_kara
not_be_wearing_a_stitch	nafgA_ho
not_breath_a_word	eka_Sabxa_BI_nahIM_kaha
not_breathe_a_word	kuCa_nahIM_bawA
not_by_a_long_chalk	bilkula_BI_nahIM
not_by_a_long_shot	bilkula_BI_nahIM
not_by_any_manner_of_means	kaxApi_nahIM
not_by_any_means	haragija_nahIM
not_by_any_stretch_of_the_imagination	anumAnawaH_nahIM
not_care_a_fig	rawwI-Bara_BI_paravAha_nahIM_kara
not_care_a_fig_for	rawwI-Bara_BI_paravAha_nahIM_kara
not_care_a_fuck	WodI_BI_paravAha_nahIM_ho
not_care_a_hang	WodI_BI_paravAha_nahI_kara
not_care_a_hoot	WodI_BI_paravAha_nahIM_ho
not_care_a_straw	WodI_BI_paravAha_nahIM_ho
not_care_damn	koI_paravAha_nahIM_kara
not_care_less	WodI_BI_paravAha_nahIM_ho
not_care_two_hoots	WodI_BI_paravAha_nahIM_ho
not_care_two_straws	WodI_BI_paravAha_nahIM_ho
not_care_twopence	kuCa_BI_paravAha_nahIM_kara
not_come_amiss	galawa_SAbiwa_nahIM_ho
not_come_cheap	saswA_meM_nahIM_mila
not_come_to_anything	mittI_meM_mila
not_come_to_much	saPala_nahIM_ho
not_come_up_to_expectations	apekRA_ke_anurUpa_nahIM_ho
not_cricket	anuciwa
