#	/Amidst/Bilberry/Fine,/I/It/It/Kaladhungi/On/Ratna/The
###########################################################################################################	The
#-----------	The
#------------------	The
#-------------------	The
#==================	The
#===================	The
#A	descendant
#All	salesmen/the
#As	a/the
#Besides,	Aptech,
#But	do/this/when/you
#By	Alpana/Anita/Krithika/Nandini/Preeti/Sarita/drinking
#Chew	the
#Children	are
#Discounting	Bills
#Do	not/not
#Drink	plenty
#English-compound-word	Hindi-meaning
#Following	entries
#Fruits	and
#GITMO	was
#He	came
#I	am/want/will
#In	comparison/this,
#India	has
#It	was
#Kalajar	is
#Keep	taking
#Look,	I
#Lord	Caitanya
#New	Entries
#Not	only
#One	does
#Researches	have
#Structure_of_the_file:	have
#Suggested	by/by
#The	citizens/danger/use
#There	are
#Therefore	everybody
#Therefore,	the/the
#This	is/palace
#Unplugging	the
#We	saw
#What	is/is
#When	Arjun/these
#Yes	of
#Yes,	Yes.
#You	keep/keep
#based_on	para_AXAriwa
#powered	wheelchair
#station	master
,_in_short_,	safkRipwa_meM
information_processing	sUcanA_prakrama
information_retrieval	sUcanA_punaH_prApwi
information_services_of_india	BArawIya_sUcanA_sevA
information_source	sUcanA_srowa
information_system	sUcanA_praNAlI
information_technology	sUcanA_prOxyogikI
information_theory	sUcanA_sixXAnwa
informed_of	se_avagawa
informed_shopper	suvijFa_grAhaka
infra_dig	prawiRtA_ke_prawikUla
infrared_emission	avarakwa_uwsarjana
infrastructural_facilities	buniyAxI_IUlaBUwa_suviXAeM
infrastructure_management	avasaMracanA_prabanXana
infringement_of_rules	niyama_awilanxana
infructuous_expenditure	niRPala_Karca
inherent_ambiguity	anwanihiwi_aspaRtawA
inherent_aptitude	anwarnihiwa_aBikRamawA
inherent_rights	sahaja_aXikArI
inheritance_tax	virAsawa_kara
inherited_error	nihiwa_wruti
inherited_property	virAsawI_sampwwi
inhibiting_factors	bAXaka_wawva
inhuman_treatment	amAnuRika_vyavahAra
initial_address	prAAMraBiMka_pawA
initial_allocation	prAraMiBaka_viniXAna
initial_and_subsidiary_accounts	prAraMiBaka_sahAyaka_lewaKe
initial_capital	prAraMiBaka_pUFjI
initial_cash_and_stock_accounts	prAraMiBaka_rokada_waWA_stAka_leKe
initial_depreciation	prAraMiBaka_mUlya_ha_aAsa
initial_pay	prAramBika_vewana
initial_program_load	prAramBika_kramAxeSa_BAra
initial_public_offering	SurU_meM_janawA_ke_lie_praswAva
initial_recruitment	AraMiBaka_BarwIr
initial_recruitment_examination_for_divisional_accountants	maNdala_leKAkArI_kI_prAraMiBaka_BarwI_parIkRA
initial_spurt	prAraMiBaka_wejI
initial_stage	prAraMiBaka_avasWA
initial_state	AramBika_avasWA
initial_subscriptions	prAraMiBaka_aiBaxAna
initiator_procedure	prAramBaka_prakriyA
injection_room	suWa_kakRa
injective_function	ekEkI_Palana
injudicious_purchases	vivekahIna_KarIxa
injured_party	apakqwa_pakRa
injury_time	Kela_ke_anwa_meM_awirikwa_samaya
ink_bottle	syAhI_xavAwa
ink_cartridge	syAhI_kI_kAratreja
ink_jet_printer	syAhI_jEta_muxraka
ink_pad	syAhI_pEda
inkjet_printer	syAhI_muxraka
inky_cap	syAhI_yukwa_topI
inland_bill	xeSAByanwara_bila
inland_bills	sakArane_para_supurxa_kie_jAne_vAle_xeSI_praleKa_bila
inland_bills_of_exchange	xeSI_vinimaya_bila
inland_bills_purchased_and_discounted	KarIxe_Ora_BunAye_gaye_xeSI_bila
inland_route	xeSI_IMwarxeSIya_mArga
inland_trade	xeSI_IMwarxeSIya_vyApAra
inland_water_transport_directorate	anwarxeSIya_jala_parivahana_nixeSAlaya
innate_reflex	svABAvika_prawikRepa_kriyA
inner_circle	BIwarI
inner_city	BIwarI_Sahara
inner_code	anwaH_kUta
inner_ear	BIwarI_kAna
innovative_banking	navonmeRa_bEMkiMga
innovative_method	nava_paxXawiyAM
innovative_qualities	navAcArI_gupra
inoperable_time	apracAlanIya_kAla
inoperative_accounts	apravarwI_IiiRkraya_leKe
inordinate_delay	awyaXika_xerI_Iilamba
inorganic_chemistry	ajEva_rasAyana_vijFAna
inorganic_compound	ajEvika_miSra_paxArWa
inorganic_matter	akArbonika_paxArWa
input_based_classification	niviiRta_AXAriwa_vagabakaraNa
input_buffer_register	niveSa_baPara_paFjI
input_job_stream	niveSa_kArya_pravAha
input_output_buffer	niveSa_nirgama_baPara
input_output_controller	niveSa_nirgama_niyanwraka
input_output_cycle	niveSa_nigarma_cakra
input_output_device	niveSa_nirgama_yukwi
input_output_processor	niveSa_nigarma_prakramaka
input_output_register	niveSa_nigarma_paFjI
input_output_statement	niveSa_nigarma_kaWana
input_output_unit	niveSa_nigarma_ekaka
input_storage	niveSa_BaNdAra
input_unit	niveSa_ekaka
input_validation	niveSa_mAnyakaraNa
inquiry_agent	jAzca_prawiniXi
ins_and_out	Uzca_nIca
ins_and_outs	pUrA_vivaraNa
insane_asylum	pAgalaKAnA
inscribed_stock	afkiwa_stAka
insect_bite	kIde_kA_kAtA
insect_collector	kIta_safgrAhaka
insecticide_attendant	kItanASI_paricara
inserted_paragraph	niveSiwa_pErAgrAPa_anucCexa
insertion_sort	niveSaka_CAMEYta
inside_lane	bAze_ora_ke_vAhanoM_kA_paWa_mArga
inside_out	anxara_bAhara
insider_sales	viSeRa_lABAnviwa_bikrI
insolvency_clerk	xivAlA_klarka
insolvency_proceeding_pedning	xivAlA_kArravAWa_anirprIwa
insomorphic_latter	samarUpI_jAlaka
inspecting_officer	nirIkRaNa_aXikArI
inspection_after_execution	mOke_para_nirIkRaNa
inspection_at_site	ke_bAvajUxa
inspection_authority	nirIkRaNa_prAXikArI
inspection_bungalow	nirIkRaNa_bafgalA
inspection_carriage	nirIkRaNa_gAdI
inspection_certificate	nirIkRaNa_pramANapawra
inspection_chamber	nirIkRaNa_kakRa
inspection_circle	nirIkRaNa_sarkila
inspection_equipment	nirIkRaNa_upaskara
inspection_fee	nirIkRaNa_Sulka
inspection_for_certain_specific_purposes	kuCa_viSiRta_umeSyoM_hewu_nirIkRaNa
inspection_forms	nirIkRaNa_prapawra_aArma
inspection_house	nirIkRaNa_gqha
inspection_manual	nirIkRaNa_niyama_puswaka
inspection_note	AvaXika-nirIkRaNa
inspection_of_stocks	stAka_nirIkRaNa
inspection_officer	nirIkRaNa_aXikArI
inspection_procedure	nirIkRaNa_prakriyA
inspection_programme	nirIkRaNa_kAryakrama
inspection_question	nirIkRaNa_praSnAvalI
inspection_report	nirIkRaNa_riporta
inspection_reports	nirIkRaNa_riporta
inspection_section	nirIkRaNa_anuBAga
inspection_team	nirIkRaNa_xala
inspection_unit	nirIkRaNa_ekaka
inspector_general	mahAnirIkRaka
inspector_general_of_forests	vana_mahAnirIkRaka
inspector_general_of_police	pulisa_mahAnirIkRaka
inspector_general_of_prisons	kArAgAra_mahAnirIkRaka
inspector_general_of_registration	rajistrI_mahAnirIkRaka
inspector_general_of_special_police_establishment	viSeRa_pulisa_sWAna_mahAnirIkRaka
inspector_of_accounts	leKA_nirIkRaka
inspector_of_drugs_control	ORaXa_niyanwraNa_nirIkRaka
inspector_of_explosives	visPotaka_nirIkRaka
inspector_of_general_stores	sAmAnya_BaNdAra_nirIkRaka
inspector_of_grain_godowns	anna-goxAma_nirIkRaka
inspector_of_pay_clerk	vewana_klarka_nirIkRaka
inspector_of_plantation	vqkRAropaNa_nirIkRaka
inspector_of_post_offices	dAkaGara_nirIkRaka
inspector_of_printing	muxraNa-nirIkRaka
inspector_of_schools	vixyAlaya-nirIkRaka
inspector_of_station_accounts	steSana_leKA_nirIkRaka
inspector_of_stores	BaNdAra_nirIkRaka
inspector_of_taxes	kara_nirIkRaka
inspector_of_training	praSikRaNa_nirIkRaka
inspector_of_vehicles	vAhana_nirIkRaka
inspector_of_weights_and_measures	bAta_Ora_mApa_nirIkRaka
inspector_of_works	nirmANa_kArya_nirIkRaka
inspector_officer	nirIkRaNa_aXikArI
inspector_on_special_duty	viSeRa_kArya_nirIkRaka
inspectorate_general	mahAnirIkRaprAlaya
inspectorate_of_armaments	AyuXa_nirIkRaprAlaya
inspectorate_of_engineering_equipments	iMjIniyarI_upaskara_nirIkRaprAlaya
inspectors_of_notified_factories	aXisUciwa_kAraKAnoM_kA_nirIkRaka
inspite_of	ke_bAvajUxa
installation_charge	prawiRTApana_mUlya
installation_engineer	saMsWApana_iMjIniyara
installation_of_persian_wheels	rahata_lagAnA
installation_officer	saMsWApana_aXikArI
installation_time	aXiRTApana_kAla
installed_capacity	saMsWApiwa_kRamawA
installment_sales_method	kiswa_bikrI_paxXawi
instalment_bond	kiswa_bANda_aanXapawra
instalment_credit	kiswa_uXAra_apra
instalment_payment	kiSwa_axAyagI
instalment_sales	kiswa_bikrI
instalment_system	kiSwa_praprAlI
instantaneous_check	wAwkAlika_jAFca
instead_of	kI_bajAya
institute_for_the_physically_handicapped	vikalAfga_jana_saMsWAna
institute_of_criminology_and_forensic_science	aparAXa_evaM_nyAyAlayika_vijFAna_saMsWAna
institute_of_nuclear_medicine_and_allied_sciences	nyUklIya_ORaXi_waWA_sambaxXa_vijFAna_saMsWAna
institute_of_physiology	SarIrakriyA_vijFAna_saMsWAna
institutional_base	saMsWAgawa_AXAra
institutional_economics	sAMsWAnika_aaMsWAgawa_arWavyavasWA
institutional_investor	saMsWAgawa_niveSakarwA
instruction_address_register	anuxeSa_pawA_pUFjI
instruction_book	nirxeSa_puswikA
instruction_counter	anuxeSa_gaNaka
instruction_cycle	anuxeSa_cakra
instruction_length_code	anuxeSa_viswAra_kUta
instruction_queue	anuxeSa_pafkwi
instruction_register	anuxeSa_paFjI
instruction_set	anuxeSa_samuccaya
instructions_are_solicited	lagAwAra
instructor_captain	iMstraktara_kEptena
instructor_commander	iMstraktara_kamANdara
instructor_lieutenant	iMstraktara_lePtineMta
instructor_lieutenant_commander	iMstraktara_lePtineMta_kamANdara
instructor_of_programmes	kAryakrama_anuxeSaka
instructor_officer	iMstraktara_aPasara
instrument_flying	yanwroM_xvArA_havAIjahAja_kA_saFcAla
instrument_inspector	yanwra_nirIkRaka
instrument_landing	yAnwrika_havAI_jahAja_uwAra
instrument_mechanic	yanwra_mekEnika
instrument_player	vAxya-yanwra_vAxaka
instrument_repairer	yanwra_miswrI
instrument_tester	yanwra_parIkRaka
instrumental_case	vAxya_safgIwa_kesa
instrumental_conditioning	sahAyaka_anukUlana
instrumental_music	vAxya_safgIwa
insulating_tape	vixyuwa_avaroXI_pattI
insurance_account	bImA_leKA
insurance_agent	bImA_prawiniXi
insurance_broker	bImA_xalAla
insurance_charges	bImA_praBAra
insurance_claim	bImA_xAvA
insurance_company	bImA_kampanI
insurance_cover	bImA_rakRA
insurance_division	bImA_praBAga
insurance_fund_account	bImA_niXi_leKA
insurance_money	bImA_Xana
insurance_officer	bImA_aXikArI
insurance_policy	bImA_yojanA
insurance_policy_system	bImA_pAlisI_praprAlI
insurance_premium	bIme_kI_kiswa
insurance_salesman	bImA_vikrewA
insured_amount	bImAkqwa_rakama_aASi
insured_bank	bImAkqwa_bEMka
insured_letter	bImA_kiyA_huA_pawra
insured_on_rail	anya_bAwoM_ke_sAWa
insurgency_ridden	vixroha_pUrNa
intake_certificates	anwargrahaNa_pramANa_pawra
intangible_asset	aspaRta_parisampawwi
intangible_assets	agocara_amUrwa_parisampwwiyAM_MswiyAM
intangible_nature	agocara_amUrwa_prakAra
integer_constant	pUrNAfka_acara
integer_programming	pUrNAka_progrAmana
integer_variable	pUrNAka_cara
integral_accounts	samAkaliwa_leKe
integral_calculus	samAkalana_gaNiwa
integrate_finance_division	ekIkqwa_viwwa_praBAga
integrated_and_intensified_approach	samekiwa_Ora_wIvra_iRtakopra
integrated_circuit	samanviwa_sarakita
integrated_communication_adapter	ekIkqwa_saFcAra_anukulaka
integrated_credit	ekIkqwa_sAKa
integrated_credit_system	ekIkqwa_sAKa_praprAlI
integrated_data_processing	ekIkqwa_AEYfkadA_saMsAXana
integrated_emulator	ekIkqwa_yanwrAnukArI
integrated_finance	ekIkqwa_vwwi
integrated_foresty_school	samAkaliwa_vana_vixyAlaya
integrated_modem	ekIkqwa_moYdema
integrated_rural_development	samekiwa_aamanviwa_grAmINa_vikAsa
integration_and_development_fund	ekIkaraNa_Ora_vikAsa_niXi
integrity_and_credit_worthiness_of_the_borrower	qNa_lene_vAle_kI_WamAnaxArI_Ora_uXAra_pAwrawA
integrity_of_borrower	qNakarwA_kI_WamAnaxArI
intelligence_activity	gupwacara_kAryakalApa
intelligence_agent	KuPiyA_viBAga_prawiniXi
intelligence_analyst	buxXi_viSleRaka
intelligence_and_investigation_unit	AsUcanA_evaM_anveRapra_yUnita
intelligence_briefing	gupwavArwA_vivaraNa
intelligence_bureau	AsUcanA_byUro
intelligence_effort	gupwavArwA_prayAsa
intelligence_officer	AsUcanA_aXikArI
intelligence_operation	Sawru_ke_bAre_meM_sUcanA_ekawriwa_karanA
intelligence_test	buxXimawwA_kI_parIkRA
intelligent_controller	aBijFAmpalq_niyanwraka
intelligent_terminal	aBijFAmpalq_tarminala
intellignece_bureau	AsUcanA-byUro
intellignece_officer	AsUcanA-aXikArI
intense_head	bahuwa_garmI
intensive_agricultural_area_district	gahana_kqRi_kRewra_jilA
intensive_care	saGana_saMrakRaNa
intensive_care_unit	gahana_xeKa_BAla_ekaka
intensive_cultivation	gahana
intensive_development	gahana_vikAsa
intensive_drive	wIvra_Anxolana
intensive_farming	gahana_SramapraXAna_kqRi
intensive_supply	gahana_ApUrwi
intensive_utilisation	gahana_upayoga
inter_alia	anya_bAwoM_ke_sAWa
inter_bank	anwara_bEMka
inter_bank_agreement	anwara_bEMka_karAra_anubanXa
inter_bank_borrowings	anwara_bEMka_uXAra
inter_bank_call_money_rate	anwara_bEMka_mAfga_muxrA_xara
inter_bank_contracts	anwara_bEMka_saMvixA_Aeke
inter_bank_deposits	anwara_bEMka_jamArASiyAM
inter_bank_market	anwara_bEMka_bAjAra
inter_block	anwaHKaNdaka
inter_block_gap	anwarA_KaNdaka_anwarAla
inter_branch_accounts_reconciliation_of	anwara_SAKA_leKoM_kA_nipatArA_AamAXAna
inter_branch_transaction	anwara_SAKA_lena_xena
inter_city	anwarnagarI
inter_communication	anwarAsaFcAra
inter_connected	anwaH_paraspara_sambaxXa
inter_connected_companies	anwaH_paraspara_sambaxXa_kampaniyAM
inter_corporate_dividend	anwara_kampanI_lABAMSa
inter_corporate_investments	anwara_kampanI_niveSa
inter_departmenta	anwara-viBAgIya
inter_departmental	anwarviBAgIya
inter_departmental_transfer_scroll	anwarviBAgIya_anwaraNa_sUcI
inter_dependent_consumer_preference	anyonyASrayI_Iaraspara_niBarra_upaBokwA_aXimAna
inter_dependent_world_economy	anyonyASriwa_viRva_arWavyavasWA
inter_exchange_channel	anwara_vinimaya_cEnala
inter_governmental_debt	anwara_sarakArI_qNa
inter_institutional_group	anwara_sAMsWAnika_samUha
inter_leaving	anwaH_pawraNa
inter_mobility	anwaraprIyawA
inter_office_accounts	anwara_kAryAlaya_leKe
inter_office_communications	kAryAlayoM_ke_bIca_saFcAra_axAna_praxAna
inter_record_gap	anwarA_aBileKa_anwarAla
inter_regional	anwaH_kRewrIya
inter_relationship	anwara_sambanXa
inter_sc	paraspara
inter_se	usa_viRaya_meM
inter_sectional	anwarAnuBAgIya
inter_sector	anwaH_kRewra
inter_sectoral	anwaH_kRewrIya
inter_state_debt_settlement	anwarrAjyIya_qNa_nipatArA
inter_state_movement	anwarrAjyIya_AvAjAhI_IAwAyAwa
inter_state_remittane	anwarrAjyIya_preRapra
inter_state_transport_commission	anwarrARtrIya_parivahana_Ayoga
inter_unit	anwarA_ekaka
interactive_graphics	anyonyakriyA_AleKiwa
interactive_keyboard_printer	anonyakriyA_kuFjIpatala
interactive_routine	anayonyakriyA_nemakA
interactive_system	anayonyakriyA_wanwra
interchange_stock_verifier	vinimaya_sAmAna_sawyApaka
interchangeable_cash_credit	paraspara_parivarwanIya_nakaxI_qNa
intercom_service	anayonyasaFcArI_sevA
intercommunication_system	paraspara_saFcAra_wanwra
interconnecting_unit	paraspara_sambaXa_ekaka
interdepartmental_meeting	anwarviBAgIya_bETaka
interdiction_effort	maXya_rIwi_prayAsa
interest_account	byAja_leKA
interest_accrued	upaciwa_aroxBUwa_byAja
interest_accrued_and_due	upaciwa_evaM_bAkI_byAja
interest_accrued_but_not_due	upaciwa_kiMwu_aprApya_byAja
interest_accrued_but_not_realised	proxBUwa_kiMwu_vasUla_kiyA_gayA_byAja
interest_accrued_on_advances	agrimoM_para_proxBUwa_byAja
interest_accrued_on_deposit	jamArASi_para_proxBUwa_byAja
interest_and_dividend_on_investments	niveSoM_para_byAja_Ora_lABAMSa
interest_as_percentage_of_sales	bikrI_ke_prawiSawa_ke_rUpa_meM_byAja
interest_bearing	sabyAja
interest_bearing_account	sabyAja_ayAjavAlA_leKA
interest_cage	byAja_kA_KAnA_AoRTaka
interest_clause	byAja_KaNda
interest_component	byAja_xataka
interest_deducted_at_source	Lwrowa_para_kAtA_gayA_byAja
interest_due_date	bjAya_xeya_hone_kI_wArIKa
interest_free_advance	abyAjI_IyAjamuwa_peSagI_Igrima
interest_of_depositors	jamAkarwAoM_kA_hiwa
interest_on_advances	agrimoM_para_byAja
interest_on_borrowings	uXAroM_para_byAja
interest_on_calls	mAfga_rASiyoM_para_byAja
interest_on_capital	pUFjI_para_byAja
interest_on_debentures	dibeMcaroM_para_byAja
interest_on_deposits	jamArASiyoM_para_byAja
interest_on_drawings	AharaproM_para_byAja
interest_on_loans	kajor_r_para_byAja
interest_on_securities	sikyuritiyoM
interest_paid_in_advance	agrima_axA_kiyA_gayA_byAja
interest_pattern	byAja_kA_svarUpa
interest_payable	xeya_byAja
interest_payment_order	byAja_axAyagI_AxeSa
interest_range	byAja_sImA
interest_rate	byAja_xara
interest_rate_cap	byAja_roka
interest_receivable	prApya_byAja
interest_securities	sabyAja_ayAja_vAlI_sikyuritiyAM_MrawiBUwiyAM
interest_subsidy	byAja_upaxAna
interest_suspense_account	byAja_ucanwa_leKA
interest_table	byAja_sAraprI
interest_warrant	byAja_vAraNta
interest_yielding	byAja_praxAnI
interested_director	hiwabaxXa_nixeSaka
interfacial_tension	anwarA_praRTIya_wanAva
interim_accommodation	anwarima_vwwiIya_sahAyawA_AiBAva
interim_award	anwarima_paFcAta
interim_commission	anwarima_Ayoga
interim_dividend	anwarima_lABAMSa
interim_grant	anwarima_anuxAna
interim_order	anwarima_AxeSa
interim_period	anwarima_avaXi
interim_relief	anwarima_sahAyawA
interim_reply	anwarima_uwwra
interim_report	anwarima_riporta
interior_angle	BIwarI_koNa
interior_decorator	BIwarI_sajjAkAra
interior_design	BIwarI_dijAina
interior_designer	Anwara_dijAina_karanevAlA
interior_display	anwarafga_sajjA
interior_door	BIwarI_xvAra
interior_vertex	anwa_SIrRa
interlocking_of_funds	niXiyoM_kA_anwagranWana
intermediary_trade	maXyavarwI_vyApAra
intermediate_buffer	maXyaMvarwI_baPara
intermediate_code_generation	mAXya_safkewajanana
intermediate_college	iMtara_kAleja
intermediate_consumption	maXyavarwIr_upaBoga
intermediate_examination	iMtara_parIkRA
intermediate_goods_industries	maXyavarwI_vaswu_uxyoga
intermediate_liability	maXyavarwI_xeyawA
intermediate_loan	maXyakAlIna_karja_apra
intermediate_node	maXyavarwI_AsanWi
intermediate_payment	anwaH_kAlIna_axAyagI
intermediate_products	maXyavarwI_uwpAxa
intermediate_treasury_bills	maXyavarwI_KajAnA_bila
interministrial_reference	anwamanwrAlayI_havAlA
intermittent_error	aMAwarAyika_wruti
internal_angle	Anwarika_koNa
internal_arrangement	Anwarika_vyavasWA
internal_audit	Anwarika_leKA-parIkRA
internal_audit_deptt.	Anwarika_leKAparIkRA_viBAga
internal_block	Anwarika_KaNda
internal_check	Anwarika_jAzca
internal_combustion	anwarxahana
internal_communication	Anwarika_saFcAra
internal_control	Anwarika_niyanwraNa
internal_control_system	Anwarika_niyanwraNa_praprAlI
internal_debt	Anwarika_qNa
internal_ear	BIwarI_kAna
internal_finance	Anwarika_viwwa
internal_format	Anwarika_svarUpa
internal_fragmentation	Anwarika_KaNdana
internal_interrupt	AnwarAyana_safkewa
internal_loan	Anwarika_qNa_aXArakarja
internal_memory	Anwarika_smqwi
internal_organisation	Anwarika_safgaTana
internal_reporting	Anwarika_sUcanA_praprAlI
internal_reserve	Anwarika_ArakRiwa_niXi
internal_sale	Anwarika_bikrI_Iikraya
internal_schema	Anwarika_vivaraNikA
internal_securities	Anwarika_prawiBUwiyAM
internal_sort	Anwarika_CAtaMna
internal_storage	Anwarika_BaNdAraNa
internal_test_audit_section	Anwarika_namUnA_leKAparIkRA_anuBAga
internal_timer	Anwarika_kAlaxa
international_agreement	anwarrARtrIya_karAra
international_airports_authority_of_india	BArawIya_anwarrARtrIya_vimAnapawwna_prAXikaraNa
international_candle	anwarrARtrIya_momabawwI
international_capital_market	anwarrARtrIya_pUFjI_bAjAra
international_coinage	anwarrARtrIya_sikkA_DalAWa
international_commodity_agreement	anwarrARtrIya_paprya_ka_arAra
international_currency	anwarrARtrIya_muxrA
international_direction_distance_dialing	anwarARtrIya_sIXA_dAyalana
international_double_taxation	anwarrARtrIya_xoharA_karAXAna
international_economics	anwarrARtrIya_arWaSA_Awra
international_economy	anwarrARtrIya_arWavyavasWA
international_finance_corporation	anwarrARtrIya_vwwi_nigama
international_flight	anwarrARtrIya_udAna
international_investment_position	anwarrARtrIya_niveSa_i_iFiAwa
international_labour_organisation	anwarrARtrIya_Srama_safgaTana
international_liquidity	anwarrARtrarIya_nakaxI
international_monetary_fund	anwarrARtrIya_muxrA_koRa
international_organisation	anwarrARtrIya_safgaTana
international_reserves	anwarrARtrIya_prArakRiwa_niXiyAM
international_securities	anwarrARtrIya_prawiBUwiyAM
international_significance	anwarrARtrIya_mahawwva
international_subscriber_dialling	AWa_esa_dI
international_trade	anwarrARtrIya_vyApAra
international_transactions	anwarrARtrIya_lena_xena
international_usage	anwarrARtrIya_praWA_Aracalana
international_value_theory	anwarrARtrIya_mUlya_sixXAnwa
internet_control_message_protocol	iMtaraneta_saMvAxa_niyanwraNa
internet_draft	iMtaraneta_drAPta
internet_engineering_steering_group	intaraneta_injiniyariMga_vAhaka_xala
internet_engineering_task_force	intaraneta_injiniyariMga_kArya_xala
internet_experiment_note	intaraneta_parIkRaNa_tippaNa
internet_explorer	intaraneta_anveRaka
internet_hunt	intaraneta_Koja
internet_monthly_report	intaraneta_mAsika_prawivexana
internet_packet_exchange	intaraneta_pEketa_vinimaya
internet_research_steering_group	intaraneta_anusanXAna_saFcAlana
internet_search_topologies	intaraneta_Koja_sAMsWiwi
internet_service	intaraneta_sevA
internet_services_list	intaraneta_sevA_sUcI
internet_society	intaraneta_samAja
internet_talk_radio	intaraneta_AkASavANI_vArwA
internet_telephony	intaraneta_xUraBARI
internet_tools	intaraneta_yanwra
internetwork_packet_exchange	parisaFcAlana_pEketa_vinimaya
interplanetary_space	anwarAgrahika_anwarikRa
interpretation_of_data	AfkadA_nirvacana
interpretation_of_rules	niyama_arWanirNaya_airvacana
interpretive_dance	vyAKyAwmaka_nqwya
interpretive_program	nivArcaka_kramAxeSa
interprocess_communication	anwaHprakrama_saFcAra
interrupt_characters	avaroXa_prawIka
interrupt_handler	avaroXa_prahaswaka
interrupt_mask	anwarAya_AcCanxa
interrupt_processing	anwarAyana_saMsAXana
interrupt_service_routine	avaroXa_sevA_nemakA
interrupt_signal	avaroXa_safkewa
interrupt_vector	avaroXa_saxiSa
interruption_in_service	sevA_meM_vyavaXAna
interruption_of_duty	dyUtI_meM_vyavaXAna
interval_estimation	anwarAla_prAkkalana
interval_for_rest	viSrAnwi_maXyAvakASa
interval_reward_rate	purnaSax_xa_xara_anwarAla
intervenine_period	bIca_kI_avaXi
intervening_period	maXyavarwI_avaXi
intervention_currency	maXyavarwI_muxrA
intervention_effort	maXayaswA_prayAsa
interversion_failure_correlation	aMrwasaMskaraNa_sahasambanXa_viPalawA
interweaving_of_failure	viPalawA_kA_aMrwaciwraNa
intestinal_artery	Azwa_kI_XamanI
intimation_timely	samaya_para_sUcanA
into_function	guNiwa_Palana
into_the_bargain	isake_alAvA
intoxicating_beverage	mAxaka_peya
intra-uterine_device	garBaniroXaka_upakaraNa
intra_uterine	garBASaya_kA_BIwarI
intra_uterine_device	garBaniroXaka_upakaraNa
intracompany_networking	anwarA_kampanI_netavarka
intractable_problem	xuHsAXya_samasyA
intradermal_injection	anwaHwvacA_suI
intramuscular_injection	anwaHpeSiya_suI
intravenous_anesthetic	anwaH_SirA_niScewaka/anwaH_SirA_saMvexanAhAraka/anwaH_SirA_behoSI_kI_xavA
intravenous_injection	anwaHSirA_suI
intrinsic_value	asalI_kImawa
introductory_letter	paricayAwmaka_pawra
introductory_remark	paricayAwmaka_uikwa_aippaprI
intuitive_pricing	anumAniwa_kImawa_nirXAraNa
invalid_pension	aSakwawA_peMSana
invalid_return	amAnya_vivaraprI
inventions_promotion_board	AviRkAra_saMvarXana_maNdala
inventory_accounting	sUcI_leKAkaraNa
inventory_control	stAka_sUcI_niyanwraNa
inventory_investment	stAkoM_meM_niveSa
inventory_master_file	wAlikA_muKya_saFcikA
inventory_of_furniture	ParnIcara_kI_sUcI
inventory_reporting	vaswusUcI_vivaraNa
inventory_shortage	viswqwa_sUcI_kA_aBAva
inventory_software	vaswusUcI_sEYAPtaveyara
inventory_to_sales_ratio	mAla_se_bikrI_xara
inverse_lavare_law	lavAra_viloma_niyama
inverse_mapping	vyuwkrama_prawiciwraNa
inverse_multiplexer	viloma_maltIpleksara
inverse_proportion	prawiloma_anupAwa
inverse_scanning	viloma_avalokana
inverted_comma	uxXaraNa_cihna
inverted_commas	ulatA_alpavirAma
inverted_file	vyuwkrama_saFcikA
inverted_list_file	vyuwkramiwa_sUcI_saFcikA
inverted_page_table	vyuwkrama_pqRTa_sAraNI
invertible_function	prawilomaya_Palana
investent_committee	niveSa_samiwi
investigation_and_vigilance_division	anveRapra_Ora_sawarkawA_praBAga
investigation_inspector	anveRapra_nirIkRaka
investigation_of_overdues	awixeya_bakAyA_rASiyoM_kI_jAFca_padawAla
investment_account	niveSa_KAwA
investment_adviser	niveSa_salAhakAra
investment_allowance	niveSa_CUta
investment_analysis	niveSa_viSleRaNa
investment_banker	niveRa_bEMka_karmacArI
investment_banking	niveSa_bEMkiMga
investment_cost	niveSa_lAgawa
investment_cost_index	niveSa_lAgawa_sUcakAfka
investment_credit	niveSa_qNa
investment_decisions	niveSa_nirNaya
investment_department	niveSa_viBAga
investment_depreciation_reserve	niveSa_mUlyahqAsa_prArakRiwa_niXi
investment_ideal	AxarSa_niveSa
investment_in_shares	SeyaroM_meM_niveSa
investment_income_receipts	niveSa_Aya_kI_prApwiyAM
investment_ledger	niveSa_KAwA
investment_nature	niveSa_svarUpa
investment_of_funds	niXiyoM_kA_niveSa
investment_policy	niveSa_nIwi
investment_practical_point	niveSa_vyavahArika_biMxu
investment_ratio	niveSa_anupAwa
inview_of	ko_XyAna_meM_raKawe_hue
invisible_account	aSya_leKA
invisible_exports	aSya_niryAwa
invisible_items_of_trade	vyApAra_kI_aSya_maxeM
invitation_hospitality_officer	AmanwraNa_waWA_AwiWya_aXikArI
invitation_of_bid	bolI_lagAne_ke_lie_anuroXa
invitation_to_tender	nivixA_AmanwraNa
inviting_reference_to	kA_havAlA_xewe_hue
inviting_your_attention_to	kI_ora_ApakA_XyAna_AkarRiwa_karawe_hue
invocation_of_guarantee	gAraNtI_mAfganA
invoice_book	bIjaka_anavAisa_bahI
invoice_discounting	bIjaka_CUta
invoiced_coins	bIjakIkqwa_nota_aikke_leKA
invoiced_notes	bIjakIkqwa_nota_aikke_leKA
